0,11,54,46,80,91,61,98,19,24,72,36,23,79,60,53,50,66,49,66,45,44,112,27,56,95,89,70,98,44,56,67,21,69,86
11,0,45,38,70,84,56,88,11,15,62,31,20,72,51,42,39,56,38,61,41,33,100,18,49,84,84,60,87,35,51,56,10,59,77
54,45,0,10,25,95,83,84,35,29,61,63,60,90,60,13,46,53,24,87,73,15,78,27,72,66,105,17,60,10,80,42,42,58,83
46,38,10,0,34,98,83,90,27,22,65,61,56,91,62,19,48,57,28,87,71,16,87,20,72,74,106,28,69,3,79,48,38,62,87
80,70,25,34,0,107,103,89,61,55,71,86,85,104,75,31,63,64,41,105,94,38,72,53,91,65,120,14,53,35,100,50,67,69,93
91,84,95,98,107,0,37,29,89,87,35,55,69,15,35,81,50,43,71,33,49,81,66,88,35,54,21,93,71,95,41,56,74,38,13
61,56,83,83,103,37,0,58,65,64,44,24,37,22,31,72,40,46,61,5,15,68,89,67,12,73,28,89,86,79,4,59,48,44,39
98,88,84,90,89,29,58,0,90,86,26,68,80,40,38,71,49,34,62,56,65,74,36,86,51,27,51,77,45,87,60,42,78,29,19
19,11,35,27,61,89,65,90,0,6,63,40,31,79,55,34,41,56,33,70,50,26,98,8,57,82,92,51,83,25,60,54,16,61,81
24,15,29,22,55,87,64,86,6,0,59,41,33,77,52,28,38,52,28,69,51,20,92,2,56,77,91,45,77,20,60,48,16,56,78
72,62,61,65,71,35,44,26,63,59,0,45,56,36,14,47,22,7,37,44,45,49,45,60,33,29,51,57,42,62,44,20,51,2,22
36,31,63,61,86,55,24,68,40,41,45,0,14,42,30,54,29,42,44,30,10,48,90,43,20,73,53,72,82,57,20,50,24,43,52
23,20,60,56,85,69,37,80,31,33,56,14,0,56,42,53,36,52,46,43,22,46,99,36,34,82,66,72,90,53,33,57,18,54,65
79,72,90,91,104,15,22,40,79,77,36,42,56,0,29,76,43,41,65,17,35,75,74,79,22,61,15,90,77,88,25,55,63,37,21
60,51,60,62,75,35,31,38,55,52,14,30,42,29,0,47,14,14,36,32,31,46,60,53,19,43,45,61,55,59,30,27,40,13,26
53,42,13,19,31,81,72,71,34,28,47,54,53,76,47,0,33,39,11,75,62,8,68,27,60,54,92,18,51,17,69,28,36,44,69
50,39,46,48,63,50,40,49,41,38,22,29,36,43,14,33,0,16,22,42,34,31,63,38,28,46,59,49,53,44,38,21,29,19,40
66,56,53,57,64,43,46,34,56,52,7,42,52,41,14,39,16,0,29,47,45,41,47,52,34,30,57,50,41,54,45,14,45,5,30
49,38,24,28,41,71,61,62,33,28,37,44,46,65,36,11,22,29,0,64,52,11,64,27,49,49,81,28,49,24,58,21,30,34,59
66,61,87,87,105,33,5,56,70,69,44,30,43,17,32,75,42,47,64,0,20,71,87,71,14,72,23,91,86,83,10,60,53,44,36
45,41,73,71,94,49,15,65,50,51,45,10,22,35,31,62,34,45,52,20,0,57,91,53,14,74,44,80,86,67,10,55,34,44,48
44,33,15,16,38,81,68,74,26,20,49,48,46,75,46,8,31,41,11,71,57,0,75,18,57,60,90,26,58,13,64,33,28,46,70
112,100,78,87,72,66,89,36,98,92,45,90,99,74,60,68,63,47,64,87,91,75,0,92,78,17,87,65,19,85,89,44,90,47,54
27,18,27,20,53,88,67,86,8,2,60,43,36,79,53,27,38,52,27,71,53,18,92,0,58,76,92,43,76,17,62,48,18,57,79
56,49,72,72,91,35,12,51,57,56,33,20,34,22,19,60,28,34,49,14,14,57,78,58,0,62,34,77,75,69,11,46,41,32,33
95,84,66,74,65,54,73,27,82,77,29,73,82,61,43,54,46,30,49,72,74,60,17,76,62,0,74,55,17,72,73,28,74,30,41
89,84,105,106,120,21,28,51,92,91,51,53,66,15,45,92,59,57,81,23,44,90,87,92,34,74,0,106,91,103,33,71,75,52,33
70,60,17,28,14,93,89,77,51,45,57,72,72,90,61,18,49,50,28,91,80,26,65,43,77,55,106,0,45,28,86,36,55,55,80
98,87,60,69,53,71,86,45,83,77,42,82,90,77,55,51,53,41,49,86,86,58,19,76,75,17,91,45,0,68,86,32,78,42,58
44,35,10,3,35,95,79,87,25,20,62,57,53,88,59,17,44,54,24,83,67,13,85,17,69,72,103,28,68,0,75,45,35,59,84
56,51,80,79,100,41,4,60,60,60,44,20,33,25,30,69,38,45,58,10,10,64,89,62,11,73,33,86,86,75,0,57,44,43,42
67,56,42,48,50,56,59,42,54,48,20,50,57,55,27,28,21,14,21,60,55,33,44,48,46,28,71,36,32,45,57,0,46,18,43
21,10,42,38,67,74,48,78,16,16,51,24,18,63,40,36,29,45,30,53,34,28,90,18,41,74,75,55,78,35,44,46,0,48,67
69,59,58,62,69,38,44,29,61,56,2,43,54,37,13,44,19,5,34,44,44,46,47,57,32,30,52,55,42,59,43,18,48,0,25
86,77,83,87,93,13,39,19,81,78,22,52,65,21,26,69,40,30,59,36,48,70,54,79,33,41,33,80,58,84,42,43,67,25,0
