node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,transfer_capacity,is_dynamic,dynamic_appear_time
0,59.71279104210198,85.91689531131537,0,0,1,0,480,0,,,
1,38.25330694395612,71.02769513489126,0,1,0,0,480,7,22.0,,
2,67.44300352345465,25.75140018006037,0,1,0,0,480,12,26.0,,
3,91.86435597857033,56.3512084116273,0,1,0,0,480,9,15.0,,
4,35.52926568055241,16.43583757024367,0,1,0,0,480,14,11.0,,
5,47.3458352419769,73.01134379017,3,0,0,85,254,13,,0.0,-1.0
6,62.364026977098796,72.70525595527633,-2,0,0,43,111,15,,0.0,-1.0
7,79.1760752300384,44.100476648943996,3,0,0,108,226,18,,0.0,-1.0
8,52.01661840242924,98.64221115808905,-2,0,0,271,379,13,,1.0,-1.0
9,96.80513958208655,41.481712475885914,-1,0,0,2,121,7,,1.0,112.0
10,68.51795242064951,26.759017832785283,2,0,0,172,258,9,,0.0,-1.0
11,15.269754563564842,76.84012226237336,3,0,0,34,204,5,,0.0,-1.0
12,43.61799694180243,17.705280365001897,-2,0,0,47,163,15,,1.0,-1.0
13,75.8847923520547,91.51703597940234,-2,0,0,111,184,18,,1.0,148.0
14,93.3273500457737,59.633370846261954,-1,0,0,10,117,12,,0.0,-1.0
15,47.964112897487354,14.186658616180559,2,0,0,341,493,18,,0.0,-1.0
16,79.27898042561033,94.53231521002897,-3,0,0,39,173,11,,0.0,-1.0
17,88.94604136173967,75.17834544376709,3,0,0,195,312,11,,0.0,234.0
18,0.4568862590776046,40.77508746073407,2,0,0,171,236,14,,0.0,53.0
19,41.071417170180794,89.43682329597318,3,0,0,231,329,5,,0.0,295.0
20,6.5650716919048335,53.122258388192655,2,0,0,116,233,18,,0.0,188.0
21,13.613440392711718,66.22939142659723,-2,0,0,143,274,7,,1.0,-1.0
22,79.2255488178181,64.19592119716313,-3,0,0,78,226,11,,0.0,-1.0
23,79.45851410206258,60.74962977318803,2,0,0,15,185,7,,0.0,346.0
24,18.983911047487645,38.26635185023747,1,0,0,350,450,6,,0.0,-1.0
25,95.68688161972551,28.817491277800666,2,0,0,300,361,14,,1.0,-1.0
26,6.286238426335,38.48299748955526,3,0,0,239,400,10,,1.0,-1.0
27,36.63071188441145,47.03088157324178,-3,0,0,119,260,12,,0.0,212.0
28,56.030342208121255,99.24232665070895,2,0,0,246,423,19,,0.0,-1.0
29,75.62339421860172,3.5890764257710317,-3,0,0,101,232,5,,1.0,-1.0
30,71.27123282065126,82.42317484117584,-1,0,0,339,509,18,,1.0,210.0
31,89.56307388843864,42.400610290240124,-2,0,0,237,338,18,,1.0,364.0
32,31.36255681058495,83.93247927232382,-3,0,0,270,419,16,,0.0,-1.0
33,77.76154093585387,53.60424499658257,-3,0,0,343,440,16,,0.0,161.0
34,11.78827844151522,65.17613390681011,-3,0,0,9,80,9,,1.0,-1.0
