0,31,29,31,37,16,55,45,31,17,15,51,27,34,14,16,57,44,16,35,29,34,40,43,67,45,57,60,26,37,36,62,63,51,25,15,69,61,51,66,64,10,37
31,0,34,60,43,30,82,15,22,46,42,71,38,65,18,37,42,24,42,20,54,42,20,17,64,72,67,88,29,47,23,49,50,34,48,27,59,49,25,64,92,39,45
29,34,0,40,8,12,53,43,50,29,44,38,55,51,32,16,33,27,45,51,27,61,53,34,38,46,32,61,50,65,19,36,37,29,54,41,40,34,60,37,65,38,10
31,60,40,0,42,33,25,74,62,13,32,33,51,12,45,25,74,66,33,66,14,57,71,69,71,15,50,30,54,59,57,76,77,70,38,44,78,73,83,70,33,28,41
37,43,8,42,0,20,51,50,59,34,51,32,63,54,41,22,33,32,52,60,28,69,62,40,31,45,23,59,59,74,24,34,35,31,61,49,36,31,68,30,63,45,2
16,30,12,33,20,0,52,42,40,20,32,42,42,42,21,8,43,32,32,43,24,49,46,35,51,43,42,59,39,53,24,47,48,38,41,29,52,45,55,50,63,25,21
55,82,53,25,51,52,0,94,86,37,57,23,77,32,69,44,85,81,59,91,28,83,95,87,72,10,46,7,80,85,73,84,85,82,63,69,83,81,106,70,11,54,49
45,15,43,74,50,42,94,0,32,60,57,81,52,80,33,50,37,22,57,28,66,54,25,11,65,85,73,101,42,60,26,45,46,31,63,42,57,46,21,65,105,54,52
31,22,50,62,59,40,86,32,0,49,34,82,21,62,19,45,64,46,32,5,60,22,11,38,85,76,82,92,11,27,44,71,72,56,36,18,81,71,25,84,95,34,61
17,46,29,13,34,20,37,60,49,0,23,37,41,21,31,13,63,53,24,53,13,47,58,55,65,27,48,43,42,50,45,66,67,58,31,31,70,64,69,64,47,18,34
15,42,44,32,51,32,57,57,34,23,0,60,19,29,24,30,73,59,1,39,37,25,45,57,83,47,70,61,24,27,52,78,79,67,9,16,85,76,58,82,65,6,52
51,71,38,33,32,42,23,81,82,37,60,0,78,45,63,36,64,64,62,85,23,84,88,72,48,23,23,31,78,87,57,63,63,63,69,67,60,60,97,47,34,55,30
27,38,55,51,63,42,77,52,21,41,19,78,0,48,24,44,77,61,17,27,54,6,32,55,93,67,84,80,10,10,56,83,85,70,16,13,92,83,46,92,84,23,64
34,65,51,12,54,42,32,80,62,21,29,45,48,0,48,35,84,74,30,68,27,53,73,76,83,24,63,34,53,54,66,87,88,80,32,44,90,84,85,82,37,28,53
14,18,32,45,41,21,69,33,19,31,24,63,24,48,0,26,53,36,24,22,41,30,26,33,69,59,64,74,18,35,31,59,60,46,31,11,67,58,37,68,78,21,42
16,37,16,25,22,8,44,50,45,13,30,36,44,35,26,0,49,40,31,49,16,51,52,43,53,35,40,51,42,54,32,52,53,44,39,31,57,50,62,52,55,23,22
57,42,33,74,33,43,85,37,64,63,73,64,77,84,53,49,0,17,74,62,61,82,60,26,30,79,47,93,70,87,21,7,8,7,82,64,19,9,59,30,96,67,35
44,24,27,66,32,32,81,22,46,53,59,64,61,74,36,40,17,0,59,44,54,65,43,10,43,74,52,89,52,70,8,24,26,10,67,48,35,25,43,43,93,54,34
