node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,transfer_capacity,is_dynamic,dynamic_appear_time
0,49.3915682816369,12.817499869842909,0,0,1,0,480,0,,,
1,92.97997237048162,31.879605961923296,0,1,0,0,480,10,16.0,,
2,19.478468369952584,47.842867676945545,0,1,0,0,480,12,18.0,,
3,4.328248950118074,25.28368312264049,0,1,0,0,480,14,14.0,,
4,6.7657736491410825,12.737115449419978,0,1,0,0,480,9,13.0,,
5,11.21575508658681,87.24199550179573,0,1,0,0,480,7,16.0,,
6,93.04348480346279,47.45221657801461,2,0,0,108,220,11,,0.0,-1.0
7,63.04170878533453,69.59018972629984,2,0,0,104,272,17,,0.0,-1.0
8,39.131332487206016,37.021046704288786,-3,0,0,273,417,9,,0.0,-1.0
9,67.55690192236696,37.671451524523846,-3,0,0,315,383,8,,1.0,-1.0
10,58.10095195501771,51.51928108114577,1,0,0,244,384,18,,0.0,-1.0
11,52.44606009009814,82.9358862876451,-1,0,0,291,406,13,,0.0,-1.0
12,70.40571088986965,96.06826540380929,-1,0,0,59,153,14,,0.0,-1.0
13,79.09766272515796,14.579251459989573,2,0,0,165,344,11,,0.0,-1.0
14,73.84833029998428,66.56475539671354,2,0,0,106,178,12,,0.0,124.0
15,64.60439795113486,48.07446261920036,-3,0,0,234,364,10,,0.0,-1.0
16,6.246391981598642,95.14847675100698,3,0,0,106,255,16,,0.0,92.0
17,85.19246947244119,48.6808037411858,-3,0,0,185,361,9,,1.0,-1.0
18,15.858096763080843,82.44726578557587,-1,0,0,59,225,9,,1.0,-1.0
19,43.06716054091858,39.011392350635944,-1,0,0,319,483,17,,0.0,-1.0
20,66.53822319327014,75.86753985326516,1,0,0,296,460,19,,0.0,-1.0
21,6.284073662045808,76.75564164835129,-1,0,0,272,358,16,,0.0,-1.0
22,73.39405013516281,58.920961052204355,-1,0,0,86,201,9,,0.0,-1.0
23,33.84189143581343,16.480214725582787,-3,0,0,15,119,15,,0.0,142.0
24,10.265296918386325,0.11836937185679686,-1,0,0,358,461,17,,1.0,252.0
25,20.646017569209285,41.133697004997295,-2,0,0,264,338,8,,0.0,-1.0
26,24.364433140008433,30.89790536050099,1,0,0,54,166,18,,0.0,200.0
27,39.04524153609902,30.826230846543112,3,0,0,140,303,13,,1.0,-1.0
28,72.46210386587308,49.17267891649699,3,0,0,320,406,12,,1.0,-1.0
29,1.9327147752040696,22.66682313623034,2,0,0,194,317,5,,0.0,-1.0
30,70.96582446345307,30.09305232867858,-3,0,0,300,403,13,,1.0,-1.0
31,92.01417716990488,71.26640474474206,2,0,0,114,258,6,,0.0,-1.0
32,28.992697587964134,51.64098461734441,-3,0,0,284,364,17,,0.0,-1.0
33,66.72390301801697,19.336586533709532,3,0,0,90,268,14,,0.0,-1.0
34,24.61874678868623,50.71237458622565,-3,0,0,4,83,10,,0.0,-1.0
35,92.48947224902922,34.40103668576152,2,0,0,246,339,12,,0.0,156.0
36,40.21303281007065,19.06202106815136,3,0,0,135,261,18,,0.0,379.0
37,59.32086952731095,74.01507472509984,1,0,0,243,354,14,,1.0,-1.0
