node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,transfer_capacity,is_dynamic,dynamic_appear_time
0,33.989582116183335,89.99514039064263,0,0,1,0,480,0,,,
1,4.979025318770914,35.018940573084436,0,1,0,0,480,12,25.0,,
2,11.867249207180407,2.8980590249976235,0,1,0,0,480,13,22.0,,
3,11.286941764682211,43.1245791180277,0,1,0,0,480,7,10.0,,
4,68.69560692277908,28.928242444196293,1,0,0,84,229,7,,0.0,-1.0
5,84.96753074011248,43.761562873835004,-1,0,0,274,334,17,,0.0,180.0
6,96.82280509617436,95.41556694437,2,0,0,326,442,14,,0.0,-1.0
7,77.3276222666815,93.24054961466182,2,0,0,203,266,18,,1.0,157.0
8,70.70960761611116,89.55831899911814,2,0,0,217,383,12,,0.0,-1.0
9,23.647371736630653,34.54202001767987,2,0,0,155,331,12,,1.0,166.0
10,75.29300660048615,42.45612382065571,-2,0,0,62,217,7,,0.0,-1.0
11,83.73274338245179,87.76388715877751,3,0,0,2,112,7,,1.0,-1.0
12,29.972948472092487,82.34508081895736,3,0,0,49,155,14,,0.0,-1.0
13,15.426427106515007,33.4196711536849,3,0,0,78,226,10,,0.0,-1.0
14,51.7964951121389,22.64437621038922,-1,0,0,16,187,12,,0.0,-1.0
15,57.926782957519926,57.86950787176466,-3,0,0,40,111,17,,1.0,-1.0
16,20.690289485090574,79.56413448854566,3,0,0,344,496,15,,1.0,323.0
17,63.164448941149686,31.776050682495427,2,0,0,16,141,12,,0.0,45.0
18,23.21847834702919,87.87501388344936,3,0,0,335,419,13,,0.0,-1.0
19,83.57422452246527,22.976067485552633,3,0,0,128,226,5,,0.0,224.0
20,3.560522651650877,80.45325957431238,-3,0,0,320,482,9,,0.0,307.0
21,61.550855526504314,10.088202805345968,3,0,0,181,350,8,,0.0,238.0
22,58.73582062188951,45.218268536169425,2,0,0,73,231,11,,1.0,-1.0
23,77.45503274736916,20.908484215873003,-3,0,0,320,389,6,,1.0,-1.0
24,45.31567443050265,15.624411425191676,3,0,0,85,170,14,,1.0,136.0
25,95.75272278108467,77.87381569251642,3,0,0,247,320,5,,1.0,-1.0
26,73.67224265013965,69.0206665020802,-1,0,0,142,236,8,,0.0,265.0
27,42.33364424663817,92.32824157031447,1,0,0,191,324,10,,0.0,-1.0
28,7.29170119270054,80.32590716789518,-1,0,0,240,406,14,,0.0,263.0
29,21.52327321057327,32.4027955633848,-2,0,0,66,245,14,,1.0,-1.0
30,51.94297289673083,78.26550110555796,-1,0,0,146,281,12,,0.0,-1.0
31,83.85349076537366,58.37322501601248,3,0,0,14,120,15,,0.0,113.0
32,40.30354889346852,94.65024214032101,-3,0,0,351,478,9,,1.0,-1.0
33,24.652129583936834,80.30945758806354,-2,0,0,6,87,18,,0.0,-1.0
34,61.204962144815326,37.689501688521375,2,0,0,66,148,17,,0.0,111.0
35,0.13679843635368005,44.65993013486268,-3,0,0,263,417,9,,0.0,-1.0
36,27.671999754229926,10.434661332556061,1,0,0,319,472,7,,0.0,250.0
37,7.515856533808485,34.7558327311602,-3,0,0,51,157,6,,0.0,-1.0
