node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,transfer_capacity,is_dynamic,dynamic_appear_time
0,79.27004505613186,23.303305335024028,0,0,1,0,480,0,,,
1,92.98010863077228,86.74231218347286,0,1,0,0,480,14,22.0,,
2,1.8205303103198567,12.856810585518307,0,1,0,0,480,11,10.0,,
3,49.60971064070674,46.09555141131827,0,1,0,0,480,5,29.0,,
4,70.83908550348353,8.971137605303403,0,1,0,0,480,11,23.0,,
5,64.48553066971266,61.63699311345824,0,1,0,0,480,12,18.0,,
6,23.361959847804435,54.239396426839946,-3,0,0,114,212,5,,0.0,-1.0
7,22.220720699598196,14.692302710060634,-2,0,0,87,225,5,,1.0,128.0
8,57.31349346540705,97.74742783005703,3,0,0,174,272,11,,0.0,397.0
9,23.693334917174504,35.53361493551519,-2,0,0,64,192,7,,0.0,120.0
10,25.657322599004672,26.645982164649475,-1,0,0,56,201,6,,0.0,-1.0
11,40.419213418668065,70.18555106506201,2,0,0,79,210,15,,0.0,-1.0
12,3.8804524030945142,95.71241956855602,-3,0,0,158,293,13,,0.0,-1.0
13,4.6279879489247495,88.12531819445597,3,0,0,266,387,8,,1.0,103.0
14,89.43780987619989,52.44891875915233,2,0,0,124,299,18,,1.0,-1.0
15,13.699682861896745,56.51459705569438,-1,0,0,221,297,17,,0.0,-1.0
16,62.86321599028497,85.77589578071112,-2,0,0,346,519,9,,1.0,-1.0
17,55.08953757695697,41.07093959033382,-3,0,0,5,142,11,,0.0,-1.0
18,83.82911938541139,98.0951797352619,-2,0,0,206,343,8,,1.0,257.0
19,64.51032051579332,87.43870373028095,-2,0,0,307,416,6,,0.0,173.0
20,59.87351128290642,68.97879914103056,-2,0,0,70,176,10,,0.0,-1.0
21,68.81671175489188,70.47869868402653,-3,0,0,324,433,16,,0.0,-1.0
22,32.10134439286336,57.56613962717123,-1,0,0,200,366,5,,0.0,339.0
23,59.41355839737954,31.507162671323197,-3,0,0,114,205,19,,1.0,189.0
24,34.98523677036637,76.22467650167147,3,0,0,95,261,12,,0.0,215.0
25,58.272384061724914,14.921114796316859,2,0,0,65,175,15,,0.0,-1.0
26,83.76369886828724,88.31142870743197,3,0,0,48,126,11,,0.0,-1.0
27,46.61411479578141,20.890743202292693,-2,0,0,343,450,13,,1.0,326.0
28,94.76064954049053,88.22695645195763,-1,0,0,213,312,7,,1.0,-1.0
29,24.438174634183852,9.559373630269741,1,0,0,198,277,13,,0.0,-1.0
30,44.06536075491068,67.63969864937395,2,0,0,51,222,11,,0.0,-1.0
31,17.538858521994406,51.3212658431748,-3,0,0,61,201,6,,1.0,-1.0
32,42.54154942725167,89.05511487694656,2,0,0,170,311,12,,0.0,365.0
33,42.95666328071286,53.37763937350376,1,0,0,40,215,17,,0.0,-1.0
34,95.52861960018222,29.96917658745646,-1,0,0,111,275,17,,0.0,167.0
35,28.899093194194137,79.95950799420427,-3,0,0,88,257,19,,0.0,-1.0
36,27.753898614396867,83.1865870073205,2,0,0,342,462,16,,1.0,-1.0
37,9.553560936164496,11.12612473094684,1,0,0,215,351,12,,1.0,233.0
38,90.13233741627718,54.08122824824353,-1,0,0,205,294,13,,0.0,60.0
39,71.88142666942387,22.528889186254432,-1,0,0,241,407,13,,1.0,413.0
40,16.62743683821083,83.49542622326402,3,0,0,169,282,9,,1.0,213.0
41,35.86234070232488,45.50326191219944,-1,0,0,31,139,9,,0.0,-1.0
