0,49,61,21,73,31,39,43,35,39,61,41,38,6,24,52,22,57,38,26,10,44,34,38,64,41,66,21,71,27,50,52,33,25,33,29,50,68,64,69,48,39,7,43,77,23,57
49,0,17,53,24,77,55,69,64,63,66,27,87,46,24,15,42,64,11,75,59,7,79,32,15,75,17,45,23,21,98,78,60,74,34,76,75,34,48,34,70,24,50,87,79,26,23
61,17,0,59,24,91,72,70,67,80,84,26,99,56,38,9,47,82,24,85,71,25,93,49,12,92,11,51,23,36,111,96,76,85,36,84,93,47,65,47,87,42,64,101,96,37,38
21,53,59,0,78,47,61,22,13,61,82,34,45,16,33,50,12,78,42,30,24,52,50,55,66,62,67,8,76,37,62,73,55,32,23,26,72,80,81,81,70,53,29,59,98,28,68
73,24,24,78,0,99,71,92,87,80,76,48,111,70,48,31,66,75,36,99,83,28,101,47,12,94,13,69,1,45,120,95,78,98,57,100,91,29,52,29,85,40,74,108,86,51,27
31,77,91,47,99,0,39,65,57,33,58,73,20,37,53,82,53,55,66,24,24,71,2,55,92,22,94,50,97,55,21,35,29,20,65,33,36,86,74,87,37,59,26,11,72,54,77
39,55,72,61,71,39,0,83,74,9,21,66,59,44,40,67,57,18,49,56,43,48,41,24,69,24,71,58,70,39,59,23,10,53,63,63,20,50,34,52,14,31,32,44,38,46,45
43,69,70,22,92,65,83,0,8,83,104,44,56,38,53,61,29,101,59,42,43,69,67,76,80,83,80,27,91,57,75,94,77,46,35,35,94,100,103,100,91,74,51,76,121,47,88
35,64,67,13,87,57,74,8,0,75,96,40,50,30,45,58,22,92,53,36,35,63,60,69,75,74,76,19,86,50,68,86,68,39,30,28,85,93,95,94,83,67,42,68,112,40,81
39,63,80,61,80,33,9,83,75,0,25,72,54,45,46,74,60,21,56,53,41,55,34,32,77,15,79,59,78,45,51,15,6,49,67,60,12,59,42,61,8,39,32,35,40,50,54
61,66,84,82,76,58,21,104,96,25,0,83,79,66,58,80,78,3,64,78,64,59,59,35,77,38,80,78,75,56,75,29,30,74,82,85,25,49,26,50,21,42,54,59,16,64,49
