node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,transfer_capacity,is_dynamic,dynamic_appear_time,order_id
4,36.874478431666006,65.85951811884712,-1,0,0,295,372,15,,1.0,252.0,1
5,48.81594782772217,22.789309770992674,-3,0,0,293,357,18,,0.0,-1.0,2
6,76.12642812249875,26.27527078124131,2,0,0,118,262,13,,0.0,256.0,3
7,34.04477530416592,19.00184049154611,3,0,0,283,395,7,,0.0,-1.0,4
8,71.92713037887043,45.87240538305794,3,0,0,289,451,13,,0.0,-1.0,5
9,44.337325483893316,60.45628668900126,2,0,0,26,168,17,,0.0,50.0,6
10,15.726344724733732,89.81538896257594,-1,0,0,135,264,17,,0.0,-1.0,7
11,46.51089562359309,36.65268586820298,2,0,0,105,176,6,,0.0,-1.0,8
12,12.669060890519246,16.795420436741427,-3,0,0,179,299,14,,0.0,-1.0,9
13,92.036031391386,45.66170333997223,-1,0,0,20,184,12,,0.0,234.0,10
14,72.21839193592608,8.051635265853319,-2,0,0,159,268,13,,0.0,-1.0,11
15,64.34645441264838,92.15191923374212,2,0,0,202,340,14,,0.0,-1.0,12
16,29.996345088149113,57.91405007134392,-1,0,0,271,374,5,,0.0,256.0,13
17,94.02191043158506,71.93225538047201,2,0,0,23,184,14,,0.0,-1.0,14
18,6.232550238407731,37.873714726043886,-1,0,0,27,93,17,,0.0,-1.0,15
19,8.57727560872884,86.13175961991742,2,0,0,271,430,9,,0.0,291.0,16
20,62.166270120361546,95.63817448338857,1,0,0,304,404,11,,1.0,234.0,17
21,1.9756329185807164,42.308736985390425,1,0,0,16,171,16,,0.0,-1.0,18
22,10.436409954439474,35.04878226199127,-1,0,0,316,419,10,,0.0,-1.0,19
23,16.1886823356587,32.87937599934202,-1,0,0,294,367,9,,0.0,-1.0,20
24,81.92620047220291,16.069932648270356,1,0,0,352,492,13,,1.0,-1.0,21
25,47.366475695218824,92.15831340605264,-2,0,0,273,445,14,,1.0,81.0,22
26,99.87792878543064,25.064111817508326,1,0,0,222,327,15,,0.0,-1.0,23
27,93.55681707661002,26.13886808010255,2,0,0,320,432,9,,1.0,-1.0,24
28,41.35284989835933,87.79236122333273,2,0,0,356,502,16,,0.0,-1.0,25
29,78.61761049242482,85.74875572237353,-3,0,0,189,317,19,,1.0,298.0,26
30,80.02566793044507,23.506100501004134,-1,0,0,29,114,5,,0.0,-1.0,27
31,55.87951154306021,38.52507183619219,-3,0,0,307,429,12,,0.0,394.0,28
32,45.971096844836865,15.395630212363077,-2,0,0,300,467,18,,1.0,-1.0,29
33,31.57675592251705,85.76471214221868,-3,0,0,200,327,16,,1.0,102.0,30
34,89.7558409886164,61.015308389913855,-1,0,0,357,515,5,,0.0,320.0,31
35,49.82672570007528,71.28396881493003,3,0,0,339,464,16,,1.0,-1.0,32
36,60.88532502222023,98.36750063478135,1,0,0,35,113,10,,1.0,-1.0,33
37,19.008879216420326,44.904472624648164,-1,0,0,338,409,7,,1.0,-1.0,34
38,91.82405022855536,91.47370599085242,2,0,0,111,194,18,,1.0,-1.0,35
39,49.534684656117356,13.480900200138146,3,0,0,307,441,19,,1.0,-1.0,36
40,81.49579674929025,58.51651865033476,-3,0,0,110,222,13,,0.0,-1.0,37
41,77.31660158572568,46.25236314105903,2,0,0,224,386,15,,0.0,202.0,38
42,20.38839219368266,2.398940747952083,3,0,0,332,494,15,,0.0,-1.0,39
43,55.91382688397522,16.104617888158955,-3,0,0,171,297,14,,0.0,-1.0,40
44,18.713720859782146,43.63056309571643,2,0,0,92,226,8,,1.0,195.0,41
45,44.20770734388978,27.438709020570528,-1,0,0,206,382,17,,1.0,-1.0,42
46,13.192220842346847,94.49527518223377,2,0,0,235,311,15,,1.0,61.0,43
47,13.164061587825993,35.07725846011295,2,0,0,205,301,10,,0.0,-1.0,44
