0,26,60,43,73,17,13,46,14,57,59,45,70,17,42,72,21,31,74,18,62,50,29,31,62,67,71,45,13,83,12,52,28,37,52
26,0,53,55,54,9,24,48,30,65,53,23,53,42,56,57,47,50,48,18,36,25,41,42,38,71,45,24,33,77,34,58,14,43,27
60,53,0,39,33,51,47,21,74,33,1,73,25,66,42,22,69,53,68,68,66,67,40,37,50,28,62,37,74,23,56,27,68,29,68
43,55,39,0,69,47,33,17,58,15,37,79,61,38,3,60,40,19,92,60,85,78,14,13,75,27,87,56,55,55,33,14,66,14,80
73,54,33,69,0,57,62,51,83,66,34,63,8,85,72,12,89,79,42,73,46,54,64,62,27,61,36,30,85,42,75,59,67,56,54
17,9,51,47,57,0,15,43,26,58,50,32,55,34,47,58,38,41,56,17,45,34,33,34,44,65,53,28,27,74,25,52,19,36,36
13,24,47,33,62,15,0,33,27,46,46,47,58,23,33,60,27,26,69,27,59,49,18,20,55,55,65,36,27,70,13,40,32,24,51
46,48,21,17,51,43,33,0,60,17,20,71,44,47,21,43,50,32,78,59,73,69,20,16,60,22,73,42,59,40,39,10,62,9,70
14,30,74,58,83,26,27,60,0,72,73,42,81,24,56,84,27,43,77,14,64,50,43,46,68,82,75,53,4,97,25,67,25,51,52
57,65,33,15,66,58,46,17,72,0,31,88,58,54,18,55,55,34,96,73,90,86,28,25,77,12,90,60,70,43,48,7,78,22,88
59,53,1,37,34,50,46,20,73,31,0,73,26,65,41,24,68,52,69,68,67,67,38,35,50,27,63,37,73,24,55,26,68,28,68
45,23,73,79,63,32,47,71,42,88,73,0,65,62,79,70,66,73,38,28,25,10,65,66,38,93,39,36,46,94,56,81,17,66,12
70,53,25,61,8,55,58,44,81,58,26,65,0,80,65,5,84,73,48,71,51,57,58,56,32,53,42,30,82,34,70,52,67,49,57
17,42,66,38,85,34,23,47,24,54,65,62,80,0,36,82,4,20,90,34,79,67,27,30,77,65,87,59,21,87,10,50,45,37,69
42,56,42,3,72,47,33,21,56,18,41,79,65,36,0,64,37,16,94,60,87,79,14,13,77,30,89,58,54,58,31,17,66,16,81
72,57,22,60,12,58,60,43,84,55,24,70,5,82,64,0,86,73,54,75,56,62,58,56,37,49,48,34,85,29,72,50,71,49,62
21,47,69,40,89,38,27,50,27,55,68,66,84,4,37,86,0,21,95,38,83,71,30,33,82,67,92,63,23,91,14,53,49,40,73
31,50,53,19,79,41,26,32,43,34,52,73,73,20,16,73,21,0,94,49,85,75,14,17,79,46,90,59,40,72,19,32,58,24,77
74,48,68,92,42,56,69,78,77,96,69,38,48,90,94,54,95,94,0,63,13,28,82,81,18,95,6,36,80,83,82,89,53,78,26
18,18,68,60,73,17,27,59,14,73,68,28,71,34,60,75,38,49,63,0,50,35,45,47,55,81,61,42,17,92,31,67,11,51,38
62,36,66,85,46,45,59,73,64,90,67,25,51,79,87,56,83,85,13,50,0,14,73,73,19,92,14,30,67,84,71,83,39,71,13
50,25,67,78,54,34,49,69,50,86,67,10,57,67,79,62,71,75,28,35,14,0,65,66,28,90,28,29,53,88,59,79,25,65,2
29,41,40,14,64,33,18,20,43,28,38,65,58,27,14,58,30,14,82,45,73,65,0,3,65,39,77,45,42,60,19,24,51,10,67
31,42,37,13,62,34,20,16,46,25,35,66,56,30,13,56,33,17,81,47,73,66,3,0,64,35,76,44,45,57,23,20,53,7,67
62,38,50,75,27,44,55,60,68,77,50,38,32,77,77,37,82,79,18,55,19,28,65,64,0,77,12,19,71,66,68,70,47,60,27
67,71,28,27,61,65,55,22,82,12,27,93,53,65,30,49,67,46,95,81,92,90,39,35,77,0,89,61,80,32,58,14,84,30,91
71,45,62,87,36,53,65,73,75,90,63,39,42,87,89,48,92,90,6,61,14,28,77,76,12,89,0,31,78,77,78,83,51,73,27
45,24,37,56,30,28,36,42,53,60,37,36,30,59,58,34,63,59,36,42,30,29,45,44,19,61,31,0,55,58,49,53,37,41,30
13,33,74,55,85,27,27,59,4,70,73,46,82,21,54,85,23,40,80,17,67,53,42,45,71,80,78,55,0,97,22,65,29,50,55
83,77,23,55,42,74,70,40,97,43,24,94,34,87,58,29,91,72,83,92,84,88,60,57,66,32,77,58,97,0,78,41,91,50,88
12,34,56,33,75,25,13,39,25,48,55,56,70,10,31,72,14,19,82,31,71,59,19,23,68,58,78,49,22,78,0,44,39,29,61
52,58,27,14,59,52,40,10,67,7,26,81,52,50,17,50,53,32,89,67,83,79,24,20,70,14,83,53,65,41,44,0,71,16,81
28,14,68,66,67,19,32,62,25,78,68,17,67,45,66,71,49,58,53,11,39,25,51,53,47,84,51,37,29,91,39,71,0,55,27
37,43,29,14,56,36,24,9,51,22,28,66,49,37,16,49,40,24,78,51,71,65,10,7,60,30,73,41,50,50,29,16,55,0,66
52,27,68,80,54,36,51,70,52,88,68,12,57,69,81,62,73,77,26,38,13,2,67,67,27,91,27,30,55,88,61,81,27,66,0
