0,56,67,85,46,19,62,27,39,61,52,44,10,60,41,82,33,34,64,74,61,58,38,38,36,19,45,83,68,76,9,23,26,17,58,24,42
56,0,96,99,98,44,97,83,18,36,74,56,50,9,28,113,30,90,104,76,105,50,42,93,91,41,92,114,75,85,62,57,30,65,15,52,34
67,96,0,27,43,83,9,74,80,71,22,41,76,93,68,17,67,76,20,40,25,54,54,83,80,81,33,17,34,32,59,46,75,49,87,48,62
85,99,27,0,70,98,37,97,86,67,32,46,92,93,73,31,75,101,47,25,52,50,59,108,105,95,60,30,24,15,78,62,85,69,87,62,66
46,98,43,70,0,66,34,37,79,87,48,57,57,98,74,51,68,37,27,75,22,75,62,43,41,66,10,52,68,71,38,41,68,32,95,47,71
19,44,83,98,66,0,80,41,30,60,66,54,8,50,39,100,31,47,82,83,81,63,43,49,47,4,64,100,79,88,28,37,19,36,51,36,44
62,97,9,37,34,80,0,66,80,74,25,43,72,94,69,20,67,68,11,47,16,58,55,75,72,78,24,20,41,41,53,43,73,44,89,47,64
27,83,74,97,37,41,66,0,67,88,67,66,33,87,68,86,60,6,63,93,58,82,63,11,8,43,42,86,87,93,25,43,53,31,86,47,69
39,18,80,86,79,30,80,67,0,32,59,41,34,20,14,97,12,73,87,66,87,40,27,77,75,26,74,98,63,73,44,39,13,47,20,34,21
61,36,71,67,87,60,74,88,32,0,49,32,61,28,21,87,29,94,84,42,86,17,25,99,96,56,78,87,42,51,62,47,40,60,21,42,18
52,74,22,32,48,66,25,67,59,49,0,18,60,70,46,39,46,72,36,27,39,32,32,78,75,64,37,39,20,25,46,29,54,37,64,30,40
44,56,41,46,57,54,43,66,41,32,18,0,50,52,28,57,29,72,52,29,54,18,14,77,75,51,47,58,24,34,41,23,39,35,46,20,21
10,50,76,92,57,8,72,33,34,61,60,50,0,55,39,92,31,40,74,79,72,61,41,43,41,10,55,92,74,83,19,30,21,27,55,30,43
60,9,93,93,98,50,94,87,20,28,70,52,55,0,25,110,30,94,102,69,103,44,39,98,95,46,92,110,69,79,65,57,33,66,6,52,30
41,28,68,73,74,39,69,68,14,21,46,28,39,25,0,85,8,75,77,51,78,26,14,79,77,35,66,86,49,59,43,32,19,43,21,27,7
82,113,17,31,51,100,20,86,97,87,39,57,92,110,85,0,85,87,23,51,29,69,71,94,91,98,43,0,47,42,74,62,92,64,104,65,79
33,30,67,75,68,31,67,60,12,29,46,29,31,30,8,85,0,67,74,55,74,32,15,71,69,27,62,85,52,62,36,27,12,36,27,22,12
34,90,76,101,37,47,68,6,73,94,72,72,40,94,75,87,67,0,64,98,59,88,69,6,4,50,44,88,91,97,32,49,60,36,93,53,76
64,104,20,47,27,82,11,63,87,84,36,52,74,102,77,23,74,64,0,59,5,68,63,70,68,81,20,24,53,52,55,48,78,46,97,52,72
74,76,40,25,75,83,47,93,66,42,27,29,79,69,51,51,55,98,59,0,63,26,41,104,101,80,64,51,6,10,70,51,67,62,63,49,44
61,105,25,52,22,81,16,58,87,86,39,54,72,103,78,29,74,59,5,63,0,71,64,65,63,80,16,30,57,57,52,48,78,44,99,52,73
58,50,54,50,75,63,58,82,40,17,32,18,61,44,26,69,32,88,68,26,71,0,20,94,91,59,65,69,25,35,56,39,44,51,37,35,20
38,42,54,59,62,43,55,63,27,25,32,14,41,39,14,71,15,69,63,41,64,20,0,75,72,39,54,71,37,47,37,22,26,34,34,17,9
38,93,83,108,43,49,75,11,77,99,78,77,43,98,79,94,71,6,70,104,65,94,75,0,2,52,50,94,98,104,37,54,64,42,97,58,81
36,91,80,105,41,47,72,8,75,96,75,75,41,95,77,91,69,4,68,101,63,91,72,2,0,50,48,92,95,101,34,52,61,39,95,56,78
19,41,81,95,66,4,78,43,26,56,64,51,10,46,35,98,27,50,81,80,80,59,39,52,50,0,64,98,75,85,28,35,15,35,47,33,39
45,92,33,60,10,64,24,42,74,78,37,47,55,92,66,43,62,44,20,64,16,65,54,50,48,64,0,44,57,60,36,35,63,28,88,40,63
83,114,17,30,52,100,20,86,98,87,39,58,92,110,86,0,85,88,24,51,30,69,71,94,92,98,44,0,47,42,74,63,92,65,104,66,80
68,75,34,24,68,79,41,87,63,42,20,24,74,69,49,47,52,91,53,6,57,25,37,98,95,75,57,47,0,9,64,45,63,56,62,44,42
76,85,32,15,71,88,41,93,73,51,25,34,83,79,59,42,62,97,52,10,57,35,47,104,101,85,60,42,9,0,71,53,73,63,72,52,52
9,62,59,78,38,28,53,25,44,62,46,41,19,65,43,74,36,32,55,70,52,56,37,37,34,28,36,74,64,71,0,18,32,9,63,21,44
23,57,46,62,41,37,43,43,39,47,29,23,30,57,32,62,27,49,48,51,48,39,22,54,52,35,35,63,45,53,18,0,30,12,53,5,30
26,30,75,85,68,19,73,53,13,40,54,39,21,33,19,92,12,60,78,67,78,44,26,64,61,15,63,92,63,73,32,30,0,35,33,26,24
17,65,49,69,32,36,44,31,47,60,37,35,27,66,43,64,36,36,46,62,44,51,34,42,39,35,28,65,56,63,9,12,35,0,63,17,42
58,15,87,87,95,51,89,86,20,21,64,46,55,6,21,104,27,93,97,63,99,37,34,97,95,47,88,104,62,72,63,53,33,63,0,48,25
24,52,48,62,47,36,47,47,34,42,30,20,30,52,27,65,22,53,52,49,52,35,17,58,56,33,40,66,44,52,21,5,26,17,48,0,25
42,34,62,66,71,44,64,69,21,18,40,21,43,30,7,79,12,76,72,44,73,20,9,81,78,39,63,80,42,52,44,30,24,42,25,25,0
