0,103,32,71,82,48,65,43,53,59,64,64,20,71,93,37,29,34,65,83,25,91,33,47,70,85,27,92,58,32,94,78,0,29,14,51,28,80,51,7,21,89
103,0,112,82,27,56,41,64,50,45,39,48,87,99,30,80,115,75,42,43,84,13,121,107,44,53,81,15,48,82,31,63,103,83,94,70,109,29,52,98,82,21
32,112,0,54,87,65,71,48,63,67,74,65,29,47,94,32,5,60,71,80,30,102,9,18,90,79,33,105,76,61,94,68,31,58,45,78,4,96,67,29,39,104
71,82,54,0,55,64,47,41,51,50,57,37,51,17,54,34,59,75,46,39,48,77,63,37,83,32,46,81,71,80,53,19,71,79,75,88,53,80,61,64,58,84
82,27,87,55,0,40,16,40,29,23,21,21,64,72,14,54,90,60,16,19,60,23,96,80,42,29,57,27,38,68,16,37,82,68,76,62,84,31,35,76,60,31
48,56,65,64,40,0,27,24,15,19,19,32,36,75,54,39,66,20,27,51,34,43,72,68,24,57,32,44,11,27,56,57,48,28,38,25,61,32,5,43,27,41
65,41,71,47,16,27,0,23,13,8,11,9,47,62,28,38,74,46,0,23,43,33,80,65,38,31,40,36,29,53,29,33,65,54,60,51,67,33,22,59,44,38
43,64,48,41,40,24,23,0,15,18,26,20,24,51,50,17,51,34,23,40,20,54,56,46,46,43,17,56,33,40,51,38,43,39,40,47,44,49,23,36,23,56
53,50,63,51,29,15,13,15,0,5,11,17,37,64,41,32,65,33,13,36,33,39,71,61,32,42,30,41,20,40,43,42,54,40,47,40,59,33,11,47,32,40
59,45,67,50,23,19,8,18,5,0,8,14,41,64,36,35,69,38,8,31,38,35,75,64,33,38,35,37,22,45,37,39,59,45,52,44,63,31,14,53,37,38
64,39,74,57,21,19,11,26,11,8,0,20,48,72,35,43,77,39,11,34,45,28,82,72,26,42,42,30,18,46,37,45,64,47,56,41,71,23,14,58,42,30
64,48,65,37,21,32,9,20,17,14,20,0,44,53,29,32,68,50,8,20,40,41,74,58,46,25,37,45,36,57,30,25,64,56,60,57,62,42,28,57,43,47
20,87,29,51,64,36,47,24,37,41,48,44,0,54,74,17,30,32,47,63,4,76,35,36,61,65,7,78,47,34,75,57,20,32,23,49,24,68,38,13,11,76
71,99,47,17,72,75,62,51,64,64,72,53,54,0,71,39,52,83,62,56,52,94,55,28,97,49,51,98,84,87,71,37,71,85,78,98,48,95,74,65,64,100
93,30,94,54,14,54,28,50,41,36,35,29,74,71,0,62,98,74,28,15,70,32,103,84,56,23,67,37,52,81,2,34,93,82,88,76,91,44,49,86,72,42
37,80,32,34,54,39,38,17,32,35,43,32,17,39,62,0,36,43,38,49,13,71,41,29,63,49,12,73,49,47,62,40,37,46,40,59,29,66,39,30,24,73
29,115,5,59,90,66,74,51,65,69,77,68,30,52,98,36,0,59,73,84,32,105,5,24,91,83,35,107,77,59,98,72,29,56,42,77,6,98,68,27,39,106
34,75,60,75,60,20,46,34,33,38,39,50,32,83,74,43,59,0,46,69,33,62,64,68,36,75,32,62,27,7,76,72,35,8,21,17,55,49,25,32,21,58
65,42,71,46,16,27,0,23,13,8,11,8,47,62,28,38,73,46,0,23,43,33,79,65,38,30,40,36,29,53,29,33,65,54,60,52,67,33,23,59,44,38
83,43,80,39,19,51,23,40,36,31,34,20,63,56,15,49,84,69,23,0,59,42,90,70,59,9,56,47,52,76,14,19,83,76,80,75,78,50,46,76,63,51
