node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,transfer_capacity,is_dynamic,dynamic_appear_time,order_id
5,92.06160842256455,75.554772584136,-2,0,0,214,333,14,,1.0,-1.0,1
6,67.45037787662376,46.59817820381513,1,0,0,265,431,15,,1.0,-1.0,2
7,60.5400133750524,9.416380885282983,-3,0,0,39,174,5,,1.0,401.0,3
8,88.39225419612625,54.37773088398854,3,0,0,132,231,6,,1.0,75.0,4
9,4.01350504349427,91.99021256598975,-2,0,0,334,502,9,,1.0,262.0,5
10,48.93019738368687,86.85891415610017,-3,0,0,50,134,8,,0.0,-1.0,6
11,85.68879542053568,81.57515874571149,-1,0,0,350,418,17,,0.0,-1.0,7
12,6.140301929535608,24.706664542420885,3,0,0,215,346,6,,1.0,-1.0,8
13,87.55478724654307,89.89910560520939,1,0,0,301,478,11,,1.0,-1.0,9
14,45.80688623688061,44.004146765420224,3,0,0,116,285,16,,1.0,-1.0,10
15,17.514063388614975,96.84107886911512,2,0,0,156,322,8,,0.0,36.0,11
16,21.31384753590432,19.093678435076555,-3,0,0,300,375,9,,0.0,-1.0,12
17,66.07289701491743,24.284430300044768,1,0,0,136,207,6,,0.0,-1.0,13
18,93.87716110143897,1.090699531779482,-2,0,0,185,325,7,,0.0,-1.0,14
19,0.5753262323301311,50.487680143559956,3,0,0,281,364,15,,0.0,351.0,15
20,48.8062459913472,16.33640219009105,-1,0,0,328,437,17,,1.0,-1.0,16
21,49.451956297028445,41.16611051699864,2,0,0,205,360,5,,0.0,-1.0,17
22,89.03295253423687,0.9253920216963474,3,0,0,211,348,15,,0.0,111.0,18
23,97.62698050329523,62.43927642958425,2,0,0,235,405,12,,1.0,147.0,19
24,15.184344564527564,4.676001381116624,-1,0,0,29,199,18,,1.0,316.0,20
25,53.81056585592319,23.48901659718201,-3,0,0,243,395,16,,0.0,-1.0,21
26,30.116553700125927,24.513216483451362,-1,0,0,214,384,6,,1.0,-1.0,22
27,65.01723135725108,55.352896211613356,3,0,0,98,247,7,,0.0,-1.0,23
28,7.79744235218115,52.65265331751754,1,0,0,203,300,9,,1.0,250.0,24
29,79.11897655632998,8.119459082032431,-1,0,0,36,149,9,,1.0,-1.0,25
30,88.97389762304199,57.83066494477291,3,0,0,204,367,15,,1.0,-1.0,26
31,95.06244692703166,14.814121772237565,2,0,0,315,435,7,,0.0,-1.0,27
32,99.35649993533153,64.42728659696768,-1,0,0,127,297,15,,0.0,329.0,28
33,56.749419948106286,51.52796241120854,2,0,0,124,286,5,,0.0,-1.0,29
34,2.3654373098312753,93.96391915495781,3,0,0,330,507,8,,1.0,-1.0,30
35,64.39944728541982,9.162648449929122,3,0,0,305,377,19,,0.0,94.0,31
36,2.0952170294524897,5.078363923675133,-2,0,0,215,365,6,,1.0,-1.0,32
37,60.93957634322407,61.40154148945852,1,0,0,89,153,5,,0.0,398.0,33
38,49.96672917814411,30.676582065295154,1,0,0,76,216,17,,1.0,-1.0,34
39,53.174273161464136,51.63018208762578,1,0,0,24,117,16,,1.0,66.0,35
40,1.9415559876565625,28.246923032749805,-1,0,0,128,247,7,,1.0,-1.0,36
41,5.318534146714948,90.01547514476555,1,0,0,195,273,12,,1.0,-1.0,37
42,72.52231627851354,99.61151701929123,3,0,0,190,284,12,,0.0,-1.0,38
43,30.21712633052879,87.84858477569102,-3,0,0,224,386,12,,1.0,293.0,39
44,60.305426793248174,45.31254069036049,1,0,0,223,293,11,,1.0,260.0,40
45,22.25731112886351,73.83921652861429,2,0,0,105,224,5,,0.0,-1.0,41
46,90.41407489043,23.530839807537074,2,0,0,50,156,5,,1.0,-1.0,42
