0,56,71,85,55,87,44,63,82,85,59,114,73,19,13,81,78,77,38,83,77,59,57,71,25,87,65,35,78,109,49,101,108,65,39,80,86,29,15,90,38,55,48,27,70,90,16,80,59,90,49,49,86,76,78,67,21,74,69,29,93,45,76,61,54,107,67,95,62,18,92,63,98,21,68,54,54,67,31,50,75,68,34,44,61,84,83,69,82,59,16,58,66,37
56,0,33,36,60,35,40,24,67,40,31,58,55,46,42,30,32,68,42,42,42,56,13,63,39,59,50,36,54,54,47,45,52,26,17,29,34,44,40,49,20,28,25,35,14,70,68,24,60,74,30,45,35,31,24,25,54,21,49,31,53,29,29,15,40,51,32,40,47,67,37,10,45,40,27,48,2,32,61,59,40,19,39,29,22,33,27,20,26,34,41,43,21,52
71,33,0,61,45,23,32,9,38,14,13,55,88,70,59,19,9,41,39,11,73,37,20,38,46,27,26,38,87,49,79,41,55,7,41,19,21,46,57,18,48,16,23,44,32,39,77,27,42,44,63,33,21,60,47,7,59,46,82,42,22,26,10,17,73,54,5,34,24,75,35,24,35,64,58,32,32,65,60,47,7,49,39,60,55,56,44,14,40,67,55,76,52,48
85,36,61,0,97,47,77,55,99,60,65,46,43,70,72,46,55,101,79,65,22,91,47,97,75,87,84,72,37,47,54,43,36,56,50,45,48,80,71,70,47,63,61,70,28,100,100,35,96,105,39,81,48,10,14,54,89,15,39,66,74,66,52,46,43,36,63,42,81,100,38,39,48,65,18,84,39,23,96,96,68,17,75,43,24,5,18,46,22,33,73,42,19,89
55,60,45,97,0,68,20,44,29,57,33,101,108,66,51,64,54,22,21,51,101,8,49,18,34,41,21,29,110,94,90,86,100,44,53,64,67,28,50,56,61,34,35,36,69,38,51,70,4,36,80,15,66,92,83,47,34,81,103,39,57,31,55,51,89,98,40,79,21,48,79,58,80,63,87,12,58,91,27,5,43,80,27,75,81,92,84,55,80,88,45,94,81,18
87,35,23,47,68,0,54,26,59,15,35,32,83,80,73,5,14,64,60,21,65,61,30,60,64,44,49,57,80,25,81,17,32,25,50,6,1,65,71,24,55,36,41,61,24,57,95,12,66,63,64,55,2,50,34,22,78,36,78,58,28,46,13,26,73,31,28,11,48,94,12,25,12,75,52,56,36,59,81,70,27,41,59,63,51,42,28,17,24,65,70,75,46,70
44,40,32,77,20,54,0,28,38,47,19,86,88,50,36,49,41,35,6,42,81,18,30,29,19,42,21,10,90,80,71,71,84,29,33,49,53,15,34,48,41,17,15,19,50,46,46,53,21,46,60,6,53,71,64,32,27,61,83,20,51,11,41,32,69,82,27,65,17,44,64,39,66,46,66,11,38,70,27,19,34,60,10,55,60,73,65,38,62,68,30,74,61,15
63,24,9,55,44,26,28,0,44,22,10,58,79,60,50,20,14,46,33,20,66,37,11,41,39,35,28,31,78,51,70,43,56,2,31,20,24,39,48,28,38,10,15,36,27,46,70,25,42,50,53,30,25,53,41,4,52,40,73,33,32,19,13,9,64,54,8,36,26,68,36,16,38,55,50,31,23,56,55,45,16,41,33,51,46,50,40,10,36,58,46,67,44,43
82,67,38,99,29,59,38,44,0,44,35,89,121,89,75,56,45,8,43,37,109,23,54,11,57,17,18,49,121,81,107,75,91,42,67,57,57,52,73,38,76,39,45,57,70,9,80,66,24,8,94,32,57,97,85,44,61,84,115,58,37,44,48,53,104,90,36,69,21,76,71,60,68,84,94,27,65,100,56,34,32,86,48,90,89,94,82,53,78,100,68,108,88,45
85,40,14,60,57,15,47,22,44,0,28,45,93,82,73,14,8,50,53,6,77,49,31,47,60,29,37,52,91,37,88,30,47,19,52,15,13,60,71,9,59,30,37,58,35,42,91,25,54,48,71,46,13,62,47,18,73,48,88,55,14,41,10,27,81,45,19,25,36,89,27,30,24,76,62,45,40,69,74,60,14,52,54,69,60,55,42,19,37,74,68,84,56,62
59,31,13,65,33,35,19,10,35,28,0,68,85,59,47,30,22,36,25,24,74,27,18,31,33,31,18,24,85,61,73,53,66,11,33,30,34,32,46,31,41,4,11,31,37,40,64,36,32,43,58,20,34,62,51,13,45,49,80,29,34,13,22,18,68,65,8,46,15,61,46,26,48,54,58,21,29,64,46,34,16,50,26,55,54,60,50,21,47,65,42,72,52,34
114,58,55,46,101,32,86,58,89,45,68,0,90,104,100,37,46,95,91,51,68,93,59,92,94,72,81,87,84,7,96,14,10,57,75,37,34,96,98,51,77,68,72,90,43,86,125,34,98,92,80,88,34,55,41,54,109,46,85,87,53,77,45,55,86,9,60,21,80,124,22,51,21,98,61,88,60,67,112,102,59,53,90,81,63,43,34,47,33,76,98,87,57,101
73,55,88,43,108,83,88,79,121,93,85,90,0,54,64,80,86,121,87,96,21,106,68,115,76,115,103,79,7,90,24,84,79,81,55,79,84,83,64,103,47,82,77,73,59,126,89,70,110,129,28,94,84,35,50,80,86,47,5,70,107,79,83,70,19,80,88,82,100,91,78,64,88,52,31,99,56,24,97,106,95,41,82,33,33,46,58,74,61,20,69,15,37,94
19,46,70,70,66,80,50,60,89,82,59,104,54,0,14,75,74,85,45,81,59,67,51,79,32,90,71,39,59,100,29,92,96,62,30,74,80,38,16,88,26,55,48,31,60,96,35,71,69,97,31,56,80,60,65,64,36,60,50,30,92,46,72,55,35,96,66,86,67,37,83,55,91,5,51,61,44,50,47,62,75,54,40,27,45,69,71,63,71,41,21,39,51,48
13,42,59,72,51,73,36,50,75,73,47,100,64,14,0,68,65,71,31,71,66,53,43,65,17,77,57,25,69,96,42,87,94,53,25,67,72,23,1,78,25,44,36,17,57,82,27,66,55,83,38,42,73,63,64,54,22,60,60,18,82,34,63,47,44,93,55,81,54,28,79,49,85,12,55,47,40,55,33,47,64,55,26,33,48,70,69,56,68,48,6,49,53,33
81,30,19,46,64,5,49,20,56,14,30,37,80,75,68,0,10,60,54,20,62,56,24,57,59,42,45,51,77,30,77,22,36,19,44,1,4,60,66,24,50,31,36,55,21,56,90,10,61,61,59,50,5,48,32,17,72,33,74,52,28,40,8,20,69,34,23,15,43,88,15,20,18,69,49,51,30,56,75,65,24,38,53,59,47,41,28,11,23,61,64,71,42,64
78,32,9,55,54,14,41,14,45,8,22,46,86,74,65,10,0,50,47,10,70,46,23,46,53,32,35,45,84,39,80,31,46,12,44,11,12,53,63,16,50,24,30,50,28,45,85,20,51,50,63,42,12,56,41,10,67,42,80,48,21,34,3,18,73,45,14,25,33,83,26,22,26,68,55,42,32,62,68,56,13,45,47,61,53,50,37,12,33,66,61,76,49,57
77,68,41,101,22,64,35,46,8,50,36,95,121,85,71,60,50,0,39,43,110,17,55,5,53,24,17,45,121,87,106,81,96,45,66,61,62,47,69,44,74,39,44,54,73,17,73,69,17,14,93,28,62,98,87,47,56,86,115,55,44,42,52,54,103,95,38,75,21,70,76,62,74,81,95,23,66,100,49,27,36,87,44,89,90,96,85,55,81,100,64,107,89,40
38,42,39,79,21,60,6,33,43,53,25,91,87,45,31,54,47,39,0,48,81,21,34,34,13,48,27,7,89,85,68,76,88,35,32,54,58,8,29,55,39,23,19,14,54,51,39,57,24,52,58,11,58,72,67,37,20,63,81,17,57,14,47,36,67,87,34,70,24,37,69,43,72,42,67,16,39,70,21,18,40,61,5,53,60,75,68,43,65,67,25,72,62,10
83,42,11,65,51,21,42,20,37,6,24,51,96,81,71,20,10,43,48,0,80,43,31,40,57,22,30,48,95,44,90,37,53,18,52,21,19,56,69,7,59,27,34,55,39,36,88,30,48,41,73,41,19,66,52,17,69,52,91,53,11,37,13,27,83,52,15,32,30,86,33,32,30,75,66,40,42,73,69,54,8,56,50,71,63,60,47,22,43,76,66,86,59,57
77,42,73,22,101,65,81,66,109,77,74,68,21,59,66,62,70,110,81,80,0,98,55,105,73,101,92,73,15,69,36,64,58,67,49,61,65,79,65,86,42,70,67,69,41,112,93,52,102,116,27,86,66,15,31,66,86,29,17,66,91,70,67,56,26,59,74,62,89,94,58,49,68,56,15,90,44,10,95,99,81,24,76,33,20,25,37,59,41,18,68,23,21,90
59,56,37,91,8,61,18,37,23,49,27,93,106,67,53,56,46,17,21,43,98,0,44,12,35,33,13,28,107,86,89,78,93,38,51,57,59,29,51,47,59,28,30,36,64,32,56,63,4,31,78,12,59,87,78,40,38,76,101,38,48,27,48,45,87,91,33,72,13,53,72,52,72,64,83,7,54,87,33,12,35,76,27,73,77,87,78,48,74,86,47,92,77,22
57,13,20,47,49,30,30,11,54,31,18,59,68,51,43,24,23,55,34,31,55,44,0,50,35,46,37,29,67,53,58,44,55,13,21,23,29,37,41,38,28,15,15,31,20,57,66,24,49,61,42,34,29,43,34,13,49,31,62,28,42,19,20,4,52,53,19,38,34,65,36,9,42,45,40,37,11,46,54,49,27,32,32,40,35,43,34,12,31,47,40,56,34,44
71,63,38,97,18,60,29,41,11,47,31,92,115,79,65,57,46,5,34,40,105,12,50,0,47,24,12,40,116,85,100,78,93,40,60,58,59,42,63,43,69,34,38,48,68,20,69,65,13,18,87,23,58,93,83,43,51,81,110,49,43,36,48,50,97,91,34,71,15,65,73,57,71,75,90,18,61,95,45,23,33,82,39,83,85,92,81,51,77,95,59,102,84,35
25,39,46,75,34,64,19,39,57,60,33,94,76,32,17,59,53,53,13,57,73,35,35,47,0,61,40,9,79,89,56,80,90,41,25,58,63,6,16,64,30,30,23,4,53,65,31,59,37,65,48,24,63,67,64,43,14,60,71,8,67,19,53,39,57,89,42,73,37,29,72,43,77,28,60,29,37,63,21,30,50,57,8,43,54,72,67,47,65,58,11,61,56,17
87,59,27,87,41,44,42,35,17,29,31,72,115,90,77,42,32,24,48,22,101,33,46,24,61,0,22,52,114,65,104,59,76,33,64,43,42,57,75,21,72,35,42,60,59,13,88,52,36,19,89,38,42,87,73,34,69,73,109,59,19,43,35,44,99,74,27,54,24,85,56,51,52,85,85,34,58,92,65,45,19,76,52,86,82,82,70,41,65,94,71,103,79,54
65,50,26,84,21,49,21,28,18,37,18,81,103,71,57,45,35,17,27,30,92,13,37,12,40,22,0,31,104,74,89,66,81,28,49,45,47,35,55,34,57,22,26,40,55,25,66,53,17,26,75,16,47,80,70,30,47,68,98,40,35,25,36,37,86,80,22,60,3,63,61,44,60,66,77,12,48,83,43,24,22,69,31,71,72,79,68,38,64,82,51,90,71,32
35,36,38,72,29,57,10,31,49,52,24,87,79,39,25,51,45,45,7,48,73,28,29,40,9,52,31,0,81,82,61,73,84,33,24,51,55,8,24,55,32,21,15,8,48,56,39,53,31,57,50,16,56,65,60,35,21,57,74,9,58,11,45,32,60,83,33,66,28,37,65,38,69,35,59,22,33,63,25,26,41,55,2,45,53,69,63,40,60,59,19,64,55,16
78,54,87,37,110,80,90,78,121,91,85,84,7,59,69,77,84,121,89,95,15,107,67,116,79,114,104,81,0,85,31,80,73,80,56,76,81,86,68,101,49,82,77,76,56,125,94,67,111,129,31,96,81,30,46,79,90,44,8,72,105,80,81,69,24,74,87,78,100,96,74,62,84,57,28,100,56,21,100,108,94,38,84,36,32,41,53,73,57,21,73,19,35,97
109,54,49,47,94,25,80,51,81,37,61,7,90,100,96,30,39,87,85,44,69,86,53,85,89,65,74,82,85,0,95,8,14,50,71,30,27,90,94,43,74,62,66,85,40,78,119,29,91,84,78,81,27,55,40,47,103,44,85,81,46,71,38,49,85,12,53,15,73,118,16,46,13,95,60,81,56,67,106,96,52,51,84,79,62,43,33,42,30,76,93,86,56,95
49,47,79,54,90,81,71,70,107,88,73,96,24,29,42,77,80,106,68,90,36,89,58,100,56,104,89,61,31,95,0,88,87,72,40,76,81,63,42,97,31,69,63,54,57,113,65,69,92,116,17,77,82,43,55,72,64,50,22,51,101,63,77,62,10,87,78,84,86,67,80,58,89,29,36,82,47,30,75,87,86,43,63,18,32,55,62,68,64,20,47,12,39,74
101,45,41,43,86,17,71,43,75,30,53,14,84,92,87,22,31,81,76,37,64,78,44,78,80,59,66,73,80,8,88,0,16,42,62,22,19,82,85,38,65,53,58,76,31,73,111,21,83,79,70,73,19,49,34,39,94,37,79,73,41,62,30,41,78,14,45,6,65,109,8,37,7,86,54,73,47,61,98,87,44,44,75,71,55,38,26,33,23,69,84,79,49,87
108,52,55,36,100,32,84,56,91,47,66,10,79,96,94,36,46,96,88,53,58,93,55,93,90,76,81,84,73,14,87,16,0,55,69,36,34,92,92,54,70,66,69,86,37,89,119,30,98,95,71,86,34,45,32,52,104,37,75,82,57,74,45,51,77,1,60,21,80,119,20,46,24,91,51,87,54,57,109,101,60,44,87,73,54,33,26,45,25,67,93,77,48,99
65,26,7,56,44,25,29,2,42,19,11,57,81,62,53,19,12,45,35,18,67,38,13,40,41,33,28,33,80,50,72,42,55,0,33,19,23,41,51,25,41,11,17,38,28,45,72,25,42,49,56,31,23,54,42,2,54,41,75,35,29,21,12,10,66,54,6,35,25,70,35,18,37,57,52,32,25,58,56,45,14,43,35,53,48,51,40,10,36,60,48,69,46,45
