0,91,73,86,67,3,52,106,31,37,14,69,40,115,50,80,45,44,82,93,78,23,20,84,76,90,82,64,81,49,52,80,59,35,61,85,52,74,26,85,64,86,61,71,47,75,38,48,26,51,32,54,83,11,10,45,44,61,33,43,95,74,22,87,76,61,76,77,24,74,82,36,56,27,58,52,84,75,40,81,92,80,87,83,64,75,32
91,0,21,88,24,93,40,34,63,68,81,42,52,32,73,76,52,71,30,38,53,68,72,27,46,11,12,28,30,50,41,81,37,69,45,6,54,74,74,57,46,77,65,43,78,50,53,74,83,40,60,80,55,95,81,63,49,45,58,67,45,18,74,22,18,46,59,22,67,82,12,59,69,66,33,56,37,31,60,37,14,20,58,87,55,62,81
73,21,0,72,12,75,25,37,42,47,61,40,37,43,52,60,31,51,35,31,37,49,54,18,31,17,18,8,35,29,20,64,27,55,39,15,45,57,54,60,41,61,45,25,57,50,35,53,68,22,40,60,41,75,63,52,29,25,41,46,38,13,58,17,18,26,42,8,48,64,9,39,49,49,19,35,42,14,39,41,19,25,45,70,36,45,60
86,88,72,0,80,89,81,70,65,52,73,107,83,85,36,11,56,43,106,55,35,71,83,61,41,77,90,70,106,54,65,7,89,99,102,84,102,15,61,128,105,12,31,46,38,117,77,38,103,74,67,31,34,78,84,103,63,48,78,46,50,84,91,66,90,48,29,66,73,12,77,62,32,83,80,45,113,58,55,112,77,96,32,3,36,26,54
67,24,12,80,0,68,16,49,39,47,57,28,28,53,56,68,32,53,26,44,48,44,47,30,41,26,15,9,26,31,19,73,15,45,27,18,33,64,52,49,29,70,51,35,60,39,28,56,59,16,37,64,51,71,57,41,27,32,33,48,50,7,50,29,11,32,52,20,42,71,18,37,54,41,8,39,33,26,39,31,29,17,55,78,43,54,60
3,93,75,89,68,0,53,108,34,40,17,69,41,117,54,84,48,47,82,95,82,26,21,86,78,92,83,66,81,52,54,84,60,34,61,87,52,78,30,84,64,89,64,74,51,75,40,51,24,52,35,58,86,13,11,44,46,64,34,46,98,75,22,89,77,64,79,79,27,77,84,38,59,27,60,55,84,77,42,81,94,81,90,86,68,78,35
52,40,25,81,16,53,0,63,28,39,43,26,12,68,51,71,26,46,32,55,53,31,32,43,47,42,30,17,31,28,16,74,9,30,20,34,21,66,41,47,23,74,50,41,54,36,13,51,43,7,25,60,58,57,41,27,19,34,18,42,61,22,34,43,24,34,56,33,29,70,33,27,51,25,7,37,37,35,31,34,44,28,62,79,45,57,50
106,34,37,70,49,108,63,0,74,73,92,75,74,14,70,59,60,72,64,16,38,82,90,21,35,24,45,45,65,57,54,65,64,93,76,36,82,60,82,91,77,57,58,36,76,84,72,72,105,59,73,75,37,106,97,90,61,45,77,69,19,46,95,20,50,46,45,30,82,68,31,70,64,85,57,57,71,31,67,72,21,54,37,70,49,48,85
31,63,42,65,39,34,28,74,0,13,18,52,21,84,29,56,14,23,60,61,49,8,19,52,45,59,55,34,59,18,22,58,37,34,45,56,41,50,12,73,48,61,35,40,30,62,15,28,38,23,2,37,53,32,23,39,13,30,14,19,64,47,26,56,50,30,47,46,8,53,52,4,32,18,32,22,65,43,10,62,61,55,57,62,35,47,22
37,68,47,52,47,40,39,73,13,0,22,65,35,84,16,45,15,9,71,58,42,19,31,52,39,63,62,40,70,17,28,45,48,48,58,62,54,38,10,86,61,49,24,36,16,74,29,14,50,33,16,23,46,33,32,53,20,27,28,6,60,54,39,56,59,26,38,48,21,40,57,12,20,31,42,16,76,43,8,73,64,64,50,49,27,37,13
