node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,order_id,is_dynamic,dynamic_appear_time,transfer_capacity
0,49.2192383013758,47.587650816527585,0,0,1,0,480,0,-1,0.0,-1.0,
1,62.091418432262124,0.790453419546211,0,1,0,0,480,9,-1,0.0,-1.0,23.0
2,56.913837370644,62.94839039896568,0,1,0,0,480,14,-1,0.0,-1.0,20.0
3,29.69535681030726,72.68524097682985,0,1,0,0,480,7,-1,0.0,-1.0,17.0
7,93.8453937085521,55.77802727672739,-2,0,0,26,179,12,1,,,
5,14.38251784525143,91.3697816041018,2,0,0,249,367,17,1,,,
20,49.0230012139125,65.3635026406835,-3,0,0,295,405,17,2,,,
8,70.16496783649684,84.02937923765286,3,0,0,121,291,14,2,,,
6,87.94573736562602,15.062647608777057,-3,0,0,278,409,12,3,,,
9,8.356994708000364,16.928435746616653,3,0,0,166,318,16,3,,,
32,2.864075166529112,16.450184550146364,-3,0,0,209,351,8,4,,,
10,29.03909214859618,47.720448138701364,3,0,0,224,352,18,4,,,
41,34.18744743194615,64.76854190829941,-3,0,0,155,321,9,5,,,
13,5.573488118373115,36.14495062079616,3,0,0,317,399,9,5,,,
38,85.25048508322286,32.81604201436864,-3,0,0,230,386,15,6,,,
16,78.50378558663999,89.57222937221022,3,0,0,64,231,9,6,,,
27,85.96401445880826,73.43061396880105,-3,0,0,173,273,6,7,,,
18,32.739188600740675,32.19735998673302,3,0,0,171,319,14,7,,,
55,88.02455598023444,80.26464083071254,-2,0,0,225,352,7,8,,,
19,37.89700792944526,61.26674073276269,2,0,0,53,180,13,8,,,
49,94.6066985947992,49.13726338472527,-3,0,0,332,437,13,9,,,
21,3.931387352957616,10.588155038111369,3,0,0,66,160,8,9,,,
29,67.74286068933277,36.9550085088352,-4,0,0,111,248,10,10,,,
24,95.338173440055,21.370279379170356,4,0,0,136,219,11,10,,,
33,89.5289293239289,29.55103893713298,-4,0,0,164,238,13,11,,,
26,64.8904498559834,75.9515003356136,4,0,0,227,300,8,11,,,
35,29.705514721006622,71.56390770222363,-2,0,0,247,342,15,12,,,
28,92.3485355355452,52.0923257900725,2,0,0,144,293,13,12,,,
71,89.30421545591729,21.784052242002627,-2,0,0,259,337,13,13,,,
31,86.98606478712057,17.392447700972703,2,0,0,57,155,11,13,,,
47,18.453034415776504,2.18016771511641,-2,0,0,35,170,8,14,,,
36,95.90892883762197,31.27412324376333,2,0,0,101,236,17,14,,,
12,18.591702734373627,68.21541399331646,-3,0,0,67,173,18,15,,,
37,24.068532021069323,88.80690204626343,3,0,0,150,215,6,15,,,
66,3.2327106490841473,82.0675343975229,-4,0,0,277,404,15,16,,,
39,6.880515375705398,99.19894404667427,4,0,0,202,366,7,16,,,
52,11.370349873333174,27.051616468122962,-4,0,0,97,187,12,17,,,
40,68.07042874617848,92.65804970841343,4,0,0,248,413,15,17,,,
68,33.622728864156315,4.604039615564181,-4,0,0,226,360,5,18,,,
42,67.44972302066128,87.2905467538919,4,0,0,50,209,6,18,,,
51,88.50695137641408,52.7915826563202,-3,0,0,279,353,16,19,,,
44,63.11168454304315,33.643994836258614,3,0,0,156,267,10,19,,,
72,92.67691611483988,9.760851882358601,-4,0,0,313,490,17,20,,,
45,81.1658427060122,75.41479847464423,4,0,0,49,130,8,20,,,
43,99.3058037116004,10.866617852398663,-2,0,0,180,310,11,21,,,
48,25.550668371821118,36.7171539755231,2,0,0,245,394,19,21,,,
23,74.66588171393899,25.639715018102983,-3,0,0,101,164,7,22,,,
50,55.64395041087895,88.01287620481148,3,0,0,96,222,7,22,,,
34,23.37041148536717,1.458982484321636,-3,0,0,136,278,12,23,,,
54,71.16817483291122,64.27082352997652,3,0,0,55,197,14,23,,,
53,45.68882000061222,75.11694951778865,-4,0,0,281,426,19,24,,,
56,98.21142408076304,88.91585209331556,4,0,0,71,218,14,24,,,
25,73.14313224276057,11.525831169203881,-4,0,0,313,477,19,25,,,
57,19.565642784342852,5.761656552039563,4,0,0,246,363,7,25,,,
11,34.605450629874056,50.584637694205306,-3,0,0,134,255,12,26,,,
58,41.45109440443233,61.750445090127904,3,0,0,1,93,16,26,,,
46,89.25185242239138,34.37028772804831,-4,0,0,303,436,17,27,,,
60,85.98809644486704,32.924646364542696,4,0,0,346,487,14,27,,,
4,37.74318162179677,71.77731344581402,-2,0,0,323,467,8,28,,,
61,91.91146063831435,47.16014013032215,2,0,0,349,520,9,28,,,
14,17.90332446711226,72.99332718706803,-2,0,0,148,262,13,29,,,
62,1.0390666041836027,16.204131119474617,2,0,0,183,255,16,29,,,
22,97.6539499426761,99.53855021862385,-3,0,0,231,297,12,30,,,
63,10.231925665499764,4.402579580030763,3,0,0,188,252,14,30,,,
15,88.36533388299114,7.87862092034749,-3,0,0,49,163,14,31,,,
64,71.4017310810676,19.231587306040222,3,0,0,137,207,12,31,,,
75,41.65987257117777,14.125608746559381,-2,0,0,101,272,18,32,,,
65,83.86197944064861,26.446882881443003,2,0,0,259,320,17,32,,,
67,46.614585053098715,59.95054402689939,-4,0,0,166,248,17,33,,,
69,37.01770891641246,51.82863702935722,4,0,0,329,465,14,33,,,
30,1.0389449289312513,75.66929554673403,-3,0,0,358,446,7,34,,,
70,1.1686603536618545,57.42900322038188,3,0,0,99,218,8,34,,,
17,97.39702166140552,57.9386250945089,-4,0,0,355,420,14,35,,,
73,82.54363502228216,84.03243583021572,4,0,0,355,437,17,35,,,
59,64.31034996950392,26.751276151835867,-3,0,0,75,229,16,36,,,
74,25.77598628981389,95.78434079084673,3,0,0,216,339,14,36,,,
