node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,order_id,is_dynamic,dynamic_appear_time,transfer_capacity
0,28.202506489691025,29.210845061229872,0,0,1,0,480,0,-1,0.0,-1.0,
1,98.19419427951475,19.412340290502115,0,1,0,0,480,14,-1,0.0,-1.0,20.0
2,45.842705051941536,98.63681712390053,0,1,0,0,480,7,-1,0.0,-1.0,14.0
3,3.0618052622012892,69.66574446753606,0,1,0,0,480,8,-1,0.0,-1.0,15.0
4,37.10829522534198,90.60976136117665,0,1,0,0,480,9,-1,0.0,-1.0,22.0
14,97.5704036618496,76.2778668724481,-3,0,0,261,327,9,1,,,
6,22.146346528026427,42.80034383008202,3,0,0,352,521,19,1,,,
87,22.942429722679446,34.77140323170865,-2,0,0,12,95,18,2,,,
7,96.53062746143975,28.139858912045344,2,0,0,352,495,7,2,,,
49,27.770475812949012,13.198674427337009,-3,0,0,338,485,9,3,,,
8,98.13177982330326,81.93914977968271,3,0,0,149,268,10,3,,,
71,15.609052318595552,47.496690018061315,-4,0,0,91,245,19,4,,,
9,26.74523315361902,79.10694670829012,4,0,0,144,279,18,4,,,
82,65.77160884975052,86.0278980709475,-2,0,0,190,278,17,5,,,
11,35.734913916878696,42.6935998383708,2,0,0,199,262,12,5,,,
69,28.81404223133511,78.67048194872305,-3,0,0,117,251,15,6,,,
12,47.28543380742576,50.271276019926404,3,0,0,40,217,16,6,,,
58,74.40781052641624,8.334355811649296,-3,0,0,57,228,16,7,,,
13,65.64122744889872,69.67770277822629,3,0,0,39,187,14,7,,,
99,89.6626335306504,14.235737756159494,-4,0,0,188,324,14,8,,,
16,11.780806448724535,5.878841944566826,4,0,0,10,125,12,8,,,
34,19.59562375002629,17.329134830044644,-4,0,0,278,370,8,9,,,
18,65.01598512584138,95.2861420175118,4,0,0,115,202,7,9,,,
55,33.2582446511565,9.312749311787327,-3,0,0,219,393,7,10,,,
19,38.24299732423398,62.778381323960254,3,0,0,307,438,13,10,,,
77,28.352534509198534,26.23368762985272,-3,0,0,273,414,12,11,,,
21,47.77431528506857,92.29728959108812,3,0,0,65,146,9,11,,,
56,82.09829110528688,16.932369289933092,-3,0,0,351,515,6,12,,,
23,93.5623836222771,57.1058038556002,3,0,0,175,250,5,12,,,
38,27.64882134447507,42.07477023612077,-3,0,0,353,513,19,13,,,
24,10.918696899440562,82.16999537743888,3,0,0,311,468,16,13,,,
20,88.7873821880245,40.407775657799625,-4,0,0,332,403,19,14,,,
27,84.71629327063953,27.462783245766488,4,0,0,221,375,17,14,,,
92,13.245913740781035,86.77905954385866,-2,0,0,353,486,12,15,,,
30,96.0657327732793,8.157249078440287,2,0,0,276,410,16,15,,,
86,22.07310713092244,91.31352111075522,-2,0,0,102,244,17,16,,,
31,29.784699229483557,0.7534815711570775,2,0,0,353,474,10,16,,,
26,54.8118151615561,48.708563545232444,-3,0,0,353,438,12,17,,,
36,31.63254231506184,13.046006434363555,3,0,0,143,221,6,17,,,
32,41.78603485046831,66.21390528812694,-4,0,0,28,125,17,18,,,
39,8.193110262646542,22.76972631939599,4,0,0,163,307,14,18,,,
68,44.68479163821141,43.61033059961682,-2,0,0,174,277,16,19,,,
41,60.46922654017523,94.61844803832838,2,0,0,115,282,18,19,,,
54,72.19646380655573,45.934111060893315,-2,0,0,250,411,9,20,,,
45,6.139369037884046,10.48286752640597,2,0,0,274,443,5,20,,,
15,68.77977757168013,39.24588839307134,-2,0,0,151,233,19,21,,,
46,24.290538686472896,62.7123414870051,2,0,0,85,244,9,21,,,
29,51.72451926410183,95.50342746935519,-3,0,0,148,309,15,22,,,
47,86.1330133337837,99.26224030611014,3,0,0,36,144,13,22,,,
22,55.02419530301137,79.96099382650921,-3,0,0,38,140,18,23,,,
50,11.555178151378398,56.773264854138276,3,0,0,225,338,18,23,,,
25,81.77821653963036,11.49851943435154,-4,0,0,94,155,19,24,,,
52,80.06501972603665,50.80967613570747,4,0,0,302,464,7,24,,,
10,4.9799443132127035,54.80633765543927,-3,0,0,22,166,14,25,,,
