node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,transfer_capacity,is_dynamic,dynamic_appear_time,order_id
5,27.023211272770897,55.84435160631652,-2,0,0,214,297,13,,0.0,245.0,1
6,85.52868379310148,85.42311876819655,-2,0,0,356,481,12,,1.0,-1.0,2
7,17.055237302488212,40.111956760052,3,0,0,35,115,13,,0.0,107.0,3
8,45.9855768299413,48.08761640114467,1,0,0,109,176,15,,1.0,-1.0,4
9,45.78556136183575,9.595189234560975,2,0,0,125,221,16,,0.0,-1.0,5
10,90.35180652835521,78.1458924132984,3,0,0,117,263,7,,0.0,198.0,6
11,43.13140686091616,95.13060993857559,-2,0,0,109,240,17,,0.0,-1.0,7
12,54.139412106745745,5.793945564542646,3,0,0,55,131,17,,0.0,403.0,8
13,44.31536911732407,20.639345188664283,-2,0,0,288,406,17,,1.0,-1.0,9
14,99.81610905986508,12.400061362504754,1,0,0,158,243,16,,0.0,-1.0,10
15,30.62077119040758,67.82704152025956,-2,0,0,121,240,7,,1.0,-1.0,11
16,22.336799478090374,11.22317617910824,-2,0,0,230,409,19,,0.0,-1.0,12
17,38.59135305415287,89.54584170404466,-1,0,0,69,170,12,,0.0,-1.0,13
18,57.717968954537014,74.5714355362453,3,0,0,64,189,15,,0.0,225.0,14
19,28.501495182322543,89.29291846631106,-1,0,0,87,201,5,,0.0,-1.0,15
20,56.07694792476789,35.38880390939079,1,0,0,306,395,10,,0.0,-1.0,16
21,65.51004938650036,40.6948902770374,1,0,0,245,410,12,,0.0,73.0,17
22,27.72391480035833,76.67733432231783,2,0,0,88,227,15,,0.0,-1.0,18
23,10.774019880757201,66.39075624972128,-1,0,0,352,503,13,,0.0,137.0,19
24,52.53964788765882,51.35663112621216,-2,0,0,85,219,7,,0.0,162.0,20
25,34.250000258429644,27.501754796565358,-1,0,0,306,441,12,,1.0,-1.0,21
26,69.02953909605594,81.08656211304346,1,0,0,217,321,9,,0.0,-1.0,22
27,38.62460616124803,14.420791222592044,3,0,0,328,434,15,,0.0,355.0,23
28,2.1495957611159966,57.975008533235695,1,0,0,252,348,13,,0.0,404.0,24
29,25.00259588227992,41.289455086680135,-3,0,0,290,417,12,,0.0,144.0,25
30,55.7276055483253,72.35748388206967,-1,0,0,168,287,19,,0.0,-1.0,26
31,42.35423786728229,70.25345191204477,-1,0,0,174,327,7,,0.0,217.0,27
32,91.3551770099884,27.73477042390856,3,0,0,284,395,7,,0.0,-1.0,28
33,69.69396082810381,30.397928899594785,-2,0,0,58,148,14,,1.0,-1.0,29
34,6.797085120188784,8.275237536734338,-2,0,0,323,385,11,,0.0,355.0,30
35,70.23623158759892,14.928775019932573,3,0,0,232,340,19,,0.0,38.0,31
36,99.65272823786506,54.359497550346944,-2,0,0,305,417,13,,0.0,381.0,32
37,31.249336647039282,60.52483938106251,-2,0,0,256,409,16,,0.0,-1.0,33
38,9.0106664303806,5.282092052361442,-3,0,0,303,445,7,,0.0,-1.0,34
39,53.70834580362265,17.933425397409174,-1,0,0,356,457,12,,0.0,-1.0,35
40,7.255389258055622,62.79284681485065,-1,0,0,157,276,8,,1.0,45.0,36
41,44.893174185682504,49.70798429222789,-1,0,0,341,515,10,,0.0,-1.0,37
42,76.43380286230716,68.80764274839287,-1,0,0,150,248,10,,0.0,-1.0,38
43,80.54858130696412,8.842944349260417,-3,0,0,174,284,7,,1.0,-1.0,39
44,8.225102880743762,57.71042027633071,1,0,0,215,316,10,,0.0,76.0,40
45,92.28967482791741,74.61720012686067,3,0,0,324,492,18,,0.0,253.0,41
46,70.13465366047504,35.400530351970005,-1,0,0,1,97,9,,1.0,-1.0,42
47,56.914043708629656,69.61539159964447,-1,0,0,80,178,11,,1.0,-1.0,43
48,50.53898703387893,23.06267185209847,1,0,0,305,425,18,,0.0,-1.0,44
49,67.89075956993895,51.52273456706482,1,0,0,290,469,8,,0.0,-1.0,45
50,24.994725655008153,52.77772038135268,-3,0,0,338,429,18,,0.0,-1.0,46
51,34.287319358006116,6.673784735876276,-1,0,0,337,397,12,,0.0,-1.0,47
52,47.23421848093585,96.88168765320125,3,0,0,304,375,5,,0.0,-1.0,48
53,24.91628386166437,44.10090969874594,-1,0,0,71,238,5,,0.0,-1.0,49
