0,34,66,60,84,37,65,36,28,89,4,41,52,68,78,42,76,69,29,10,44,9,32,102,27,47,62,39,71,34,67,44,79,46,61,98,90,28,28,56,29,37,48,91,99,13,17,56,15,82,18,36,71,40,83,53,102,69,55,78,108,73,56,88,67,30,23,53,33,69,48,104,42,63,84
34,0,36,25,50,18,35,19,26,60,32,42,18,39,56,17,54,53,38,37,41,30,27,68,31,14,40,30,37,9,39,11,48,11,29,66,56,33,56,23,45,23,21,67,66,33,28,21,28,50,44,43,50,12,63,25,69,38,40,49,74,56,53,57,34,26,31,20,33,66,39,70,11,34,53
66,36,0,27,23,51,50,30,42,24,65,47,29,3,75,47,24,30,74,71,42,64,39,38,47,36,17,64,16,31,53,37,14,26,8,32,34,69,91,34,81,56,17,80,36,58,51,23,64,16,79,79,72,42,82,47,40,3,69,13,45,31,48,63,9,62,67,18,44,56,71,42,39,50,59
60,25,27,0,28,32,22,36,47,45,58,60,7,30,48,26,51,55,57,62,57,55,47,46,53,14,42,43,16,29,26,17,32,15,19,46,31,53,80,8,65,36,26,54,43,58,52,5,52,34,68,61,45,23,54,21,45,27,44,38,51,57,67,38,19,45,52,13,53,77,48,47,20,23,34
84,50,23,28,0,61,47,51,63,22,83,70,35,23,70,55,41,49,86,88,65,80,61,18,69,43,39,72,13,49,49,45,12,39,23,18,11,81,106,37,94,65,37,71,15,78,72,29,79,12,95,90,69,51,76,50,18,19,72,21,24,50,71,51,17,73,80,30,67,77,77,20,49,48,48
37,18,51,32,61,0,28,37,41,74,33,58,25,55,42,6,72,71,25,34,58,28,43,78,45,17,58,12,48,28,31,15,62,25,44,78,63,20,49,25,33,5,39,55,75,41,39,31,24,64,38,28,35,9,48,16,78,53,22,65,84,74,71,51,47,12,20,33,49,84,20,79,12,26,48
65,35,50,22,47,28,0,52,62,67,62,77,22,53,25,23,74,77,51,63,75,57,62,62,67,21,64,34,37,44,3,24,53,31,41,65,44,47,77,16,59,30,46,32,58,67,63,27,52,55,67,52,22,25,32,12,59,50,27,60,65,80,86,22,42,40,49,34,69,98,34,61,24,2,19
36,19,30,36,51,37,52,0,12,53,36,24,31,32,74,36,40,36,52,43,22,36,10,68,17,31,26,48,39,9,56,29,44,21,28,62,60,48,63,37,57,41,13,84,66,27,21,30,38,47,51,58,69,31,81,43,70,33,59,42,75,40,34,73,34,42,44,24,17,47,57,71,30,51,69
28,26,42,47,63,41,62,12,0,64,29,17,42,43,82,42,48,41,50,37,18,31,4,80,5,40,34,51,52,18,65,38,56,32,40,74,73,47,56,48,54,45,26,93,78,16,10,42,34,58,45,57,76,38,89,51,82,45,64,53,87,45,31,83,46,43,42,36,7,44,60,84,38,61,79
89,60,24,45,22,74,67,53,64,0,89,65,50,21,91,69,25,36,98,96,59,88,61,23,69,58,31,87,29,55,69,59,13,50,30,13,32,93,115,54,105,79,41,93,24,81,74,44,88,11,103,103,89,65,97,67,28,21,90,11,30,35,61,73,27,86,91,41,65,64,93,29,62,68,70
4,32,65,58,83,33,62,36,29,89,0,44,50,67,74,38,77,71,25,7,47,5,34,100,29,45,63,35,69,33,64,41,79,44,60,97,89,24,26,54,26,33,48,87,98,16,19,54,11,81,15,32,67,37,79,49,101,68,50,78,107,75,59,84,66,26,19,52,35,71,44,103,39,60,81
41,42,47,60,70,58,77,24,17,65,44,0,55,47,99,59,43,33,66,52,5,47,15,84,15,56,33,68,60,33,80,53,60,46,48,77,80,64,69,62,69,62,34,109,83,28,24,54,51,62,59,74,93,54,105,67,87,50,81,54,92,37,14,97,53,60,59,47,9,27,78,89,54,76,93
52,18,29,7,35,25,22,31,42,50,50,55,0,33,47,19,53,55,50,54,53,47,41,53,47,7,41,36,22,23,26,10,37,9,21,53,39,45,72,6,58,29,23,55,50,51,46,6,44,39,60,54,43,15,54,17,53,30,39,41,59,58,64,42,23,37,44,11,48,75,42,54,13,22,37
68,39,3,30,23,55,53,32,43,21,67,47,33,0,78,50,21,27,77,74,42,67,40,37,48,39,16,67,19,34,56,40,13,29,11,30,35,73,93,38,84,60,19,83,36,59,53,26,66,15,82,82,75,45,85,50,40,4,72,10,44,28,47,65,12,65,70,21,45,54,74,42,43,53,61
78,56,75,48,70,42,25,74,82,91,74,99,47,78,0,39,99,102,55,72,97,69,83,83,86,44,89,39,62,65,22,45,78,55,67,88,65,53,81,41,62,40,70,14,79,84,81,52,63,80,74,53,7,44,6,31,80,75,24,85,85,105,109,26,67,48,56,59,90,121,33,81,44,24,26
42,17,47,26,55,6,23,36,42,69,38,59,19,50,39,0,69,69,31,40,58,34,44,72,47,11,56,17,42,27,25,10,56,21,39,72,57,27,55,18,40,10,36,51,69,45,41,25,29,59,44,34,33,5,46,11,72,49,23,60,77,72,71,46,42,19,27,29,50,83,23,73,7,21,42
