0,68,27,93,63,10,74,69,40,67,72,99,49,91,93,77,14,68,84,45,43,61,72,92,49,41,95,95,89,73,72,27,85,66,102,88,71,44,46,90,91,95,92,58,30,77,55,28,72,76,85,80,42,85,42,38,61,99,91,43,52,98,60,80,59,78,25,88,68,97,96,58,54,88
68,0,79,31,51,62,23,17,60,46,36,31,28,37,25,55,62,59,38,58,41,23,26,23,26,57,28,55,56,36,23,60,61,37,34,62,47,59,44,39,44,41,24,55,59,12,62,53,19,62,24,49,59,53,57,71,51,33,30,69,17,36,54,45,36,10,44,24,49,29,57,50,18,33
27,79,0,96,87,36,76,85,26,91,68,105,53,91,102,67,41,55,82,71,66,63,90,102,54,67,107,88,80,70,74,19,74,63,111,77,63,71,41,88,87,94,100,46,20,84,40,53,75,63,89,73,28,77,68,16,52,103,106,23,61,101,85,74,81,89,45,102,59,104,88,49,69,88
93,31,96,0,82,89,19,46,72,76,31,14,44,11,20,46,90,57,21,90,72,32,53,25,44,88,33,34,40,29,21,77,48,36,23,47,42,91,55,16,22,13,17,57,75,18,66,83,21,55,7,37,70,38,89,84,52,8,44,80,41,5,85,32,68,28,71,38,46,15,36,53,49,11
63,51,87,82,0,53,74,36,84,8,83,78,63,89,69,100,49,99,89,21,22,67,30,63,60,23,61,105,105,84,73,75,107,81,75,109,91,22,76,90,95,92,69,91,77,64,94,34,69,104,75,96,85,101,23,90,90,82,50,92,52,86,4,93,14,54,43,52,92,75,108,87,36,85
10,62,36,89,53,0,71,60,44,57,70,93,47,88,87,78,5,71,82,35,33,58,63,85,45,31,88,94,89,72,69,32,86,65,96,89,71,34,47,87,89,92,86,61,35,72,59,18,68,78,81,80,46,85,32,44,63,94,83,49,47,94,50,79,49,71,18,81,69,91,95,60,46,85
74,23,76,19,74,71,0,40,52,69,14,30,25,17,31,33,73,41,15,77,60,13,50,34,25,75,42,31,33,14,2,57,38,18,38,38,27,78,36,17,21,21,27,40,56,15,48,68,5,41,13,26,51,29,76,65,34,27,49,60,25,24,76,21,59,27,55,42,30,30,34,35,38,13
69,17,85,46,36,60,40,0,70,30,53,41,40,53,33,71,59,75,55,48,32,38,9,28,37,47,28,72,73,53,40,67,78,53,40,78,63,49,56,55,61,57,33,69,67,28,75,47,36,78,39,66,70,70,48,80,65,46,22,79,27,49,40,62,22,18,43,20,65,39,74,64,15,50
40,60,26,72,84,44,52,70,0,84,42,82,32,66,81,41,49,29,55,73,62,40,78,81,34,69,88,61,53,44,50,12,48,37,89,51,36,73,16,62,61,68,78,20,9,63,15,55,52,38,65,46,2,50,70,12,25,79,90,9,43,77,83,48,73,69,41,84,33,81,62,22,56,63
67,46,91,76,8,57,69,30,84,0,80,71,61,83,62,97,54,98,84,28,24,64,23,56,58,30,54,101,101,80,69,77,104,78,68,105,89,30,75,85,90,87,63,90,79,58,94,39,64,102,70,93,85,97,30,92,88,76,42,93,49,80,12,89,11,48,45,45,89,68,103,86,33,80
72,36,68,31,83,70,14,53,42,80,0,44,24,23,45,19,73,26,13,83,66,15,62,49,26,81,57,24,21,1,13,50,24,5,52,25,12,84,27,19,19,25,42,26,48,30,35,71,18,26,27,13,41,17,81,55,21,39,63,49,31,35,85,10,69,41,56,57,15,44,26,22,47,21
99,31,105,14,78,93,30,41,82,71,44,0,52,26,8,61,93,71,36,89,72,42,47,14,52,88,21,48,55,43,32,86,63,48,8,62,56,90,66,31,37,27,8,70,85,21,79,85,30,69,17,52,81,53,88,95,65,7,33,91,46,13,81,47,64,24,75,28,60,2,51,65,49,25
49,28,53,44,63,47,25,40,32,61,24,52,0,42,49,37,49,36,35,60,43,11,48,49,2,57,56,48,45,25,23,33,45,20,57,47,29,61,16,40,42,45,47,29,32,31,34,47,22,41,37,36,31,40,58,43,27,50,58,41,12,49,64,34,49,37,32,52,29,51,50,25,28,38
91,37,91,11,89,88,17,53,66,83,23,26,42,0,31,36,90,47,11,94,76,30,62,37,43,92,45,22,28,21,19,72,37,28,35,36,33,95,50,4,10,3,28,49,70,25,58,85,21,44,14,26,64,27,93,78,43,19,55,73,43,13,91,22,74,36,72,48,37,27,25,45,54,3
93,25,102,20,69,87,31,33,81,62,45,8,49,31,0,63,87,72,39,81,64,40,38,6,48,80,13,54,59,45,32,83,67,49,8,66,57,82,64,35,42,33,3,70,82,17,78,77,29,71,19,55,79,57,80,93,65,15,25,89,41,21,73,50,55,16,69,19,61,6,56,65,42,30
77,55,67,46,100,78,33,71,41,97,19,61,37,36,63,0,82,13,25,97,81,33,81,67,40,94,75,22,13,19,32,52,8,19,69,10,8,98,31,31,26,36,60,20,49,49,27,83,37,8,44,9,38,10,95,51,16,55,82,45,47,49,101,13,86,60,68,76,9,61,21,19,64,35
14,62,41,90,49,5,73,59,49,54,73,93,49,90,87,82,0,75,84,30,30,60,61,84,47,26,87,97,92,74,71,37,90,68,95,92,75,29,51,89,91,94,86,65,39,72,64,14,69,82,82,83,50,88,27,50,67,94,82,54,48,95,46,82,46,71,18,79,73,91,98,64,45,86
68,59,55,57,99,71,41,75,29,98,26,71,36,47,72,13,75,0,36,94,79,36,84,75,39,91,83,35,26,27,40,41,19,23,79,22,14,94,24,43,39,49,69,10,38,56,14,78,44,8,53,22,27,24,91,38,9,65,89,32,48,61,100,25,86,67,63,82,11,71,35,12,65,46
84,38,82,21,89,82,15,55,55,84,13,36,35,11,39,25,84,36,0,92,74,24,64,44,36,89,52,16,19,11,15,63,27,18,44,26,21,93,40,6,6,13,36,38,61,28,47,81,20,33,20,15,54,17,90,68,32,30,61,62,39,24,91,11,74,40,67,55,26,36,19,34,53,10
45,58,71,90,21,35,77,48,73,28,83,89,60,94,81,97,30,94,92,0,17,67,45,76,57,3,76,107,105,84,76,62,105,80,88,107,89,1,69,95,98,98,80,84,65,71,86,17,73,100,82,96,74,100,2,77,84,92,67,80,52,94,17,93,26,65,31,67,88,86,109,82,40,90
43,41,66,72,22,33,60,32,62,24,66,72,43,76,64,81,30,79,74,17,0,50,32,60,41,16,61,90,88,67,59,53,89,63,72,90,73,18,55,77,81,80,63,70,55,53,73,16,55,85,65,79,62,83,16,68,69,74,53,70,35,77,21,76,16,48,21,52,72,69,92,67,22,72
61,23,63,32,67,58,13,38,40,64,15,42,11,30,40,33,60,36,24,67,50,0,48,41,12,65,49,39,37,16,11,44,40,14,48,41,25,68,24,29,31,34,37,32,43,22,39,56,11,39,25,29,39,33,66,53,27,39,53,49,15,38,69,26,53,31,42,46,26,41,41,27,31,27
72,26,90,53,30,63,50,9,78,23,62,47,48,62,38,81,61,84,64,45,32,48,0,33,46,45,31,81,83,62,50,74,87,62,44,88,73,47,65,64,70,65,39,77,74,36,83,48,45,87,47,75,77,79,46,87,74,52,21,87,36,57,34,71,18,25,47,22,74,45,84,73,21,58
92,23,102,25,63,85,34,28,81,56,49,14,49,37,6,67,84,75,44,76,60,41,33,0,48,75,8,59,64,48,35,83,71,51,11,71,61,77,65,41,47,39,8,73,82,19,80,74,31,75,23,59,80,61,76,93,68,21,18,90,40,27,67,54,50,13,67,13,64,12,62,67,39,35
49,26,54,44,60,45,25,37,34,58,26,52,2,43,48,40,47,39,36,57,41,12,46,48,0,55,54,50,47,27,23,34,48,22,57,49,32,58,19,41,43,46,46,32,33,30,37,44,22,44,36,38,33,43,55,45,30,50,56,43,9,49,61,36,46,35,30,50,31,50,52,27,25,39
41,57,67,88,23,31,75,47,69,30,81,88,57,92,80,94,26,91,89,3,16,65,45,75,55,0,76,105,102,82,74,59,102,77,87,104,86,3,66,93,96,96,79,81,61,69,82,14,71,97,81,93,71,98,0,73,81,91,67,76,50,93,20,91,27,64,28,67,85,85,107,78,39,88
95,28,107,33,61,88,42,28,88,54,57,21,56,45,13,75,87,83,52,76,61,49,31,8,54,76,0,67,72,56,43,88,79,59,14,79,69,77,72,49,55,47,16,80,88,27,88,76,39,83,32,67,87,69,76,100,76,28,12,97,46,34,66,62,49,18,70,9,72,18,70,75,42,43
95,55,88,34,105,94,31,72,61,101,24,48,48,22,54,22,97,35,16,107,90,39,81,59,50,105,67,0,9,23,32,71,18,29,57,16,24,108,49,18,11,21,51,42,69,45,49,95,36,29,35,15,59,11,105,73,36,41,77,66,54,35,107,14,91,57,81,70,28,50,2,39,69,24
89,56,80,40,105,89,33,73,53,101,21,55,45,28,59,13,92,26,19,105,88,37,83,64,47,102,72,9,0,20,32,64,9,24,64,7,17,105,42,24,18,28,56,33,61,48,40,92,37,19,40,8,51,4,103,64,28,48,81,58,53,42,107,11,90,60,77,74,20,56,8,31,68,29
73,36,70,29,84,72,14,53,44,80,1,43,25,21,45,19,74,27,11,84,67,16,62,48,27,82,56,23,20,0,13,52,24,7,51,25,12,85,29,18,17,24,41,28,49,30,36,72,18,27,26,12,42,16,83,56,22,38,63,51,32,34,86,9,69,41,58,57,16,43,24,23,47,19
72,23,74,21,73,69,2,40,50,69,13,32,23,19,32,32,71,40,15,76,59,11,50,35,23,74,43,32,32,13,0,55,37,16,39,38,25,77,33,18,22,22,29,38,53,16,46,66,4,40,15,25,49,29,75,63,33,29,50,58,24,26,76,21,58,28,53,43,28,32,34,33,37,15
27,60,19,77,75,32,57,67,12,77,50,86,33,72,83,52,37,41,63,62,53,44,74,83,34,59,88,71,64,52,55,0,59,44,91,62,46,62,23,70,69,75,80,32,3,65,28,45,56,50,70,56,14,60,60,14,36,84,88,17,42,82,74,57,66,70,32,83,43,85,72,33,52,69
85,61,74,48,107,86,38,78,48,104,24,63,45,37,67,8,90,19,27,105,89,40,87,71,48,102,79,18,9,24,37,59,0,26,72,2,16,106,39,32,26,37,63,27,56,54,33,91,42,11,47,12,46,10,103,58,23,56,87,51,55,51,109,16,93,65,76,81,17,64,17,26,71,37
66,37,63,36,81,65,18,53,37,78,5,48,20,28,49,19,68,23,18,80,63,14,62,51,22,77,59,29,24,7,16,44,26,0,56,27,10,81,21,25,25,31,46,21,42,32,30,67,20,25,31,15,35,20,78,49,16,44,65,44,29,40,83,14,67,43,52,59,12,48,30,17,45,26
102,34,111,23,75,96,38,40,89,68,52,8,57,35,8,69,95,79,44,88,72,48,44,11,57,87,14,57,64,51,39,91,72,56,0,71,64,89,72,40,46,36,10,78,90,26,86,86,37,77,25,60,87,62,88,101,72,16,27,97,50,22,79,55,62,24,78,23,68,8,60,73,50,34
88,62,77,47,109,89,38,78,51,105,25,62,47,36,66,10,92,22,26,107,90,41,88,71,49,104,79,16,7,25,38,62,2,27,71,0,18,108,41,31,25,36,63,30,59,54,36,93,43,14,47,12,48,9,105,60,26,55,87,54,56,50,110,17,94,66,78,81,19,63,15,29,72,36
