0,29,52,74,56,69,61,48,84,74,31,37,27,45,38,45,24,51,30,50,30,17,16,20,55,64,23,10,71,18,22,44,24,21,68,54,60,62,41,22,60,49,66,77,45,26,51,41,59,53,34,27,28,32,64,65,47,50,19,63,33,64,53,64,59,26,60,20,48,44,20,65,62,23,23,26,56,9,47,38,57,39,60,36,3,58,64,34,22,10
29,0,48,61,61,80,43,33,59,52,60,28,54,56,19,34,34,25,13,28,56,46,28,33,27,61,10,33,44,17,18,49,51,34,64,26,47,40,30,50,55,34,40,50,58,48,53,14,59,49,63,56,12,56,71,36,34,60,39,75,47,36,29,39,55,6,31,48,45,18,26,42,47,29,25,23,28,27,23,57,70,25,40,25,31,31,61,58,48,32
52,48,0,25,19,41,90,19,54,41,64,75,76,26,32,82,29,69,61,74,79,62,35,70,67,13,55,45,56,58,33,14,52,72,16,53,18,36,78,59,8,82,47,54,30,41,11,43,12,1,74,69,60,50,29,68,17,24,39,38,30,58,75,81,7,42,57,58,4,42,31,39,20,28,29,68,68,59,69,42,35,24,29,73,49,47,13,50,72,44
74,61,25,0,39,60,98,28,37,26,90,90,99,50,42,95,53,75,75,82,103,86,58,90,71,24,71,68,48,76,53,40,77,91,18,54,14,29,91,84,19,94,40,42,55,67,35,51,30,24,99,94,74,76,46,67,27,47,64,58,55,55,83,85,22,57,56,83,29,48,53,30,14,51,51,84,72,79,77,67,57,37,24,87,72,45,23,76,95,67
56,61,19,39,0,22,104,38,72,60,58,86,75,13,48,94,32,84,73,89,79,61,40,76,83,15,66,47,75,68,44,12,47,78,22,71,36,55,89,56,20,95,66,73,17,36,8,60,9,18,69,66,71,42,10,86,35,9,38,19,24,77,90,98,18,55,75,56,19,59,38,58,39,34,37,77,85,65,84,32,17,40,48,84,53,66,16,42,73,46
69,80,41,60,22,0,123,60,94,82,60,103,81,24,70,111,47,105,91,109,85,68,55,89,105,35,84,59,97,84,62,32,52,90,41,93,58,78,106,61,42,113,89,96,23,43,30,81,30,41,71,70,89,45,13,108,58,20,49,5,35,99,110,118,39,74,98,62,41,80,55,80,61,52,55,93,106,78,104,34,11,62,71,101,65,88,36,43,81,58
61,43,90,98,104,123,0,73,81,80,92,26,76,99,58,18,76,22,32,15,76,76,69,49,28,103,40,70,60,43,61,92,86,49,104,44,85,70,21,83,96,14,63,69,101,87,96,47,102,91,90,84,34,93,114,37,74,102,78,118,89,48,15,18,97,49,45,80,87,50,68,70,84,71,68,35,27,54,21,98,113,65,74,26,65,54,103,96,70,70
48,33,19,28,38,60,73,0,40,28,69,62,75,41,15,68,31,51,47,57,78,62,33,62,48,31,43,44,37,48,26,29,57,64,31,33,13,19,63,62,23,67,29,37,45,48,30,25,31,20,77,71,46,58,48,48,2,41,42,56,39,39,58,63,25,29,38,61,18,23,29,22,14,27,26,56,49,52,52,52,52,9,14,59,47,28,30,58,70,43
84,59,54,37,72,94,81,40,0,12,109,83,111,79,45,85,71,60,70,68,114,100,72,93,53,59,70,82,21,77,62,67,97,94,55,38,36,21,83,101,52,82,20,11,84,88,66,45,63,54,116,110,71,98,81,44,42,78,82,91,80,32,67,64,54,59,36,100,55,41,68,18,33,67,65,82,54,86,64,93,89,46,26,81,84,29,58,99,106,82
74,52,41,26,60,82,80,28,12,0,98,78,101,67,35,81,60,57,64,65,105,90,61,85,51,47,63,72,23,69,52,55,85,86,43,35,23,12,78,90,40,79,17,16,72,77,53,38,51,41,105,99,64,86,69,44,30,66,71,79,68,32,65,64,42,50,34,89,43,34,57,9,21,56,54,75,52,77,61,81,77,35,14,75,74,25,46,87,96,71
31,60,64,90,58,60,92,69,109,98,0,66,23,44,65,74,37,83,62,82,27,16,36,44,87,71,55,27,100,49,47,51,12,44,78,85,79,87,70,9,72,78,93,104,41,22,57,71,65,65,11,12,60,15,61,96,68,49,26,55,34,94,85,96,70,56,91,11,60,73,41,90,81,41,44,56,88,37,79,27,50,63,83,65,29,87,72,17,26,28
37,28,75,90,86,103,26,62,83,78,66,0,50,79,47,8,56,27,15,21,50,50,47,23,34,89,20,46,64,19,42,74,61,23,92,45,75,66,4,57,83,12,63,73,80,63,79,40,86,77,64,57,15,69,96,47,63,83,55,97,68,53,24,35,83,33,49,54,72,43,48,68,76,52,49,10,34,28,22,74,92,53,68,2,40,54,89,71,44,46
27,54,76,99,75,81,76,75,111,101,23,50,0,62,66,58,46,72,51,69,4,13,41,27,78,86,46,31,98,39,49,65,28,26,91,80,86,90,54,19,84,62,93,104,59,38,72,68,80,77,15,11,49,36,80,89,74,67,37,75,50,90,72,84,82,53,86,19,72,71,46,93,88,48,49,42,79,27,68,47,70,66,87,50,27,85,86,38,6,32
45,56,26,50,13,24,99,41,79,67,44,79,62,0,47,87,23,81,67,84,66,48,31,66,81,28,59,36,78,59,38,11,33,67,35,71,43,60,82,42,31,89,70,78,4,23,15,58,21,26,56,53,65,28,18,86,38,5,26,18,12,78,86,95,28,50,76,43,24,58,30,63,46,27,31,69,82,54,79,18,13,40,53,77,42,67,29,28,60,35
38,19,32,42,48,70,58,15,45,35,65,47,66,47,0,53,30,36,32,42,69,55,28,50,35,45,29,38,34,35,17,37,54,51,46,23,28,23,48,57,38,52,27,38,51,47,40,11,44,33,71,65,31,57,58,38,16,49,40,65,42,31,43,49,38,15,29,55,29,10,24,26,28,25,21,42,36,41,37,54,60,7,22,44,39,22,44,58,60,37
45,34,82,95,94,111,18,68,85,81,74,8,58,87,53,0,64,26,21,18,58,58,56,31,34,96,27,55,65,27,50,81,70,31,98,47,81,70,4,65,89,5,66,74,88,72,87,44,93,84,72,65,22,77,104,46,69,91,64,106,76,54,21,31,90,40,50,63,79,47,56,71,81,59,56,18,33,37,21,83,100,59,72,10,49,56,95,80,52,55
24,34,29,53,32,47,76,31,71,60,37,56,46,23,30,64,0,59,44,62,50,33,8,44,61,39,36,16,65,36,16,20,25,45,45,53,41,50,59,31,37,66,57,67,24,17,26,39,34,30,46,41,42,26,40,67,30,27,11,41,13,62,64,73,35,28,59,30,25,40,7,53,43,5,9,46,62,32,57,24,36,26,45,54,21,52,40,27,43,15
51,25,69,75,84,105,22,51,60,57,83,27,72,81,36,26,59,0,21,8,74,68,53,47,7,82,28,57,39,34,43,72,75,47,82,22,62,47,25,73,74,22,41,48,83,73,76,25,81,70,84,77,23,81,95,19,52,84,64,99,73,28,7,14,75,31,24,71,66,27,51,48,61,54,50,31,7,46,5,83,94,44,51,25,54,32,81,83,66,57
30,13,61,75,73,91,32,47,70,64,62,15,51,67,32,21,44,21,0,20,52,46,36,26,27,74,7,37,52,12,29,60,55,26,77,33,60,52,16,52,68,22,50,60,68,54,66,25,72,62,62,55,2,61,83,39,48,70,46,85,57,42,23,34,68,18,38,50,58,29,36,54,61,39,35,11,27,24,17,65,80,38,53,12,33,41,74,63,44,37
50,28,74,82,89,109,15,57,68,65,82,21,69,84,42,18,62,8,20,0,70,66,55,43,15,88,27,58,47,32,46,77,75,43,89,30,69,55,18,72,80,14,49,57,87,74,81,31,86,76,82,75,22,81,99,27,59,88,65,103,75,36,2,14,81,34,32,70,72,34,54,56,69,57,53,27,14,44,5,85,98,50,59,20,54,40,87,83,63,58
30,56,79,103,79,85,76,78,114,105,27,50,4,66,69,58,50,74,52,70,0,17,45,27,80,90,47,34,100,40,52,69,32,27,95,83,90,93,55,23,88,62,96,107,63,42,76,70,84,81,17,14,51,40,84,91,77,71,41,79,54,93,73,85,86,56,88,23,75,74,49,96,92,52,52,42,80,29,69,51,74,70,90,51,31,87,90,42,8,35
17,46,62,86,61,68,76,62,100,90,16,50,13,48,55,58,33,68,46,66,17,0,28,27,73,72,40,18,89,34,37,51,16,28,77,72,74,78,54,8,70,62,83,94,46,24,58,59,66,63,16,9,44,24,66,83,61,53,23,62,36,82,69,81,69,44,78,6,58,62,33,81,76,35,36,40,73,22,64,34,57,54,75,49,16,75,72,26,12,19
16,28,35,58,40,55,69,33,72,61,36,47,41,31,28,56,8,53,36,55,45,28,0,36,55,47,28,10,63,28,11,28,25,37,51,49,45,50,51,28,43,58,56,67,32,19,34,36,42,36,43,37,34,28,48,63,32,35,11,49,20,59,57,67,42,22,55,27,31,37,4,54,47,6,7,38,56,24,51,29,44,26,47,46,14,50,47,30,37,9
20,33,70,90,76,89,49,62,93,85,44,23,27,66,50,31,44,47,26,43,27,27,36,0,53,83,23,30,77,16,37,64,41,1,87,58,76,73,28,35,79,35,74,84,66,46,71,48,78,72,40,34,24,49,84,65,62,71,39,83,54,68,46,58,78,35,64,33,66,51,39,76,77,42,41,15,53,11,42,57,78,53,72,23,24,65,83,52,20,30
55,27,67,71,83,105,28,48,53,51,87,34,78,81,35,34,61,7,27,15,80,73,55,53,0,80,32,60,32,39,44,72,78,53,80,16,59,42,32,77,72,30,34,41,84,75,75,23,79,68,89,82,29,83,94,12,50,84,66,99,74,21,13,14,73,32,17,75,65,25,53,42,58,55,51,38,1,51,12,85,95,42,46,32,58,26,79,85,72,60
64,61,13,24,15,35,103,31,59,47,71,89,86,28,45,96,39,82,74,88,90,72,47,83,80,0,69,55,65,72,47,20,60,84,6,65,24,45,91,68,8,96,56,62,33,49,14,56,6,12,82,78,73,56,22,80,29,24,49,33,36,69,89,94,6,55,69,68,16,54,43,47,27,40,42,81,81,71,82,46,32,37,38,86,61,58,1,56,83,55
23,10,55,71,66,84,40,43,70,63,55,20,46,59,29,27,36,28,7,27,47,40,28,23,32,69,0,30,54,7,22,54,47,24,71,35,57,51,23,45,63,29,50,61,61,46,59,25,66,57,56,49,5,53,76,43,43,63,38,78,49,45,30,41,63,14,41,43,52,28,29,53,57,32,28,13,33,18,24,57,73,34,51,18,26,41,68,56,39,30
10,33,45,68,47,59,70,44,82,72,27,46,31,36,38,55,16,57,37,58,34,18,10,30,60,55,30,0,72,27,20,35,17,31,61,57,55,60,50,18,53,58,66,76,35,17,42,43,50,46,33,27,35,23,54,69,43,41,9,53,23,67,60,71,52,29,63,17,41,45,15,64,57,17,18,36,61,19,54,28,47,36,57,45,6,59,56,25,27,0
71,44,56,48,75,97,60,37,21,23,100,64,98,78,34,65,65,39,52,47,100,89,63,77,32,65,54,72,0,61,52,67,88,78,63,19,40,20,63,91,57,62,8,9,82,82,67,29,67,56,105,98,53,91,85,23,39,78,74,93,75,11,46,43,59,44,15,89,56,27,59,18,38,59,56,64,33,71,44,88,90,39,27,62,72,13,64,92,92,71
18,17,58,76,68,84,43,48,77,69,49,19,39,59,35,27,36,34,12,32,40,34,28,16,39,72,7,27,61,0,25,55,43,17,75,42,62,57,23,40,66,30,58,68,60,44,61,32,68,60,50,43,10,50,77,50,48,64,36,78,48,52,35,46,66,19,48,38,55,35,29,60,62,33,30,9,40,12,29,55,72,39,57,17,22,49,71,52,32,27
22,18,33,53,44,62,61,26,62,52,47,42,49,38,17,50,16,43,29,46,52,37,11,37,44,47,22,20,52,25,0,31,36,38,50,38,39,40,45,39,41,51,45,56,40,31,36,24,43,35,53,47,27,40,53,51,25,41,23,57,29,47,48,57,41,12,44,37,30,26,8,44,40,10,6,34,46,26,41,40,51,17,38,40,21,39,46,42,44,19
44,49,14,40,12,32,92,29,67,55,51,74,65,11,37,81,20,72,60,77,69,51,28,64,72,20,54,35,67,55,31,0,39,65,26,60,32,48,77,47,21,83,58,67,16,28,6,49,14,15,61,57,59,36,22,75,27,12,28,27,16,67,78,86,18,42,65,47,12,48,25,51,35,22,25,65,73,52,72,27,23,30,42,72,41,56,21,36,62,35
24,51,52,77,47,52,86,57,97,85,12,61,28,33,54,70,25,75,55,75,32,16,25,41,78,60,47,17,88,43,36,39,0,42,66,74,66,75,66,9,60,73,82,92,31,10,45,60,53,53,22,19,53,8,51,87,55,39,14,46,23,84,78,89,58,46,80,10,48,62,29,78,69,29,32,51,79,32,71,18,41,51,71,60,21,76,60,10,28,18
21,34,72,91,78,90,49,64,94,86,44,23,26,67,51,31,45,47,26,43,27,28,37,1,53,84,24,31,78,17,38,65,42,0,88,59,77,74,27,36,80,35,75,85,67,47,72,49,80,73,40,34,25,50,85,65,64,72,41,84,55,69,46,58,79,36,64,34,68,52,40,77,78,44,42,15,54,12,42,58,79,54,74,24,25,66,84,52,20,32
68,64,16,18,22,41,104,31,55,43,78,92,91,35,46,98,45,82,77,89,95,77,51,87,80,6,71,61,63,75,50,26,66,88,0,64,22,43,93,74,8,98,54,59,39,55,20,57,13,15,88,84,76,63,28,79,30,31,54,39,43,68,89,94,9,58,67,73,20,55,48,44,24,45,46,84,81,75,83,53,39,39,36,89,66,57,6,62,88,60
