0,78,20,34,12,59,28,66,56,57,32,48,37,7,67,42,59,64,25,11,52,33,21,65,36,45,71,8,56,30,40,62,64,31,49,26,34,25,37,59,14,49,26,32,59,85,59,40,19,6,27,32,52,74,49,9,27,58,51,18,41,88,58,13,43,38,73,88,30,11,42,75,6,23,41,36,58,68,21,62,72,51
78,0,59,44,69,84,90,38,75,21,54,34,114,79,11,61,70,20,94,73,62,47,81,62,68,38,22,73,29,47,47,55,15,48,83,105,109,84,42,47,84,38,57,105,50,19,54,116,92,79,94,96,25,26,40,85,50,26,78,66,85,19,73,65,82,56,16,24,55,82,116,13,73,54,85,96,31,10,81,41,66,68
20,59,0,19,17,51,35,54,46,38,24,27,58,24,48,28,47,44,42,20,49,13,33,60,25,25,51,14,36,14,29,55,46,17,43,46,53,37,17,50,31,36,19,51,50,65,42,60,37,20,37,47,33,53,29,26,9,38,53,9,49,68,58,12,49,22,56,68,13,23,61,55,14,5,38,51,38,50,25,50,67,50
34,44,19,0,25,65,54,35,58,23,13,22,70,35,33,39,57,34,50,28,35,16,38,44,41,23,43,32,30,5,13,39,29,3,59,61,64,41,13,32,40,17,14,61,33,54,48,72,47,37,56,53,20,47,29,43,10,31,45,28,46,57,46,21,44,32,38,59,25,41,72,44,31,13,56,54,33,34,44,32,51,39
12,69,17,25,0,66,40,54,61,48,20,43,45,10,58,45,63,58,26,3,40,29,16,53,41,41,66,15,51,22,28,50,55,21,56,37,39,20,31,47,15,37,14,36,46,79,60,46,22,18,40,30,45,69,46,21,21,53,40,22,32,82,47,5,33,39,63,82,31,22,46,69,13,18,49,33,53,59,31,50,60,39
59,84,51,65,66,0,38,99,8,70,75,53,86,66,78,26,15,63,83,67,99,49,80,110,25,49,64,51,54,61,78,105,78,66,10,71,86,84,53,98,74,82,71,87,99,77,31,89,76,52,43,91,66,62,45,56,56,57,105,44,98,81,109,62,99,33,91,77,40,49,94,73,53,55,20,95,52,80,38,96,117,102
28,90,35,54,40,38,0,89,38,71,57,56,48,35,81,35,45,72,48,40,80,43,49,92,26,52,77,24,62,49,63,89,79,52,27,33,49,53,49,84,41,71,51,50,84,91,52,51,42,21,5,57,66,77,52,21,44,65,79,26,69,95,87,38,71,36,90,93,34,17,57,84,26,41,17,62,62,82,10,85,99,79
66,38,54,35,54,99,89,0,91,32,34,47,96,64,31,72,88,46,73,57,27,50,60,24,75,50,54,66,49,40,26,17,27,37,94,91,89,60,45,10,66,18,40,84,14,57,75,97,73,71,91,71,34,58,55,76,46,48,43,63,55,58,36,53,51,65,22,62,60,75,94,48,65,48,91,70,53,30,79,5,27,34
56,75,46,58,61,8,38,91,0,62,69,45,86,63,70,18,7,54,81,63,93,42,76,103,20,41,55,48,46,54,72,98,70,59,13,71,86,80,46,90,71,74,65,85,92,68,22,89,74,50,44,88,58,54,37,54,49,49,99,39,94,72,104,57,95,26,82,68,33,48,94,64,50,49,21,92,44,72,37,89,110,96
57,21,38,23,48,70,71,32,62,0,35,17,93,58,10,45,58,15,74,52,48,27,61,52,50,21,24,52,17,26,29,45,8,27,68,84,88,64,22,36,64,22,37,84,39,32,44,95,71,58,74,76,4,28,25,65,29,16,62,45,67,35,60,44,64,39,20,37,36,61,95,22,52,33,67,77,21,11,61,32,57,54
32,54,24,13,20,75,57,34,69,35,0,36,62,29,43,50,69,47,41,22,24,28,27,35,50,37,57,32,44,15,8,31,39,11,68,56,56,29,26,27,32,18,6,52,27,67,61,64,39,37,58,41,32,60,42,41,19,44,31,33,33,70,34,18,30,44,45,71,35,41,62,57,31,19,63,42,47,43,47,29,43,26
48,34,27,22,43,53,56,47,45,17,36,0,86,51,26,28,41,16,69,46,56,14,58,63,33,3,23,41,8,22,34,57,25,25,50,74,81,61,11,48,58,32,36,78,51,37,28,88,65,47,60,73,13,26,8,54,21,10,67,32,69,41,68,37,67,22,37,40,21,49,89,28,42,25,50,75,11,28,46,46,70,61
