node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,transfer_capacity,is_dynamic,dynamic_appear_time,order_id
4,24.74935070651185,25.07060057811913,-1,0,0,41,162,19,,1.0,-1.0,1
5,44.53473400234008,23.626920956402575,2,0,0,227,310,15,,1.0,353.0,2
6,18.5457158084137,76.55277574406779,3,0,0,17,149,8,,0.0,-1.0,3
7,89.35054154888181,6.713995954482033,-1,0,0,236,389,11,,1.0,-1.0,4
8,20.96538170269836,77.36868055394895,3,0,0,237,389,18,,1.0,-1.0,5
9,81.58347896358184,50.01601020831311,3,0,0,303,460,6,,1.0,-1.0,6
10,69.48828070719497,7.7600306989947025,-3,0,0,201,346,15,,0.0,99.0,7
11,84.9528729488185,83.27287564189079,1,0,0,130,193,12,,0.0,-1.0,8
12,69.34020470667066,91.6326973510295,-1,0,0,355,524,19,,1.0,-1.0,9
13,4.763426344881849,23.096350452780744,2,0,0,169,235,18,,0.0,-1.0,10
14,36.25453610565342,15.858887408262202,-3,0,0,4,133,14,,0.0,-1.0,11
15,81.48276613494787,75.7193223017735,-1,0,0,332,473,14,,0.0,133.0,12
16,77.32524344643046,29.12934727081582,-2,0,0,119,287,6,,0.0,67.0,13
17,76.26863090688794,12.30573942635348,1,0,0,250,396,11,,0.0,185.0,14
18,10.680048481274573,58.40573668489269,-3,0,0,193,297,5,,0.0,203.0,15
19,4.866865876179983,93.86505936074705,-1,0,0,238,338,14,,0.0,-1.0,16
20,32.88464055370072,47.70326069818845,3,0,0,33,157,15,,0.0,-1.0,17
21,81.32292361732834,40.00528644410315,-2,0,0,142,310,17,,0.0,-1.0,18
22,43.06453287188552,34.794397019765796,-3,0,0,218,305,11,,0.0,228.0,19
23,35.17234430609732,46.795531383501896,2,0,0,89,165,5,,0.0,-1.0,20
24,94.59285523714578,93.6018120588765,2,0,0,59,174,10,,0.0,228.0,21
25,54.51616613088994,45.595979799504875,-3,0,0,231,373,18,,0.0,351.0,22
26,80.8161152568603,68.09291569366148,2,0,0,175,247,9,,1.0,-1.0,23
27,88.15634021211409,73.06118412886762,3,0,0,287,374,10,,0.0,-1.0,24
28,95.23443218306524,88.6245740636963,-1,0,0,41,133,17,,1.0,-1.0,25
29,85.52491781696736,39.15481298170101,3,0,0,125,272,15,,0.0,-1.0,26
30,38.62123366889145,74.12028398422075,-1,0,0,75,141,14,,1.0,-1.0,27
31,8.374900624777837,32.22144546310911,-2,0,0,141,279,6,,0.0,-1.0,28
32,93.22238378405713,45.010122579875386,-2,0,0,292,357,10,,1.0,170.0,29
33,26.989824917413884,47.64522018173426,2,0,0,248,317,11,,0.0,406.0,30
34,28.858961076483368,76.82608921254041,-2,0,0,341,405,14,,0.0,328.0,31
35,85.06050869143863,78.2658247295111,-1,0,0,236,379,7,,0.0,131.0,32
36,14.904705675597151,33.605716566233646,2,0,0,311,452,6,,0.0,374.0,33
37,21.397101999311452,4.279911880658494,2,0,0,128,270,12,,1.0,-1.0,34
38,73.91754246755987,42.83595814229035,-1,0,0,321,392,17,,1.0,306.0,35
39,27.662308864798078,30.75275081915886,2,0,0,260,389,7,,0.0,347.0,36
40,13.501646371076959,82.676063342291,2,0,0,222,328,5,,0.0,-1.0,37
41,14.392448583868934,33.83162873975524,-2,0,0,310,376,15,,0.0,-1.0,38
42,0.7387934337443669,43.64115302480649,3,0,0,240,380,15,,0.0,-1.0,39
43,35.480056976288886,71.91020069698538,1,0,0,139,289,19,,0.0,-1.0,40
44,71.53136317474959,3.8631231946042788,1,0,0,2,169,8,,0.0,395.0,41
45,11.586392148790136,90.46260066345376,1,0,0,73,242,16,,1.0,-1.0,42
46,79.17983307836263,38.948489223567485,-2,0,0,244,400,5,,0.0,160.0,43
47,16.637448374317632,26.078128682551636,2,0,0,152,319,8,,0.0,-1.0,44
48,65.8026683488274,94.54929861714221,3,0,0,150,215,15,,1.0,-1.0,45
49,61.57380830413778,2.6445601848432365,3,0,0,278,353,8,,0.0,-1.0,46
50,65.07181271207004,94.47516429014483,-3,0,0,239,383,14,,0.0,320.0,47
51,35.86410121533456,93.35556789849163,-3,0,0,109,250,12,,0.0,82.0,48
52,67.06198252166966,18.983548263780413,-3,0,0,350,448,7,,0.0,325.0,49
53,14.530558710602415,17.62995986912994,3,0,0,204,270,17,,1.0,-1.0,50
54,69.92245745308409,58.9521286289382,1,0,0,228,387,8,,0.0,-1.0,51
55,45.55435709965126,26.335472838207906,-1,0,0,57,236,7,,0.0,-1.0,52
