0,70,74,47,34,61,78,62,50,43,30,37,77,64,14,27,32,57,72,34,78,75,83,26,51,32,48,12,27,68,8,56,67,50,23,8,61,21,65,42,15,31,77,39,70,71,52,72,45,24,41,48,21,68,27,72,16,35,44,62,55,38,52,64,20,65,66,56,55,30,67,60,26,32,26,29,52,65,32,57,55,37,55,49,39,66,38,31,28,47,29,15,52,5,44,25,64,23,39,70,68,48,49,25
70,0,11,46,80,10,35,50,32,78,59,82,12,53,79,47,86,55,31,79,50,13,41,94,57,49,26,73,47,36,78,13,29,29,88,75,43,79,24,87,81,87,15,100,3,32,54,26,39,46,34,71,59,19,83,22,74,52,25,13,33,56,26,38,90,17,43,38,16,87,8,28,54,68,86,73,78,44,39,59,37,41,22,44,94,16,44,96,91,25,54,82,27,64,50,87,13,48,42,0,43,50,20,94
74,11,0,57,88,20,47,43,29,76,67,91,3,46,84,49,86,66,42,87,61,1,30,99,52,48,35,75,54,48,81,20,41,27,90,80,36,86,16,96,86,87,4,107,14,43,64,38,37,49,42,68,66,30,90,34,75,51,30,11,28,65,36,30,94,28,55,49,25,87,20,39,55,67,87,73,74,36,42,70,48,40,32,54,93,9,43,102,92,27,61,84,25,69,47,93,10,51,51,11,35,46,26,99
47,46,57,0,37,36,34,75,53,80,19,39,59,78,47,44,77,13,30,36,31,58,82,61,72,52,22,57,21,23,55,36,26,51,70,46,70,43,60,43,50,77,61,61,44,28,8,32,55,37,17,80,25,33,44,34,60,58,32,49,58,12,20,68,61,32,19,11,31,76,39,21,52,67,73,69,86,73,39,15,12,49,24,3,84,55,53,60,75,41,17,63,50,42,63,51,50,40,10,46,74,65,33,62
34,80,88,37,0,69,71,90,73,77,20,3,91,93,22,53,65,40,68,1,64,90,106,28,82,61,54,45,34,61,37,67,64,72,51,26,87,14,86,9,23,63,92,23,79,66,36,70,71,46,45,82,23,70,9,72,50,66,58,78,78,25,54,89,33,68,55,49,63,62,73,58,56,65,57,63,86,91,54,38,50,63,59,41,70,84,65,26,57,65,26,45,73,33,73,18,79,48,38,80,94,77,61,31
61,10,20,36,69,0,31,51,30,74,49,72,22,55,69,40,80,46,25,68,43,22,48,84,56,44,15,65,37,29,69,5,23,28,81,65,44,69,28,77,71,81,24,90,9,26,44,21,37,38,23,69,48,14,72,19,67,48,17,16,33,45,16,40,80,10,35,29,6,80,6,19,48,63,79,68,76,46,32,49,27,36,11,33,88,21,40,86,84,20,43,74,26,55,47,77,16,40,31,10,46,48,12,84
78,35,47,34,71,31,0,83,61,102,53,72,47,86,80,65,103,33,6,70,16,48,77,95,86,71,32,86,50,10,86,36,10,59,100,79,76,78,59,76,83,104,50,95,32,6,36,9,67,60,37,98,58,17,78,12,88,76,43,47,65,46,27,72,94,21,16,22,32,103,27,18,74,90,101,93,105,78,58,37,22,65,26,31,112,52,68,95,104,50,50,93,57,72,77,85,47,64,39,35,77,79,39,96
62,50,43,75,90,51,83,0,22,40,74,94,46,3,76,37,56,88,77,90,94,43,28,88,14,29,55,56,59,79,66,46,74,24,67,70,7,81,26,99,77,58,43,101,53,77,84,73,20,44,57,29,68,65,87,70,54,26,43,37,18,77,60,13,80,62,84,74,51,59,56,68,35,37,61,43,35,7,37,91,73,27,58,74,62,34,25,93,67,34,69,64,26,59,17,87,37,42,65,50,10,14,45,86
50,32,29,53,73,30,61,22,0,46,55,77,33,25,63,23,57,66,55,73,72,30,33,77,25,20,33,49,40,57,57,25,52,2,63,58,16,67,16,82,65,59,31,87,34,55,62,52,7,27,36,39,50,44,72,49,48,21,21,19,5,57,38,16,70,40,61,52,29,58,36,46,27,38,59,43,46,19,19,69,51,13,36,52,64,19,14,81,64,12,49,58,4,46,18,73,20,27,43,32,21,18,22,76
43,78,76,80,77,74,102,40,46,0,69,80,79,40,56,36,18,93,95,77,108,76,68,62,26,30,69,31,59,95,42,68,91,49,34,51,44,63,60,85,56,21,78,78,80,95,87,93,39,43,66,11,60,87,70,92,27,26,59,66,47,76,74,51,53,83,96,85,71,22,80,84,28,12,26,13,10,47,44,94,84,38,75,81,22,66,34,68,31,54,66,35,51,44,28,66,67,39,69,79,50,30,63,59
30,59,67,19,20,49,53,74,55,69,0,23,70,78,28,38,62,27,49,19,49,69,87,41,68,47,33,42,15,43,37,47,45,54,53,28,71,24,66,28,30,62,72,42,58,47,21,50,54,31,25,72,9,49,25,52,46,52,38,58,61,8,34,71,41,47,39,30,42,61,53,38,44,57,57,57,77,74,37,27,31,47,38,22,70,64,50,41,58,46,6,46,54,26,59,31,59,33,17,59,76,62,41,43
