0,88,33,3,86,20,81,55,60,89,73,89,68,81,99,57,12,31,6,50,74,14,21,53,75,53,92,93,72,72,26,67,24,95,90,55,35,32,64,69,89,98,90,81,55,77,102,68,64,39,59,69,94,22,86,39,67,116,66,48,71,73,60,20,82,59,82,88,115,91,93,16,53,43,52
88,0,55,85,18,71,57,38,33,58,61,13,24,64,14,59,76,64,83,39,14,95,72,65,50,38,9,18,28,32,65,55,66,12,6,71,63,66,25,31,5,55,10,12,33,67,13,58,67,59,37,29,8,67,32,51,35,27,22,64,41,50,29,75,40,56,32,18,26,79,67,97,38,80,39
33,55,0,29,53,16,57,26,28,64,52,57,36,60,66,37,21,20,28,17,41,40,21,41,53,20,58,62,42,44,12,44,11,62,57,42,23,19,31,40,56,71,57,48,22,61,69,46,52,18,28,37,61,11,57,8,37,82,33,36,42,51,28,24,53,37,53,57,82,73,70,42,22,40,19
3,85,29,0,82,16,77,52,56,86,70,85,64,78,95,54,9,28,3,46,70,15,18,50,72,49,88,90,68,69,22,64,20,91,86,53,32,29,60,66,85,94,86,77,51,74,99,65,62,35,55,66,90,18,82,35,64,112,62,45,68,70,57,17,79,56,78,84,111,88,90,18,49,42,48
86,18,53,82,0,67,39,44,26,40,44,31,34,47,32,46,73,68,80,36,23,90,74,75,64,33,10,37,41,46,60,40,62,30,24,58,68,59,31,44,13,37,28,27,36,81,26,42,79,51,28,17,26,64,49,47,22,33,26,72,25,63,35,77,22,43,48,36,35,61,49,92,43,69,34
20,71,16,16,67,0,61,42,40,69,54,73,53,62,82,37,7,27,14,31,57,23,22,51,68,33,73,78,59,60,6,47,5,78,73,38,31,12,48,57,71,78,74,65,39,74,85,49,63,19,39,50,77,7,74,20,47,98,49,46,51,65,45,23,62,40,70,73,97,73,73,26,39,30,32
81,57,57,77,39,61,0,66,35,8,9,69,62,7,71,24,69,77,74,46,55,78,78,94,94,40,50,75,71,76,56,13,59,69,63,30,79,48,57,73,53,18,66,62,55,108,65,12,102,42,33,32,65,63,84,48,26,69,53,90,18,92,59,80,17,21,82,73,73,22,13,79,62,45,41
55,38,26,52,44,42,66,0,30,71,64,34,13,71,45,53,45,27,51,21,23,65,36,30,29,26,44,38,16,17,38,56,37,41,37,63,25,44,13,14,41,74,36,27,10,42,50,59,36,40,33,36,40,36,31,28,40,65,18,27,48,27,9,39,55,52,27,33,63,86,79,67,4,64,26
60,33,28,56,26,40,35,30,0,41,35,41,28,41,48,27,47,46,54,12,24,63,50,59,58,7,33,47,37,41,34,27,36,44,38,39,47,33,22,38,32,45,40,32,19,72,47,30,66,25,3,9,41,38,51,21,10,58,18,55,17,56,23,52,26,25,48,44,59,56,49,66,26,46,8
89,58,64,86,40,69,8,71,41,0,16,71,67,11,72,32,77,84,83,52,58,86,86,100,98,47,50,77,75,80,64,22,67,70,64,38,86,57,62,77,53,11,68,65,61,113,65,20,108,50,39,36,66,71,87,55,31,67,57,96,23,97,64,88,18,29,85,75,72,21,8,87,68,53,47
73,61,52,70,44,54,9,64,35,16,0,72,63,8,76,16,62,72,67,43,57,69,73,91,93,38,55,78,72,76,49,8,53,73,67,21,75,41,57,73,57,27,70,65,54,107,71,5,100,36,31,33,69,57,85,43,27,76,53,86,20,91,58,75,24,14,83,76,80,21,19,70,60,36,38
89,13,57,85,31,73,69,34,41,71,72,0,21,76,10,68,78,62,84,43,17,97,71,58,39,44,22,6,20,23,68,66,68,6,7,80,60,71,25,24,18,68,3,8,34,57,18,68,58,64,45,38,8,68,20,54,45,33,24,58,51,39,28,74,52,66,20,5,29,91,79,99,36,87,45
68,24,36,64,34,53,62,13,28,67,63,21,0,69,31,55,57,41,63,25,10,76,49,41,31,27,32,25,9,13,47,55,47,27,24,66,39,52,5,10,28,67,22,13,14,47,37,58,44,46,32,30,27,47,23,35,36,52,9,40,44,30,7,52,49,53,20,20,49,84,75,78,15,70,28
81,64,60,78,47,62,7,71,41,11,8,76,69,0,79,24,70,81,75,50,62,77,81,98,100,45,57,82,78,82,58,16,61,76,70,28,83,49,63,79,60,22,74,69,60,114,73,13,107,44,38,38,72,65,91,51,32,76,59,94,25,98,65,83,25,22,88,80,81,15,11,78,67,43,46
99,14,66,95,32,82,71,45,48,72,76,10,31,79,0,74,87,72,94,51,25,106,81,68,48,52,21,9,30,33,77,70,77,4,9,86,70,79,34,34,18,68,8,18,43,65,10,73,67,72,51,43,6,78,27,63,50,24,33,68,56,48,38,84,54,71,28,14,19,93,81,109,46,94,52
57,59,37,54,46,37,24,53,27,32,16,68,55,24,74,0,45,57,50,31,51,53,56,77,83,27,56,74,64,68,33,10,36,71,64,12,60,25,49,64,57,42,67,60,43,95,71,11,87,19,23,30,67,40,78,28,24,80,46,72,21,81,49,58,31,3,75,71,82,36,36,55,49,23,27
12,76,21,9,73,7,69,45,47,77,62,78,57,70,87,45,0,25,6,37,62,19,17,49,68,40,79,82,62,63,13,55,11,83,78,45,29,20,52,60,77,85,78,69,43,72,90,57,61,26,46,57,82,9,76,26,55,104,54,44,58,66,49,18,70,47,72,77,103,81,81,22,42,36,39
31,64,20,28,68,27,77,27,46,84,72,62,41,81,72,57,25,0,29,33,50,43,9,24,44,38,70,65,43,42,27,64,24,68,65,62,4,36,39,40,67,90,64,55,32,47,78,67,35,38,46,54,68,20,55,29,55,92,43,18,62,41,35,12,72,58,51,60,90,94,91,46,26,57,37
6,83,28,3,80,14,74,51,54,83,67,84,63,75,94,50,6,29,0,44,69,14,19,52,73,47,86,89,68,68,20,60,17,90,85,49,33,25,59,65,84,91,85,76,50,76,97,62,64,32,53,63,88,16,82,33,61,110,61,47,65,70,55,19,76,53,78,84,110,85,86,17,48,38,46
50,39,17,46,36,31,46,21,12,52,43,43,25,50,51,31,37,33,44,0,26,55,38,48,51,5,41,49,33,36,25,35,26,47,42,41,34,27,19,33,39,57,43,34,11,64,53,38,56,21,13,21,45,28,48,11,22,66,18,44,29,49,18,41,38,31,45,44,65,65,59,57,17,44,4
74,14,41,70,23,57,55,23,24,58,57,17,10,62,25,51,62,50,69,26,0,81,57,52,41,27,21,23,17,22,51,50,52,21,16,63,48,54,10,20,17,58,16,8,18,58,28,53,55,47,28,23,19,52,28,38,29,42,8,50,37,40,14,60,40,49,26,19,41,77,67,83,23,69,27
14,95,40,15,90,23,78,65,63,86,69,97,76,77,106,53,19,43,14,55,81,0,34,66,87,57,96,102,81,82,29,64,28,102,97,49,47,31,72,79,95,96,97,88,62,90,108,65,78,39,61,72,100,28,96,43,69,121,73,61,71,85,68,33,82,57,92,97,121,85,88,2,61,35,56
21,72,21,18,74,22,78,36,50,86,73,71,49,81,81,56,17,9,19,38,57,34,0,32,54,42,77,74,52,52,23,65,20,77,73,59,13,33,47,49,74,93,72,63,39,56,86,67,44,37,50,59,76,16,65,30,59,100,50,27,64,51,43,2,75,58,61,69,98,93,91,36,34,52,41
53,65,41,50,75,51,94,30,59,100,91,58,41,98,68,77,49,24,52,48,52,66,32,0,26,53,73,59,38,35,50,83,47,65,63,84,20,59,43,34,69,104,61,53,40,24,76,85,11,59,61,66,66,44,45,48,69,92,48,5,76,24,39,33,85,77,41,54,88,113,107,69,33,80,53
75,50,53,72,64,68,94,29,58,98,93,39,31,100,48,83,68,44,73,51,41,87,54,26,0,55,60,38,23,18,65,85,63,45,46,92,40,72,36,21,55,99,42,38,39,17,58,88,20,69,61,62,48,61,21,57,67,72,41,29,75,2,35,55,81,82,19,34,67,115,107,90,34,93,55
53,38,20,49,33,33,40,26,7,47,38,44,27,45,52,27,40,38,47,5,27,57,42,53,55,0,39,50,36,40,27,30,29,48,42,38,40,27,22,37,38,52,43,35,16,69,52,33,61,20,7,16,45,31,51,13,16,64,20,49,23,53,21,45,33,26,48,46,64,60,54,59,22,42,1
92,9,58,88,10,73,50,44,33,50,55,22,32,57,21,56,79,70,86,41,21,96,77,73,60,39,0,28,37,41,67,51,68,20,15,68,69,66,31,40,4,46,19,21,38,77,15,53,76,59,36,26,16,69,42,53,32,24,27,72,36,59,35,80,32,53,42,28,26,71,59,99,44,78,40
93,18,62,90,37,78,75,38,47,77,78,6,25,82,9,74,82,65,89,49,23,102,74,59,38,50,28,0,22,24,73,72,73,8,12,86,63,76,30,25,23,74,8,14,39,55,20,75,58,70,51,45,12,73,17,60,51,34,30,59,58,38,33,77,58,72,19,5,29,97,86,104,40,93,51
