0,83,60,46,79,95,91,44,41,48,84,10,57,50,93,52,17,61,89,43,88,57,82,87,68,94,79,90,92,94,82,110,57,21,38,69,19,39,14,26,86,5,19,80,72,62,85,114,89,25,89,85,117,11,65,55,64,69,34,92,94,12,31,42,48,95,53,50,39,85,102,94,119,92
83,0,99,39,33,93,69,48,66,37,94,81,69,36,62,30,66,22,79,47,5,73,94,113,93,44,6,92,60,22,101,54,26,76,45,48,88,67,74,59,27,87,63,49,11,58,84,58,45,64,62,66,62,71,61,93,70,94,53,34,28,83,51,48,36,69,38,33,48,77,37,69,73,89
60,99,0,81,73,46,59,52,34,65,32,49,30,64,66,77,64,85,49,54,104,26,30,26,13,80,98,41,65,95,26,92,80,41,64,55,41,34,49,53,84,63,59,63,92,43,40,95,74,47,62,54,97,60,41,6,32,15,53,84,91,47,66,53,67,63,61,81,80,46,94,62,91,44
46,39,81,0,50,95,78,32,47,20,90,47,58,23,75,11,29,16,83,29,43,61,89,103,81,66,33,91,73,55,93,81,14,46,17,51,56,46,41,29,52,50,28,60,27,54,84,85,64,35,73,73,89,35,58,75,63,82,27,60,58,50,16,29,17,81,29,5,9,80,67,80,96,91
79,33,73,50,0,59,35,34,47,32,62,73,43,30,28,38,65,38,45,36,38,46,62,83,65,16,37,58,27,22,70,32,36,64,43,17,76,48,66,52,10,84,60,15,35,29,51,36,14,54,28,32,39,68,32,68,41,65,45,12,18,74,52,36,35,35,26,45,58,43,23,35,46,56
95,93,46,95,59,0,26,63,55,74,14,85,39,71,35,85,91,90,14,66,98,38,16,34,32,56,96,5,36,79,23,61,86,74,79,46,80,57,81,76,68,100,85,44,92,40,10,63,51,73,32,27,62,90,36,46,32,31,72,64,73,84,86,66,77,28,65,91,98,16,71,28,52,3
91,69,59,78,35,26,0,50,50,57,34,82,36,55,9,68,83,70,13,53,73,38,35,57,46,29,72,27,10,53,43,36,67,71,65,27,81,53,77,67,43,96,77,20,70,29,22,38,25,66,6,6,39,84,26,56,29,45,61,38,47,82,74,53,61,4,49,74,84,13,45,3,32,24
44,48,52,32,34,63,50,0,18,13,57,38,26,12,50,25,32,33,52,3,54,29,56,71,50,49,47,60,48,52,61,65,28,29,16,25,42,18,31,18,43,50,27,36,41,23,52,69,45,19,47,44,72,35,27,45,31,51,11,47,51,39,23,3,16,54,10,30,35,49,58,53,75,59
41,66,34,47,47,55,50,18,0,31,46,31,15,30,53,43,36,51,47,20,72,16,44,56,34,59,65,50,52,67,47,74,46,21,30,32,31,2,27,22,57,46,30,43,59,22,44,78,53,18,49,44,80,35,24,27,23,35,19,59,65,31,34,19,33,54,28,46,47,44,70,53,80,51
48,37,65,20,32,74,57,13,31,0,69,44,39,2,55,12,33,20,62,11,42,42,69,85,63,49,34,71,53,45,74,64,14,38,10,30,51,31,38,23,38,53,29,40,28,33,63,69,45,27,53,52,72,37,37,59,43,64,16,44,45,47,19,12,3,60,8,17,26,59,54,59,78,70
