0,25,6,44,61,27,90,77,60,96,82,93,117,38,51,87,30,13,96,99,114,84,114,38,95,85,89,58,36,95,48,82,74,104,89,51,82,62,18,64,52,104,105,77,90,65,55,88,68,105,59,70,88,81,17,13,95,121,99,45,62,60,55,122,71,30,33,42,108,38,52,98,101,113,35,71,110,90,104,74,63,115,111,117,64,120,51,90,101,42,71,14,99,39,47,98
25,0,21,18,37,14,74,54,34,81,61,80,94,15,25,64,5,13,78,76,88,65,90,28,73,62,68,38,14,69,39,59,49,79,67,25,58,44,20,44,43,84,80,55,67,40,31,63,45,79,35,50,66,64,10,21,69,96,75,25,36,37,43,96,51,8,8,20,83,21,29,77,78,88,13,54,85,65,83,49,38,90,87,92,39,96,26,66,79,16,51,12,74,14,27,72
6,21,0,39,56,20,83,71,55,90,80,87,111,32,46,81,25,11,90,96,109,83,108,31,93,82,83,51,33,90,42,76,69,98,82,46,79,61,12,62,46,98,101,71,88,61,49,84,65,100,55,63,82,75,14,7,90,116,96,43,57,57,49,116,65,25,29,36,104,37,47,92,95,109,32,65,106,85,98,70,59,109,105,111,60,114,47,85,95,37,65,12,94,34,45,93
44,18,39,0,22,25,68,40,16,73,49,76,78,14,7,50,14,31,69,60,70,53,74,35,59,47,55,30,13,51,43,45,31,61,55,7,42,36,36,34,46,72,62,42,52,22,18,45,31,61,18,40,51,55,28,38,51,78,58,20,18,24,42,78,42,16,10,16,65,22,16,63,63,69,13,47,66,47,70,30,20,72,70,75,22,80,7,49,64,2,41,30,57,8,21,54
61,37,56,22,0,36,48,17,13,53,59,58,56,23,18,27,31,51,47,61,57,65,52,37,64,53,32,16,36,36,40,22,17,42,32,20,46,53,48,49,40,50,55,19,56,22,6,42,41,45,27,21,28,35,48,53,38,60,56,41,18,37,34,61,22,30,32,20,58,45,8,40,40,56,36,30,55,31,47,22,22,53,49,55,28,58,18,29,41,23,20,50,38,22,42,44
27,14,20,25,36,0,64,50,38,70,73,68,91,13,31,60,13,21,69,85,92,77,88,14,85,73,62,31,27,72,25,55,52,79,62,32,68,57,11,57,29,77,87,50,78,47,29,71,56,82,44,43,62,55,20,16,73,97,83,39,42,48,30,98,44,9,20,16,90,36,28,71,75,92,26,44,89,67,77,54,45,90,85,91,47,94,32,65,74,23,44,21,75,17,41,77
90,74,83,68,48,64,0,36,62,6,107,11,53,59,66,35,69,85,11,105,83,113,54,52,110,99,26,37,80,65,43,35,60,61,27,68,92,102,71,98,39,26,91,33,102,70,49,85,90,69,76,27,37,13,84,77,71,77,97,88,67,86,34,78,26,65,73,54,95,90,52,31,43,84,80,20,86,61,30,67,71,67,55,62,76,58,66,50,36,67,27,85,58,63,89,80
77,54,71,40,17,50,36,0,29,40,72,47,40,39,36,9,48,68,32,69,52,77,37,46,73,63,15,21,54,31,45,4,23,33,14,37,56,69,61,65,44,32,55,3,65,35,22,49,55,38,43,14,11,23,65,67,36,51,61,58,33,52,36,52,14,46,49,35,60,63,25,22,24,52,54,23,53,26,29,30,36,42,35,41,41,43,36,18,24,40,12,67,28,39,59,45
60,34,55,16,13,38,62,29,0,66,46,71,62,25,9,37,29,48,60,50,54,51,59,43,52,40,44,28,28,35,49,33,14,45,43,10,34,40,50,36,50,61,48,31,44,10,15,33,28,45,14,34,37,48,44,53,35,61,46,30,5,24,45,62,35,30,27,24,51,35,14,51,48,54,28,43,51,31,58,15,9,56,55,59,14,65,9,33,51,17,34,46,41,21,31,39
96,81,90,73,53,70,6,40,66,0,112,12,51,65,71,37,75,92,10,108,83,117,52,58,113,103,28,43,86,67,49,38,63,62,28,73,96,107,77,103,45,23,92,36,105,75,55,88,94,70,81,32,39,18,90,83,73,76,100,93,72,91,40,77,31,72,79,60,97,96,57,31,43,84,85,26,88,63,28,70,75,67,54,61,81,55,72,52,36,72,32,91,59,69,95,82
82,61,80,49,59,73,107,72,46,112,0,118,92,63,46,77,60,69,104,23,61,5,87,84,15,11,86,75,47,56,93,74,48,68,85,44,17,20,82,17,95,102,43,75,15,37,61,30,18,63,33,80,76,94,65,83,50,76,30,36,40,25,90,76,81,64,54,65,43,43,59,90,83,60,48,90,53,57,97,41,36,76,83,83,31,92,45,66,88,51,80,67,67,58,34,44
93,80,87,76,58,68,11,47,71,12,118,0,63,66,75,46,75,90,21,116,94,123,65,55,121,110,38,45,87,77,45,46,70,73,38,77,103,111,74,108,40,35,102,44,113,80,58,96,99,80,86,37,49,24,89,80,82,88,108,96,77,95,37,89,36,71,80,61,106,97,60,42,54,95,87,28,98,72,40,78,81,78,66,73,86,68,75,62,47,75,37,90,70,70,98,92
117,94,111,78,56,91,53,40,62,51,92,63,0,79,72,30,88,107,41,79,41,97,4,86,87,81,31,61,91,36,83,35,49,23,32,73,74,98,102,92,80,28,56,41,80,64,62,62,80,31,73,50,28,47,104,107,42,28,69,92,64,82,72,29,50,86,88,75,60,98,64,22,15,42,91,55,48,36,22,55,66,20,9,12,70,4,71,29,18,78,49,106,25,79,93,50
38,15,32,14,23,13,59,39,25,65,63,66,79,0,19,49,10,28,62,73,79,68,76,20,73,61,52,22,22,58,29,44,38,66,52,20,56,50,25,48,32,69,73,39,66,34,17,58,45,68,32,34,51,48,26,29,59,84,70,32,29,38,30,85,35,7,14,4,77,32,15,61,63,78,21,39,76,54,68,40,32,77,73,79,35,82,20,53,63,12,35,27,62,5,34,64
51,25,46,7,18,31,66,36,9,71,46,75,72,19,0,45,21,39,66,54,63,51,68,39,54,42,51,30,19,44,46,40,24,54,50,1,37,36,42,33,49,68,55,38,47,15,16,39,27,54,13,38,46,53,35,45,43,71,51,22,11,21,44,71,39,22,17,20,58,27,14,58,57,62,19,46,59,40,66,23,13,65,64,68,16,74,0,43,59,8,38,37,50,14,23,47
87,64,81,50,27,60,35,9,37,37,77,46,30,49,45,0,58,78,27,71,48,83,28,55,77,68,8,30,63,30,53,5,28,27,8,46,61,77,71,72,51,24,55,10,69,42,32,52,61,34,51,20,2,23,75,76,36,45,63,67,41,60,43,46,20,56,59,45,60,72,35,13,15,49,63,27,51,25,20,36,44,36,26,33,49,34,45,15,14,50,18,77,24,49,68,45
30,5,25,14,31,13,69,48,29,75,60,75,88,10,21,58,0,19,72,73,84,64,84,26,71,60,62,32,14,64,36,53,44,73,61,21,55,44,22,43,40,78,76,49,65,36,25,59,43,74,31,44,60,58,16,24,64,90,71,25,32,35,39,91,45,4,6,15,79,23,23,71,72,83,13,49,80,60,77,44,34,84,81,86,35,90,21,60,73,12,45,18,69,9,28,68
13,13,11,31,51,21,85,68,48,92,69,90,107,28,39,78,19,0,90,86,102,71,104,35,82,71,81,50,23,83,46,73,62,93,81,38,68,49,19,51,51,97,92,68,77,53,45,75,54,93,46,63,79,76,3,16,83,109,86,32,50,46,52,110,64,21,21,33,95,25,42,90,92,101,22,66,97,79,96,62,51,104,101,106,51,110,39,80,92,30,64,1,88,28,34,85
