node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,order_id,is_dynamic,dynamic_appear_time,transfer_capacity
0,2.7783314967244843,56.267027796320825,0,0,1,0,480,0,-1,0.0,-1.0,
1,55.50911098687548,63.906826247333115,0,1,0,0,480,10,-1,0.0,-1.0,24.0
2,2.962627288679509,53.05188975921301,0,1,0,0,480,12,-1,0.0,-1.0,29.0
3,11.361403974255612,15.597910693528227,0,1,0,0,480,11,-1,0.0,-1.0,24.0
4,21.535487349667047,61.31770705436891,0,1,0,0,480,8,-1,0.0,-1.0,22.0
5,39.00886552892108,8.533742115448028,0,1,0,0,480,6,-1,0.0,-1.0,29.0
69,59.17608615621865,95.94564697250003,-2,0,0,274,389,12,1,,,
7,66.4127478636259,55.74652312110355,2,0,0,236,296,11,1,,,
10,57.90850466309576,37.67928930583959,-3,0,0,36,167,19,2,,,
11,53.899687528478914,15.186241091842733,3,0,0,241,306,16,2,,,
22,78.24083350258016,26.095495777442544,-3,0,0,356,426,14,3,,,
12,67.47534225784977,98.21331800466177,3,0,0,71,139,17,3,,,
24,68.59449862317413,71.68732210673109,-2,0,0,134,268,18,4,,,
13,24.743811517426163,32.31976478316187,2,0,0,57,144,9,4,,,
52,51.56007789650536,59.06763448059532,-2,0,0,286,354,15,5,,,
15,71.9103004055309,13.66731383590658,2,0,0,203,270,16,5,,,
28,90.07981743673962,26.14854366570286,-3,0,0,232,309,12,6,,,
19,20.447472366303167,28.272767515070697,3,0,0,304,374,9,6,,,
83,46.611800025385264,93.68934580090519,-4,0,0,182,267,7,7,,,
21,8.235083368626483,11.567099115398971,4,0,0,205,383,16,7,,,
58,18.289157981497073,26.147032558817386,-3,0,0,226,385,16,8,,,
23,96.34867823467155,96.14049260916092,3,0,0,249,342,13,8,,,
77,64.00290645255289,15.594700393856066,-2,0,0,197,320,9,9,,,
26,50.04556534821065,79.30162112492182,2,0,0,7,103,12,9,,,
16,30.246554249644685,53.86705050648336,-4,0,0,231,406,13,10,,,
30,88.58301746052078,18.34743931396169,4,0,0,286,443,15,10,,,
56,10.422247104014648,46.70092076313214,-3,0,0,144,219,18,11,,,
33,96.14604152433822,67.57685421486536,3,0,0,38,141,5,11,,,
37,42.74293407717954,97.82291189500214,-2,0,0,36,121,16,12,,,
34,59.07022921040811,25.116582062833004,2,0,0,210,290,16,12,,,
51,82.62302779289088,73.7326905192646,-2,0,0,18,96,9,13,,,
35,65.8445402900277,94.56027918015356,2,0,0,129,213,7,13,,,
38,63.38675573250938,32.41067862278152,-3,0,0,89,165,9,14,,,
36,16.328775550279317,98.38086177856292,3,0,0,211,288,19,14,,,
9,51.872508872696486,88.75355612101644,-4,0,0,347,412,12,15,,,
39,37.44439724531515,29.055482711827242,4,0,0,169,247,19,15,,,
60,47.06986554928931,1.8263105122721002,-2,0,0,239,390,17,16,,,
40,33.47770411164446,64.65358657016368,2,0,0,156,328,10,16,,,
53,22.323518274819975,53.24069357108697,-4,0,0,250,352,6,17,,,
41,1.6605105741537285,96.76311587593183,4,0,0,49,193,8,17,,,
63,1.0444781667369507,29.82178768525778,-4,0,0,291,463,19,18,,,
42,76.85280549977632,94.10092950547376,4,0,0,18,119,18,18,,,
71,65.09347319025414,2.1112125523090053,-4,0,0,269,432,15,19,,,
43,71.75430606957453,48.10336585170709,4,0,0,81,203,11,19,,,
8,40.76861665315806,92.76767888965325,-4,0,0,287,431,15,20,,,
44,18.972745554670954,51.63215475414458,4,0,0,212,346,13,20,,,
72,42.54182773683377,40.96466323595017,-3,0,0,299,392,7,21,,,
45,71.16955497571892,85.4182697316131,3,0,0,91,266,14,21,,,
62,41.23399357926266,36.031719202584235,-4,0,0,111,173,5,22,,,
46,32.41310911793182,51.048079674339505,4,0,0,100,199,5,22,,,
68,11.99361107017638,52.30572978088127,-4,0,0,192,353,19,23,,,
47,61.99808629150263,58.85928151136209,4,0,0,285,432,12,23,,,
29,72.17205113769877,65.1339937579549,-4,0,0,227,329,9,24,,,
48,5.237277677739893,48.339383254268974,4,0,0,346,435,13,24,,,
67,98.30243032524896,37.15968002613565,-4,0,0,43,219,13,25,,,
49,80.90313072396111,80.23038390415948,4,0,0,82,178,5,25,,,
6,28.901325813619472,7.66213274918961,-3,0,0,216,385,14,26,,,
50,50.71421952334765,95.23563824024377,3,0,0,250,396,5,26,,,
27,77.46781034227442,89.87706627998243,-3,0,0,319,405,15,27,,,
55,95.1148303091929,24.475214893346642,3,0,0,323,400,7,27,,,
20,44.44834844644162,69.55029638068156,-3,0,0,227,336,14,28,,,
57,68.607353791799,19.51518675582121,3,0,0,275,396,15,28,,,
80,74.34869527878737,22.714860426811345,-4,0,0,186,328,5,29,,,
59,30.271738804423865,24.620005278220447,4,0,0,192,318,14,29,,,
17,58.957740465832146,53.66302213422235,-2,0,0,39,198,15,30,,,
61,8.751669408653406,72.93644723926,2,0,0,221,383,18,30,,,
81,80.92303917375048,60.99226714037415,-3,0,0,247,314,13,31,,,
64,82.11863754087236,34.03672646902819,3,0,0,153,303,10,31,,,
75,51.51105476965253,82.05361672715557,-2,0,0,253,399,13,32,,,
65,96.36934535128172,38.995894354309456,2,0,0,79,210,19,32,,,
14,40.60915016164832,48.34825924315631,-2,0,0,74,218,6,33,,,
66,46.412890128459885,80.19094699754497,2,0,0,84,212,6,33,,,
86,82.22074993042553,46.33865494250503,-4,0,0,272,337,17,34,,,
70,41.39225155141535,9.081039804867896,4,0,0,198,332,6,34,,,
73,25.48190862993588,96.43090562840882,-2,0,0,37,108,12,35,,,
74,40.34084145899768,89.47071146961419,2,0,0,258,336,15,35,,,
31,73.9792576500326,42.333211051105934,-3,0,0,342,468,11,36,,,
76,45.13952226603575,99.1537186462786,3,0,0,240,304,17,36,,,
18,43.54888955385587,71.14750570020651,-4,0,0,97,249,17,37,,,
78,0.6430822092133193,92.89003666259286,4,0,0,181,264,11,37,,,
32,39.4485517104363,3.579098191066621,-2,0,0,287,351,18,38,,,
79,68.68008302128517,10.6290671006532,2,0,0,229,323,10,38,,,
54,52.60218124724651,20.276246357229056,-2,0,0,79,252,12,39,,,
82,12.365997833817566,7.094912925038821,2,0,0,132,200,8,39,,,
25,65.10002248370924,17.733093707707038,-4,0,0,252,402,10,40,,,
84,56.46326962448932,75.91088655687628,4,0,0,186,256,9,40,,,
