0,52,13,102,11,61,10,71,96,62,60,94,98,80,83,92,86,9,83,107,70,47,79,23,62,110,40,81,57,92,83,47,1,49,16,58,84,49,71,38,54,38,81,85,88,31,39,60,38,72,66,32,89,76,64,67,89,78,58,75,43,27,27,60,91,54,27,40,30,75,29,93,40,100,58,79
52,0,49,68,57,50,47,44,67,38,65,42,47,28,34,57,68,50,85,58,53,18,28,51,71,63,25,37,21,56,63,9,52,53,45,18,54,6,19,20,49,20,34,39,39,57,24,13,46,22,19,54,43,74,47,19,78,32,26,73,36,31,25,35,46,59,56,45,32,48,27,48,12,55,70,46
13,49,0,90,25,48,22,60,84,51,46,92,94,75,76,81,73,4,69,100,58,40,77,9,49,101,31,73,60,82,71,42,15,35,4,51,73,48,66,41,41,40,75,77,88,17,43,54,24,71,66,19,90,62,51,61,75,79,49,61,31,19,28,50,82,40,14,26,37,63,33,94,38,92,45,68
102,68,90,0,112,45,104,30,9,39,60,73,56,55,44,11,29,94,60,42,34,58,71,84,65,33,62,34,88,12,25,64,103,61,86,51,17,75,57,88,52,87,41,36,84,82,91,55,68,75,77,78,92,51,39,51,40,85,46,52,59,74,86,41,29,61,86,65,98,26,91,97,76,29,69,23
11,57,25,112,0,72,10,81,107,72,72,98,105,86,90,102,97,21,95,114,82,56,83,35,74,118,50,90,59,102,95,54,10,60,28,67,95,53,77,41,66,40,89,93,90,42,40,67,50,75,70,44,90,88,75,75,101,81,68,87,54,38,32,71,99,66,38,51,30,86,31,94,45,109,70,89
61,50,48,45,72,0,66,18,37,14,19,80,72,59,52,38,24,52,35,69,10,32,70,40,26,66,28,43,71,39,22,41,62,16,44,35,28,54,53,62,6,61,49,48,84,38,65,42,23,68,67,34,90,24,6,44,30,79,26,23,19,36,54,17,49,17,41,21,67,20,60,95,50,57,28,28
10,47,22,104,10,66,0,73,99,64,67,88,94,76,80,93,90,19,91,104,75,46,73,32,71,108,41,80,49,93,88,44,9,56,23,57,86,43,67,31,60,30,79,83,81,40,31,57,44,65,60,41,81,83,67,65,95,71,59,82,47,30,22,62,90,61,36,46,21,78,21,84,35,99,67,81
71,44,60,30,81,18,73,0,25,8,37,65,55,44,36,21,25,63,48,50,12,29,57,54,44,47,31,25,65,22,19,37,72,34,56,26,13,49,40,61,24,60,32,30,72,53,64,32,38,57,58,49,78,37,12,32,36,68,18,38,28,43,56,10,30,36,56,35,69,4,62,83,48,38,47,9
96,67,84,9,107,37,99,25,0,34,51,77,61,58,47,12,20,88,51,49,27,55,74,77,56,40,57,36,87,15,16,62,97,53,80,49,12,73,58,85,44,85,43,39,87,75,89,54,61,76,78,71,95,42,32,51,31,86,42,43,53,69,82,36,34,53,78,58,94,21,88,99,73,36,60,20
62,38,51,39,72,14,64,8,34,0,33,66,58,44,38,30,29,54,48,56,14,22,56,45,40,54,23,29,60,31,25,31,63,27,47,22,22,44,39,54,18,53,35,34,71,45,57,29,29,55,55,41,77,37,8,30,39,66,13,37,19,34,48,3,36,30,47,27,61,13,54,82,42,45,42,18
60,65,46,60,72,19,67,37,51,33,0,99,91,77,72,55,33,50,23,88,26,47,88,36,6,84,39,63,85,57,35,55,61,12,44,52,45,68,71,72,16,71,68,67,102,30,75,60,23,85,83,27,107,16,25,63,31,96,44,15,28,42,62,35,68,6,34,22,75,38,68,112,62,76,9,47
94,42,92,73,98,80,88,65,77,66,99,0,19,21,30,64,88,93,114,37,78,55,14,93,106,49,65,41,41,62,82,50,94,90,88,46,68,44,27,57,82,58,34,38,14,98,58,40,86,22,28,95,22,103,75,35,101,21,54,103,74,73,66,63,43,94,98,84,69,68,66,25,53,45,106,60
98,47,94,56,105,72,94,55,61,58,91,19,0,18,19,48,75,96,103,18,67,54,26,93,98,29,64,29,54,46,69,51,99,84,90,43,55,51,27,66,76,66,23,24,33,97,68,39,83,34,39,93,41,92,66,32,88,38,49,93,70,74,72,56,27,88,97,80,78,56,74,44,59,27,100,48
