node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,transfer_capacity,is_dynamic,dynamic_appear_time,order_id
4,58.39289768666562,63.356788522393614,3,0,0,329,410,13,,0.0,-1.0,1
5,37.89141312731049,28.08880505190937,2,0,0,208,343,9,,1.0,-1.0,2
6,20.691014297126976,43.8872125049048,-3,0,0,306,446,17,,1.0,-1.0,3
7,2.256101983180303,0.8706199486955946,3,0,0,333,412,11,,1.0,-1.0,4
8,79.77672529055006,53.035848393337815,-1,0,0,38,209,17,,0.0,407.0,5
9,78.1211716669512,11.39265713836659,2,0,0,178,350,7,,0.0,-1.0,6
10,81.53321738871693,92.27380972737245,1,0,0,276,375,15,,0.0,290.0,7
11,53.33735485490369,10.543704251214924,-2,0,0,14,105,5,,1.0,366.0,8
12,12.324954737250449,19.41824915687791,1,0,0,134,289,16,,0.0,33.0,9
13,18.52595333111352,94.48701098272653,2,0,0,164,326,14,,0.0,292.0,10
14,80.02946556341385,31.814182440438998,3,0,0,110,256,13,,0.0,-1.0,11
15,81.6576802456731,77.21351380942271,1,0,0,322,384,13,,0.0,-1.0,12
16,35.526489193152855,2.9985016520006402,-2,0,0,35,102,13,,0.0,-1.0,13
17,0.8745017430682123,32.56233527280119,-1,0,0,138,317,10,,0.0,149.0,14
18,4.539539478712151,12.109504219241419,1,0,0,332,420,18,,1.0,236.0,15
19,25.44395140404726,17.902154164075725,-2,0,0,242,307,17,,1.0,-1.0,16
20,14.477242576634131,26.214308934797725,2,0,0,359,422,17,,0.0,-1.0,17
21,73.68922000130857,44.443581462962676,-3,0,0,36,182,18,,1.0,-1.0,18
22,66.3200817106832,92.87611525147767,-1,0,0,138,276,17,,0.0,-1.0,19
23,0.1354541504319018,95.12497734111847,-2,0,0,127,295,9,,0.0,-1.0,20
24,27.913975268139623,28.750784348263526,2,0,0,351,422,13,,0.0,-1.0,21
25,62.94090704062633,36.08546958881491,-3,0,0,268,364,14,,0.0,-1.0,22
26,8.04580390686047,71.14475720212758,3,0,0,123,282,10,,0.0,-1.0,23
27,18.31882268905011,92.93718709938338,1,0,0,114,225,19,,0.0,-1.0,24
28,98.78636981639579,18.122360940082626,-3,0,0,197,366,18,,1.0,-1.0,25
29,75.36861785943232,99.18234955667761,1,0,0,266,357,14,,0.0,122.0,26
30,95.5307465870836,56.491482403960156,2,0,0,213,386,18,,0.0,-1.0,27
31,31.202736856787272,1.166367986285266,-3,0,0,241,376,19,,1.0,-1.0,28
32,89.82356448325574,3.5594748854527625,-1,0,0,121,181,8,,0.0,-1.0,29
33,57.642213838037904,18.61494396228941,3,0,0,325,436,10,,0.0,-1.0,30
34,24.198314009643962,2.335162321771478,2,0,0,58,224,18,,0.0,-1.0,31
35,3.6906304893151054,35.02057007523152,-2,0,0,45,188,11,,1.0,-1.0,32
36,87.75600137691922,56.58333124646825,2,0,0,98,210,8,,0.0,-1.0,33
37,53.830649033879276,62.03022419783289,-2,0,0,216,375,14,,0.0,-1.0,34
38,53.53336780497288,30.4244553696113,1,0,0,123,294,15,,1.0,91.0,35
39,87.99703485894152,47.56033157124783,-3,0,0,201,284,13,,0.0,-1.0,36
40,75.26517371990184,91.20457491909109,-3,0,0,137,201,10,,1.0,-1.0,37
41,0.3727309771103138,47.813759372987576,-1,0,0,73,250,7,,0.0,322.0,38
42,60.46157006149505,50.23930104410894,-1,0,0,0,122,9,,1.0,-1.0,39
43,90.24157342553502,94.00481084041465,3,0,0,27,115,5,,0.0,129.0,40
44,13.42895409901298,30.246179127692418,3,0,0,188,329,7,,0.0,-1.0,41
45,26.387970557658214,49.67681391733496,-1,0,0,219,323,16,,0.0,-1.0,42
46,38.21050550585493,35.92161884737733,2,0,0,142,306,10,,1.0,-1.0,43
47,53.390072899031956,49.00664563133621,-3,0,0,109,225,7,,1.0,-1.0,44
48,46.53753335023764,11.321396633111892,1,0,0,288,466,6,,0.0,-1.0,45
49,53.926621354970564,5.8960616604662786,1,0,0,320,486,11,,0.0,-1.0,46
50,61.634935911128906,62.34377234423626,3,0,0,111,200,5,,1.0,-1.0,47
51,26.059061497494884,13.531281886287228,-3,0,0,326,497,17,,0.0,-1.0,48
52,79.82746811536583,77.0382799762539,2,0,0,195,271,7,,0.0,-1.0,49
