node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,transfer_capacity,is_dynamic,dynamic_appear_time,order_id
6,51.09458067443404,5.587744724596789,3,0,0,337,420,16,,1.0,-1.0,1
7,42.66737739784704,25.341266633190116,-1,0,0,284,375,10,,0.0,-1.0,2
8,21.21179559510349,26.3907132970594,2,0,0,148,317,13,,0.0,-1.0,3
9,10.539874686430418,7.66478551391645,-1,0,0,182,244,16,,0.0,-1.0,4
10,59.58454810543553,94.78307205417747,2,0,0,350,508,16,,0.0,-1.0,5
11,80.474006847875,83.38986528046706,3,0,0,348,459,18,,0.0,-1.0,6
12,73.50816013517625,95.59828049176664,-3,0,0,109,171,6,,0.0,-1.0,7
13,95.05504797205695,77.83031116414178,2,0,0,8,129,5,,0.0,-1.0,8
14,71.59462585798083,30.527951653609662,-2,0,0,35,113,15,,1.0,261.0,9
15,9.116639255243374,9.28679740087489,-2,0,0,114,251,15,,0.0,-1.0,10
16,73.62610760106546,2.8373860781731763,-3,0,0,198,266,6,,0.0,-1.0,11
17,81.64092489684818,36.647644921471624,-3,0,0,192,326,11,,1.0,-1.0,12
18,19.208053901730327,40.758850468721654,-3,0,0,358,489,5,,0.0,-1.0,13
19,70.32722274596634,27.511061392699176,2,0,0,46,108,12,,0.0,-1.0,14
20,17.361837528708225,73.78842771016446,-3,0,0,160,242,6,,0.0,-1.0,15
21,88.06813047434477,58.554480039640445,-3,0,0,351,476,11,,1.0,68.0,16
22,52.3855581242303,75.48754506776693,-2,0,0,99,249,5,,1.0,-1.0,17
23,73.26465306143461,0.6278402546455841,1,0,0,171,261,5,,0.0,82.0,18
24,28.18444986563511,93.20129912766036,-3,0,0,102,254,13,,0.0,290.0,19
25,96.0202167036915,51.02871569981421,1,0,0,31,96,9,,0.0,398.0,20
26,56.009001518431056,0.06565214592899604,2,0,0,316,394,8,,0.0,-1.0,21
27,67.23400158582125,21.24358475171372,3,0,0,347,460,17,,1.0,-1.0,22
28,12.791188692431332,30.46841299375331,-2,0,0,17,189,18,,0.0,259.0,23
29,66.48921890525385,43.63333711796991,-1,0,0,61,222,17,,0.0,30.0,24
30,34.90582871819876,72.68077059418844,-2,0,0,39,170,5,,0.0,-1.0,25
31,81.37200898216089,86.92024680654617,2,0,0,204,330,11,,0.0,-1.0,26
32,44.475281605071196,71.78279218533818,3,0,0,231,335,10,,0.0,-1.0,27
33,88.52134030553553,90.89063990198505,-3,0,0,129,247,18,,0.0,-1.0,28
34,49.21213853412676,35.53265627329415,3,0,0,310,463,10,,0.0,-1.0,29
35,90.01860712581113,26.143046826483996,1,0,0,198,346,12,,1.0,-1.0,30
36,79.68474418772212,90.86549016407692,-1,0,0,236,305,16,,0.0,-1.0,31
37,73.97187996647249,67.98601634192724,2,0,0,55,216,10,,1.0,-1.0,32
38,5.067715979008691,20.347298970090012,-1,0,0,215,304,13,,1.0,-1.0,33
39,66.65696248000978,78.51955883038147,-2,0,0,24,136,8,,1.0,-1.0,34
40,6.3390973387009275,1.9059453717370611,-2,0,0,86,258,14,,0.0,-1.0,35
41,31.151257388927846,64.49550750930727,-2,0,0,281,443,9,,0.0,-1.0,36
42,51.204264302065305,0.8359315706361947,-1,0,0,152,318,14,,0.0,378.0,37
43,15.161216846664683,75.22008548008772,-1,0,0,146,234,6,,0.0,272.0,38
44,29.76617050709268,11.718870818222282,-2,0,0,221,356,8,,0.0,-1.0,39
45,5.086342588132675,85.04422209799141,-2,0,0,155,248,9,,0.0,-1.0,40
46,47.166599635693494,50.36786464191012,2,0,0,340,421,15,,0.0,-1.0,41
47,6.134125411261849,48.85799251767631,2,0,0,338,489,11,,0.0,-1.0,42
48,64.57731545733473,12.279864656277372,2,0,0,163,330,18,,0.0,55.0,43
49,90.25157121201534,78.33479731354672,2,0,0,214,373,19,,0.0,-1.0,44
50,80.18850832568266,53.653307711362274,-2,0,0,122,243,16,,0.0,-1.0,45
51,33.3921880978496,64.045222226076,3,0,0,73,198,5,,0.0,-1.0,46
52,22.53701480371012,13.688471703078209,1,0,0,122,226,16,,0.0,-1.0,47
53,53.83306182832632,47.86261881556773,3,0,0,37,113,9,,1.0,-1.0,48
54,15.028239560170775,53.040387279517375,3,0,0,354,417,7,,0.0,-1.0,49
55,54.646827091752456,87.1514775453142,-2,0,0,187,356,8,,0.0,-1.0,50
56,75.92100563079948,21.756566445810442,-3,0,0,83,232,8,,0.0,-1.0,51
57,81.79320218774086,96.90141620150442,1,0,0,202,332,11,,0.0,-1.0,52
58,71.66195126337138,78.70031577730914,-3,0,0,238,307,13,,0.0,-1.0,53
59,26.642981302169666,99.1902549194355,2,0,0,23,156,11,,0.0,261.0,54
60,17.639454246828524,75.08600739333751,-2,0,0,89,214,6,,0.0,-1.0,55
61,39.52192973075257,35.68690670710145,2,0,0,82,242,13,,1.0,-1.0,56
62,28.5159229625653,44.10607968850203,2,0,0,128,301,11,,0.0,-1.0,57
63,79.08746030842686,94.09725800629128,3,0,0,136,294,10,,0.0,-1.0,58
64,41.623824346247176,65.16716409854394,-1,0,0,347,431,12,,1.0,82.0,59
65,78.82241430327579,9.973616866687552,-3,0,0,61,218,13,,0.0,229.0,60
66,96.05436666283985,21.163346480147304,-1,0,0,165,312,19,,0.0,-1.0,61
67,91.50793031915295,98.66028477291377,-3,0,0,37,215,17,,0.0,-1.0,62
68,10.040460639438342,89.2747273285359,1,0,0,282,458,5,,1.0,-1.0,63
69,64.09092736996982,81.7926736337371,2,0,0,189,262,16,,0.0,-1.0,64
70,10.909765649607916,83.42619812202595,-1,0,0,51,122,14,,0.0,-1.0,65
71,62.60343186716486,51.06187156501921,2,0,0,119,278,13,,0.0,155.0,66
72,56.003268015700044,74.4467681953352,2,0,0,184,265,15,,0.0,-1.0,67
73,29.763672903800785,94.3477242061114,2,0,0,326,444,13,,0.0,-1.0,68
74,30.76365718411258,87.70801479959655,-1,0,0,99,231,14,,0.0,-1.0,69
75,1.2111493606326018,91.64800657304576,3,0,0,259,382,5,,0.0,-1.0,70
76,85.1577819736952,12.418042279160424,-3,0,0,313,404,10,,1.0,-1.0,71
77,73.6922930315346,37.41150819912797,2,0,0,219,300,19,,0.0,-1.0,72
78,47.97782678089779,6.859323921840222,2,0,0,53,191,19,,0.0,-1.0,73
79,21.257379206446238,95.36460345830929,-3,0,0,331,505,7,,0.0,-1.0,74
80,41.79504870553398,2.6030346896862455,-2,0,0,323,444,7,,1.0,268.0,75
81,51.50781092037208,99.46991336135659,-3,0,0,169,290,12,,0.0,202.0,76
82,33.282062688907764,14.121356289142406,-1,0,0,303,447,9,,0.0,-1.0,77
83,64.3553428729538,91.98243412155594,-3,0,0,171,277,8,,0.0,175.0,78
84,85.9149431165945,65.69875165101887,1,0,0,342,403,16,,1.0,371.0,79
85,18.41474556501549,78.43598646390868,2,0,0,144,246,11,,0.0,-1.0,80
86,82.32219546624808,84.95477804883542,1,0,0,194,262,5,,0.0,-1.0,81
87,40.39413075126493,40.885894480386376,-2,0,0,142,276,13,,1.0,-1.0,82
88,15.515710544528504,77.26867637390882,1,0,0,201,333,9,,0.0,-1.0,83
89,73.72262260874119,9.97497140424628,-1,0,0,126,201,5,,0.0,-1.0,84
