0,35,7,116,95,62,20,89,80,89,82,18,47,51,112,50,7,91,70,20,62,65,73,81,63,92,63,91,8,62,66,77,38,93,53,49,23,39,85,43,35,48,54,20,56,75,89,82,24,47,33,40,101,67,35,86,91,81,113,86,68,28,33,43,66,98,51,56,78,52,75,64,90,61,51,72,59,74,79,80,85,55,26,94,34
35,0,32,90,83,44,30,60,67,57,54,31,27,53,89,62,34,67,37,19,28,53,42,45,28,69,73,61,27,32,39,44,41,69,28,17,14,45,89,8,12,22,34,22,20,72,86,49,46,53,56,4,77,47,40,92,87,48,88,78,35,8,47,47,53,80,25,54,87,18,41,48,92,39,43,37,67,69,46,55,59,29,40,72,33
7,32,0,110,88,55,13,83,72,84,76,11,40,44,106,44,13,85,69,21,61,58,68,77,61,86,57,86,6,56,60,72,31,87,48,45,19,32,79,40,30,42,48,22,53,68,82,77,19,40,28,37,94,60,28,80,84,80,107,79,67,24,27,36,59,91,46,49,72,50,71,57,83,54,44,70,53,67,75,74,78,49,19,87,27
116,90,110,0,47,55,98,29,51,38,35,100,69,81,12,96,119,25,89,108,86,58,49,66,78,24,96,30,109,57,51,50,86,23,63,72,95,88,87,85,82,69,61,111,79,70,71,46,108,87,111,86,16,50,89,94,67,92,6,59,90,92,99,86,57,32,66,75,99,87,57,55,85,55,69,81,91,68,51,35,31,62,99,26,85
95,83,88,47,0,39,75,47,16,62,47,77,56,47,36,59,100,35,101,95,95,31,59,85,87,31,54,54,90,58,49,64,58,32,56,70,80,57,40,83,71,61,48,99,84,27,24,66,78,52,78,82,34,37,60,47,19,108,41,13,101,81,67,54,30,15,59,41,52,90,72,34,37,44,44,95,50,25,69,40,39,55,71,26,61
62,44,55,55,39,0,42,32,24,41,26,44,17,30,50,45,65,30,64,57,57,11,29,54,50,31,50,38,55,22,15,35,30,32,17,31,42,33,55,43,32,21,9,61,46,35,47,39,52,35,56,42,39,5,33,60,46,73,52,36,64,42,44,32,11,37,19,25,60,51,41,5,56,6,15,59,44,31,40,21,25,16,43,32,29
20,30,13,98,75,42,0,71,59,74,65,2,29,31,93,34,26,72,68,27,59,44,59,72,57,73,47,75,16,47,49,63,18,74,37,38,16,20,67,38,23,33,36,30,50,55,69,69,15,28,25,34,82,47,15,68,71,78,94,66,66,22,18,23,45,78,36,35,62,49,64,44,71,42,31,67,42,53,67,62,67,38,9,74,13
89,60,83,29,47,32,71,0,41,14,6,74,42,62,31,78,90,12,61,79,58,40,19,41,49,17,81,6,81,28,22,21,63,16,35,43,66,66,80,56,53,40,35,82,50,60,67,20,83,67,89,57,20,27,65,86,64,66,28,54,62,63,76,65,39,35,37,57,88,57,30,34,79,29,47,54,75,56,25,11,8,33,75,22,60
80,67,72,51,16,24,59,41,0,54,38,61,40,33,41,47,84,31,88,79,81,15,48,74,73,28,45,48,74,45,36,53,42,30,41,55,64,43,38,68,55,45,33,83,70,19,26,56,63,39,65,66,35,23,45,45,23,96,45,13,88,65,53,40,14,21,44,27,48,75,61,19,38,29,28,82,40,16,59,31,32,40,56,25,45
89,57,84,38,62,41,74,14,54,0,15,76,45,71,43,86,90,27,50,76,48,50,15,28,40,31,91,8,81,27,26,13,69,30,36,40,66,72,92,51,53,41,40,79,43,72,80,8,88,75,94,53,33,37,71,99,77,53,39,67,51,62,82,72,50,49,38,66,99,50,19,44,92,36,55,43,85,68,13,23,22,35,79,37,65
82,54,76,35,47,26,65,6,38,15,0,67,35,56,36,72,84,15,58,72,53,35,14,38,45,19,76,11,74,21,15,18,56,18,28,36,59,59,76,49,47,33,29,75,45,56,64,18,77,61,83,50,24,22,59,83,62,63,34,52,58,56,70,59,34,36,30,52,84,52,26,29,76,23,41,51,70,53,22,7,8,26,68,24,54
18,31,11,100,77,44,2,74,61,76,67,0,31,33,95,35,24,75,69,27,60,47,61,74,58,76,48,77,15,49,51,65,19,77,40,40,17,21,68,39,25,35,38,29,51,57,71,71,14,30,24,35,84,50,17,70,73,79,97,68,67,23,18,25,47,80,38,37,63,50,66,46,73,45,33,68,43,55,69,64,69,41,10,77,15
47,27,40,69,56,17,29,42,40,45,35,31,0,32,66,45,49,44,53,40,45,26,30,48,39,46,54,45,39,18,19,35,25,46,8,18,26,29,65,27,15,6,8,44,33,47,60,40,42,35,49,26,54,21,27,70,60,63,66,52,52,25,37,30,26,54,8,31,67,37,37,21,68,14,18,49,48,44,39,33,38,9,34,48,20
51,53,44,81,47,30,31,62,33,71,56,33,32,0,73,15,58,57,85,58,77,23,58,80,72,56,22,68,48,49,45,64,14,58,40,50,43,11,36,57,41,39,32,60,65,23,37,69,31,6,32,55,64,34,16,39,40,95,76,36,84,47,20,8,24,54,40,5,34,68,69,28,40,35,15,82,15,22,69,51,54,40,25,55,20
112,89,106,12,36,50,93,31,41,43,36,95,66,73,0,88,116,22,93,106,89,51,51,71,81,20,87,35,106,57,49,53,80,19,61,72,92,81,76,85,80,67,58,109,81,60,60,51,101,79,105,86,12,45,82,83,55,97,6,48,94,90,92,79,50,21,64,67,88,89,61,49,73,51,63,86,82,58,56,34,29,60,93,18,80
50,62,44,96,59,45,34,78,47,86,72,35,45,15,88,0,57,73,96,62,88,39,73,94,84,72,13,84,50,63,60,79,21,73,54,62,49,17,36,67,51,52,46,64,77,32,43,84,25,11,21,64,80,50,21,36,47,107,92,46,95,54,16,15,39,68,54,21,28,78,83,43,41,50,31,94,9,33,84,67,70,54,24,70,28
7,34,13,119,100,65,26,90,84,90,84,24,49,58,116,57,0,94,67,16,59,70,74,79,61,96,70,93,10,63,68,77,44,96,55,49,24,46,92,41,36,50,57,15,54,81,95,82,32,54,40,38,104,70,41,93,98,77,116,92,65,28,40,49,70,102,53,62,85,49,75,68,97,64,56,69,66,80,79,83,87,57,33,98,39
91,67,85,25,35,30,72,12,31,27,15,75,44,57,22,73,94,0,73,84,68,34,29,53,60,4,75,19,84,35,27,33,61,3,39,50,70,63,70,63,58,45,36,87,60,51,56,32,82,63,87,64,10,25,64,77,52,78,22,43,73,68,74,62,33,22,41,52,79,67,41,30,69,30,45,66,69,47,37,11,7,37,74,9,60
70,37,69,89,101,64,68,61,88,50,58,69,53,85,93,96,67,73,0,50,8,76,43,23,14,77,107,58,63,42,51,40,75,76,47,35,51,79,118,30,45,46,57,52,19,99,111,42,83,86,93,33,82,65,75,123,111,10,90,101,2,45,84,81,76,93,46,84,120,18,31,70,120,58,71,7,100,96,37,63,65,48,77,82,68
20,19,21,108,95,57,27,79,79,76,72,27,40,58,106,62,16,84,50,0,43,64,61,63,45,86,75,80,14,50,57,63,44,86,44,36,15,47,94,26,26,39,49,3,38,80,94,68,40,55,49,23,94,62,42,96,96,61,106,89,48,15,45,50,65,95,42,60,90,33,60,61,98,55,52,53,69,78,65,72,77,46,37,89,37
62,28,61,86,95,57,59,58,81,48,53,60,45,77,89,88,59,68,8,43,0,69,38,24,8,72,98,55,55,36,45,36,66,72,40,27,43,71,110,21,37,38,49,45,11,91,104,39,75,78,84,24,78,58,67,115,104,19,87,94,7,37,75,73,69,88,38,76,111,10,29,62,113,51,63,9,92,88,34,58,61,41,68,77,59
65,53,58,58,31,11,44,40,15,50,35,47,26,23,51,39,70,34,76,64,69,0,40,65,62,33,41,46,60,34,27,46,29,34,28,42,49,30,43,53,40,31,19,67,57,23,35,50,51,29,53,52,41,13,32,49,35,85,53,26,76,50,41,28,0,33,30,17,49,62,53,6,44,18,13,71,35,19,52,28,31,27,43,32,31
73,42,68,49,59,29,59,19,48,15,14,61,30,58,51,73,74,29,43,61,38,40,0,26,30,33,80,19,65,11,13,5,55,33,21,24,50,58,84,36,37,25,26,64,30,64,74,10,73,62,80,38,39,27,56,90,72,49,48,62,44,46,67,58,40,50,22,55,89,38,13,33,85,23,42,36,73,60,11,20,22,20,64,38,50
