node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,transfer_capacity,is_dynamic,dynamic_appear_time,order_id
6,55.90206687505268,25.271549057184252,2,0,0,330,491,17,,1.0,-1.0,1
7,54.75391138196709,4.428449424348679,-1,0,0,260,430,17,,1.0,-1.0,2
8,83.41373704777799,56.599937447120666,-3,0,0,175,327,18,,0.0,-1.0,3
9,65.17172095154652,20.093912994832685,-1,0,0,22,159,15,,1.0,-1.0,4
10,55.813447684389395,53.06368903445357,-2,0,0,348,465,13,,1.0,-1.0,5
11,61.96309472564977,84.74200512678578,3,0,0,44,193,19,,1.0,207.0,6
12,76.45384605750658,54.687440906634976,-1,0,0,55,173,13,,0.0,-1.0,7
13,89.34030873387077,35.841834820978576,3,0,0,93,166,13,,0.0,-1.0,8
14,49.25508200736978,64.94340036514784,-1,0,0,282,402,10,,0.0,-1.0,9
15,44.07666896680842,36.141821371645996,1,0,0,116,280,7,,0.0,395.0,10
16,11.239425169604967,63.589947775826026,-2,0,0,122,241,18,,0.0,-1.0,11
17,19.260636530923293,13.825497628512872,2,0,0,235,390,10,,0.0,196.0,12
18,18.215289237959766,68.84804969054397,3,0,0,104,179,10,,0.0,-1.0,13
19,13.835923341665723,97.62360118111401,1,0,0,36,135,19,,0.0,405.0,14
20,75.85413763981187,39.27347078804657,-1,0,0,85,183,15,,0.0,121.0,15
21,59.328275207698475,0.7626643105267505,2,0,0,328,468,6,,0.0,-1.0,16
22,84.45319362289763,27.121156902987064,-1,0,0,84,206,6,,1.0,-1.0,17
23,7.188370485827534,75.81189005187964,-2,0,0,144,322,8,,0.0,-1.0,18
24,32.95816626446961,56.75411582031937,2,0,0,106,174,19,,0.0,205.0,19
25,84.40315493019054,77.5931360659445,2,0,0,257,374,10,,0.0,-1.0,20
26,33.683679236683005,86.86965865295402,-3,0,0,186,342,19,,0.0,-1.0,21
27,38.88499144932071,50.00238218891654,2,0,0,188,333,5,,1.0,202.0,22
28,61.245867014890095,7.098082093539471,-3,0,0,65,222,10,,0.0,-1.0,23
29,59.716383628695645,57.7417240826384,-2,0,0,253,355,5,,1.0,-1.0,24
30,87.34944749195748,35.366387298681225,-2,0,0,319,409,18,,1.0,-1.0,25
31,24.218867800779588,47.65145262728119,1,0,0,84,255,12,,0.0,-1.0,26
32,68.73316495357487,56.18942373095669,2,0,0,80,242,12,,0.0,349.0,27
33,13.820667198300285,34.789162977885745,-2,0,0,356,525,19,,0.0,-1.0,28
34,6.37857634323259,73.93263135066618,-3,0,0,81,190,16,,0.0,-1.0,29
35,88.29483228313944,4.567300488093695,-2,0,0,331,460,5,,1.0,-1.0,30
36,52.54274910525516,56.59800333751811,-1,0,0,169,338,19,,0.0,-1.0,31
37,43.88278810014493,50.27337357677981,2,0,0,186,272,12,,1.0,162.0,32
