node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,transfer_capacity,is_dynamic,dynamic_appear_time,order_id
6,66.2965392811886,54.67734509950647,-1,0,0,0,123,5,,0.0,-1.0,1
7,4.850884705099356,91.96720842164606,-3,0,0,173,341,16,,0.0,287.0,2
8,17.795739357475405,45.152885593918604,-2,0,0,220,302,19,,0.0,-1.0,3
9,94.7597201228367,24.7333201435208,3,0,0,22,198,17,,0.0,410.0,4
10,2.2164548539860607,49.0049824927412,1,0,0,203,292,14,,1.0,-1.0,5
11,22.393119604021315,58.202752320463034,-3,0,0,358,424,18,,0.0,-1.0,6
12,81.7108112676771,51.12199156446098,1,0,0,44,141,8,,0.0,152.0,7
13,64.50293448834077,66.61523958274078,-1,0,0,192,269,6,,0.0,-1.0,8
14,82.05344966050687,68.7926808978413,-1,0,0,169,277,5,,0.0,-1.0,9
15,97.61721517915817,45.62112530893672,-1,0,0,34,181,16,,0.0,-1.0,10
16,5.025837352701535,39.402690348224866,-1,0,0,42,109,6,,1.0,-1.0,11
17,83.9878042653229,13.306765337133585,3,0,0,134,267,16,,0.0,-1.0,12
18,73.5939852580397,53.56614582921287,-1,0,0,179,251,16,,0.0,-1.0,13
19,90.06660970763872,73.11896667182012,-2,0,0,306,423,15,,1.0,-1.0,14
20,66.0524110566053,88.68779292983335,-3,0,0,43,138,13,,0.0,-1.0,15
21,90.82199272930845,38.49167044353056,1,0,0,6,159,16,,1.0,-1.0,16
22,92.78473118440532,5.46980018628177,2,0,0,20,177,18,,1.0,-1.0,17
23,76.25666278868462,33.65309421156832,1,0,0,221,309,9,,0.0,234.0,18
24,48.73969455657107,83.5749886014123,-2,0,0,35,189,11,,0.0,113.0,19
25,63.70387238658145,45.74910245334291,-2,0,0,164,295,8,,0.0,-1.0,20
26,16.393324278323085,93.92647955104452,-3,0,0,258,427,14,,0.0,-1.0,21
27,33.24774765413099,10.116152362680852,-3,0,0,52,159,13,,0.0,-1.0,22
28,56.414674716311744,40.62797912114571,1,0,0,209,350,14,,0.0,411.0,23
29,59.051116043730545,23.35299623676321,-1,0,0,336,471,15,,0.0,-1.0,24
30,37.87288650937203,97.2508373716378,1,0,0,197,355,10,,1.0,-1.0,25
31,93.65362090373306,86.438174381506,2,0,0,268,366,18,,0.0,-1.0,26
32,77.91208624090574,15.655977486800365,2,0,0,64,196,5,,0.0,-1.0,27
33,46.6930589943104,72.79027858776651,3,0,0,304,421,18,,0.0,-1.0,28
34,26.17675658479799,3.3074213157138987,3,0,0,93,253,11,,0.0,-1.0,29
35,41.809889932421015,42.51413964080201,-1,0,0,4,85,19,,1.0,60.0,30
36,6.510025742229331,32.061557913949436,3,0,0,220,382,5,,1.0,-1.0,31
37,91.73000597874574,25.029680703761525,-3,0,0,161,307,8,,0.0,270.0,32
38,56.91598172513012,48.788198029671484,2,0,0,147,212,17,,0.0,-1.0,33
39,86.21257811243133,65.35502437478664,3,0,0,97,184,14,,0.0,-1.0,34
40,15.842949480520673,14.28687268435571,2,0,0,44,110,6,,0.0,297.0,35
41,55.74872275263222,4.646636235579593,-3,0,0,215,380,11,,0.0,219.0,36
42,39.35309459894343,39.901107915149915,2,0,0,210,336,5,,1.0,382.0,37
43,19.633312120967062,30.10122093369565,-3,0,0,248,417,5,,1.0,298.0,38
44,32.99482414009638,1.1758599152796534,1,0,0,37,174,10,,1.0,-1.0,39
45,80.58914035609554,95.74462492146836,-3,0,0,264,359,11,,0.0,88.0,40
