node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,order_id,is_dynamic,dynamic_appear_time,transfer_capacity
0,6.025564454675758,89.32877678525328,0,0,1,0,480,0,-1,0.0,-1.0,
1,23.96765086112741,7.795024959634745,0,1,0,0,480,5,-1,0.0,-1.0,12.0
2,65.72658521313313,97.69756442566836,0,1,0,0,480,10,-1,0.0,-1.0,20.0
3,5.724206630659589,42.61218180373659,0,1,0,0,480,8,-1,0.0,-1.0,26.0
53,8.349507081485063,77.63518072676816,-3,0,0,301,391,7,1,,,
4,52.978452534378576,25.21189641034901,3,0,0,108,191,13,1,,,
10,89.51327472940598,75.61079003433294,-4,0,0,162,293,9,2,,,
7,35.395588714481775,55.315789488109225,4,0,0,213,300,16,2,,,
56,65.55370314380662,64.7476116659836,-4,0,0,32,107,14,3,,,
13,29.425656584926607,44.15442636356575,4,0,0,342,514,14,3,,,
55,61.397880733857335,93.01906274221507,-4,0,0,104,250,19,4,,,
15,16.50616155101933,37.83049129834806,4,0,0,99,185,8,4,,,
57,75.94708797062277,86.66207056398267,-2,0,0,314,479,11,5,,,
16,6.921866740938809,71.78564584849323,2,0,0,229,291,18,5,,,
12,58.90165904451881,67.92871832724832,-2,0,0,120,281,15,6,,,
19,32.133844059647565,54.76668900148858,2,0,0,193,342,19,6,,,
25,67.37315032281847,17.093779120826913,-3,0,0,251,311,15,7,,,
21,60.3732478963803,71.41259327847293,3,0,0,132,281,10,7,,,
9,26.58180902117947,44.95910310923996,-4,0,0,243,418,13,8,,,
22,87.97817654459796,77.18833610647236,4,0,0,155,297,9,8,,,
33,26.306267534167173,83.84598385310686,-2,0,0,299,436,10,9,,,
27,94.29747199935235,67.27516978393801,2,0,0,200,370,11,9,,,
38,18.404648765622888,82.28111685362282,-2,0,0,67,152,13,10,,,
28,78.99097504655246,33.11573368243642,2,0,0,69,159,5,10,,,
62,11.924318154234347,57.89162998467945,-2,0,0,136,250,10,11,,,
29,46.04217100767578,3.9779531836692805,2,0,0,197,320,8,11,,,
23,92.6677700495515,98.59534755428703,-3,0,0,343,434,9,12,,,
31,78.48113348642943,5.830206768119151,3,0,0,47,135,13,12,,,
30,88.90074004350974,85.3003429411608,-3,0,0,331,453,13,13,,,
32,17.42497355774337,33.41706577544614,3,0,0,198,271,8,13,,,
35,57.13810978193122,42.501184716253725,-2,0,0,9,107,7,14,,,
34,19.483575820061994,53.21244653389745,2,0,0,244,346,17,14,,,
68,0.6900250628165572,50.339714514895185,-4,0,0,69,151,12,15,,,
40,50.64960014725218,14.655714098142647,4,0,0,228,347,14,15,,,
39,21.589182323366675,67.53066235730262,-3,0,0,318,413,10,16,,,
41,2.494919615607727,93.07482653818057,3,0,0,254,370,6,16,,,
36,24.068793173045922,96.02942908811315,-3,0,0,334,414,18,17,,,
43,65.2684958946984,34.17200424485265,3,0,0,255,434,12,17,,,
60,52.0316973910712,6.955051474046536,-3,0,0,165,317,19,18,,,
45,58.53278530502391,54.69212946240455,3,0,0,77,205,12,18,,,
18,88.10810055538921,54.049765795677104,-3,0,0,281,386,17,19,,,
46,87.5935020350232,64.00030784119363,3,0,0,33,154,11,19,,,
48,67.09931470285952,23.3708638429621,-2,0,0,98,212,7,20,,,
47,81.92749760805246,3.2413062452608776,2,0,0,331,428,7,20,,,
58,26.191247823835496,61.6748859233304,-2,0,0,218,326,9,21,,,
49,25.283895996571015,72.0576529089341,2,0,0,231,378,12,21,,,
17,14.77459087741978,28.512590706084474,-2,0,0,210,309,8,22,,,
50,79.34329588249409,37.17354751385527,2,0,0,206,369,7,22,,,
44,18.53828995547285,17.832824945541482,-4,0,0,226,389,12,23,,,
51,79.00768168683062,44.37446753523556,4,0,0,40,153,16,23,,,
71,85.95149801160751,38.50035528002586,-4,0,0,209,340,14,24,,,
52,85.76453483703807,2.490377217859263,4,0,0,83,153,18,24,,,
5,98.2872149152968,64.09632146038274,-3,0,0,230,331,19,25,,,
54,62.40896278303323,55.902025363551836,3,0,0,11,154,5,25,,,
6,84.43506728467113,41.57776819717136,-3,0,0,89,173,14,26,,,
59,58.397496355247526,13.484948149834253,3,0,0,152,300,16,26,,,
24,74.49354477457982,86.7923300830334,-2,0,0,59,161,16,27,,,
61,18.495958740233963,91.29630819181804,2,0,0,275,397,13,27,,,
37,41.33992422690225,72.73099955366649,-3,0,0,154,223,7,28,,,
63,32.34806959930736,55.53132907266125,3,0,0,177,266,5,28,,,
42,12.569051356453986,70.49514286869149,-2,0,0,309,375,18,29,,,
64,23.49735424524031,44.43794546776601,2,0,0,345,469,16,29,,,
20,21.827765963188938,2.517312970561014,-4,0,0,284,383,14,30,,,
65,86.73334331482606,37.62169778193564,4,0,0,272,362,17,30,,,
14,80.6812478906251,33.067621876318206,-4,0,0,263,323,19,31,,,
66,35.30309380009356,44.61180792696653,4,0,0,227,357,18,31,,,
8,43.527844262663976,71.49480551367945,-4,0,0,107,257,7,32,,,
69,84.79410791514293,55.207310394763184,4,0,0,123,273,8,32,,,
26,18.170242632228494,11.025945631526312,-3,0,0,251,404,17,33,,,
70,60.77251782060195,3.056337125976638,3,0,0,70,232,17,33,,,
67,10.049284424431526,38.734702458805494,-4,0,0,96,185,18,34,,,
72,97.48526806067068,12.046536953026,4,0,0,214,318,12,34,,,
11,16.80701650178944,88.68648293915975,-4,0,0,210,382,17,35,,,
73,94.46718847852377,63.4290906336323,4,0,0,124,263,12,35,,,
