0,46,68,39,76,86,51,71,71,46,72,46,68,40,83,29,35,53,10,89,60,4,80,6,61,88,51,79,74,40,43,28,58,81,23,24,46,80,78,40,29,77,58,88,20,74,67,35,89,70,64,52,65,72,56,105,84,66,44,102,27,27,36,52,60,55,55,100,81,54,6,76,41,91,62,12,70,66,87,92,76,12,76,8,55,28,89,82,85,69,56,73,71,31,40,5
46,0,88,62,57,59,74,83,84,13,94,52,59,41,86,54,36,70,36,104,86,50,95,40,57,102,61,67,51,72,77,36,31,83,29,31,90,53,83,56,53,89,60,67,67,82,76,76,69,50,68,9,86,56,46,113,59,85,77,108,19,56,55,95,21,55,15,110,90,60,40,97,61,58,78,45,36,85,80,102,50,51,53,52,12,67,90,69,80,31,91,34,33,67,83,41
68,88,0,29,61,75,16,16,13,77,5,37,47,47,31,40,52,18,68,22,12,64,14,68,41,21,27,53,67,31,29,94,70,33,85,60,55,73,27,32,40,14,34,69,62,21,20,45,69,61,29,85,3,56,50,40,73,3,28,39,73,41,35,50,84,38,83,35,23,31,70,9,28,89,11,81,81,3,47,28,72,55,67,73,88,44,37,54,43,84,29,89,87,39,50,68
39,62,29,0,54,68,12,32,31,53,34,19,41,24,45,11,27,13,39,50,24,36,40,39,33,48,16,51,57,14,18,65,51,44,56,32,43,63,40,8,11,37,26,65,39,36,29,28,66,51,29,61,26,49,36,65,66,26,18,62,45,12,7,43,63,26,61,60,42,21,41,37,3,79,22,52,64,26,54,52,61,27,58,46,64,22,52,54,50,66,31,71,69,17,35,39
76,57,61,54,0,14,58,47,49,45,66,36,14,36,40,57,41,49,68,65,68,76,58,71,21,62,39,11,8,69,72,86,26,36,75,52,98,12,40,46,55,52,29,11,87,43,40,82,13,7,31,49,62,5,19,66,12,58,71,60,57,60,50,98,40,27,44,64,48,34,73,68,51,27,50,84,28,58,26,58,12,69,7,84,49,74,41,13,28,33,82,36,35,71,90,72
86,59,75,68,14,0,72,61,63,48,80,49,28,48,53,69,51,63,77,78,82,86,72,80,35,75,53,23,11,83,86,92,29,49,82,61,111,6,53,59,68,66,43,10,99,57,55,95,12,17,46,50,76,19,32,77,2,73,85,70,64,73,63,112,39,41,44,75,61,48,82,82,65,14,64,93,25,73,36,70,9,80,9,94,49,87,52,24,40,30,97,31,31,84,103,81
51,74,16,12,58,72,0,24,22,64,21,26,44,34,39,23,38,8,52,38,12,47,29,51,36,37,18,52,62,16,16,77,60,39,68,45,45,68,34,18,23,27,28,67,46,29,24,32,68,56,28,72,13,52,42,55,70,14,16,53,58,24,19,42,73,30,71,50,34,23,53,25,12,84,13,64,72,14,51,42,66,38,63,57,75,29,45,54,47,75,24,80,78,24,37,51
71,83,16,32,47,61,24,0,2,70,20,31,33,41,15,42,47,19,70,21,27,69,12,70,29,19,22,38,54,40,40,95,60,16,84,58,68,59,11,31,42,6,23,53,70,5,6,56,53,48,16,78,18,42,40,33,58,14,40,30,70,45,35,64,75,28,75,28,9,23,72,21,30,75,10,84,70,14,31,20,58,60,53,78,80,52,21,38,27,73,44,78,76,48,62,70
71,84,13,31,49,63,22,2,0,71,17,32,35,42,17,42,48,18,69,20,25,68,11,70,31,18,22,40,56,39,39,95,61,19,85,59,66,62,13,31,41,5,25,56,69,7,8,54,56,51,18,80,15,44,41,33,61,12,38,31,71,44,35,62,77,29,77,29,11,24,72,18,29,77,9,83,72,11,34,20,61,59,56,77,81,51,24,41,29,75,42,80,78,46,60,70
46,13,77,53,45,48,64,70,71,0,83,40,46,30,73,46,26,59,35,92,76,48,83,39,44,89,50,54,39,64,69,44,19,70,34,24,85,42,70,45,45,77,47,55,64,70,64,70,57,37,55,8,75,43,33,100,47,74,69,95,18,49,45,89,14,42,9,97,77,47,40,86,51,49,66,48,26,74,67,89,38,47,41,53,11,61,77,56,67,23,83,27,26,60,77,40
72,94,5,34,66,80,21,20,17,83,0,43,52,52,33,44,57,23,73,20,14,69,14,73,47,19,33,58,73,34,32,99,75,36,90,66,56,79,30,38,45,17,39,74,65,25,25,48,73,67,34,91,7,61,56,38,78,8,31,39,79,45,40,50,90,43,89,34,25,36,75,3,33,94,17,85,87,8,51,27,77,60,73,78,93,47,39,58,46,90,29,95,93,43,51,73
46,52,37,19,36,49,26,31,32,40,43,0,24,10,38,21,16,19,41,52,38,44,43,43,16,50,9,35,38,34,37,65,34,36,54,28,62,44,34,10,20,38,12,47,52,32,25,46,48,32,19,48,35,30,17,63,47,34,37,59,39,25,14,62,47,9,46,59,39,8,45,46,16,60,26,57,46,34,40,51,42,36,39,54,50,38,44,37,38,48,49,53,52,35,54,43
68,59,47,41,14,28,44,33,35,46,52,24,0,28,29,46,34,35,62,53,54,67,45,64,8,50,26,10,20,56,59,83,30,26,72,46,85,26,28,34,44,39,15,23,77,30,27,70,24,15,17,52,47,8,13,56,26,44,58,50,54,49,38,85,46,15,48,53,35,20,66,54,38,41,36,78,37,44,20,46,25,60,20,76,53,62,32,13,21,41,69,45,44,59,77,65
40,41,47,24,36,48,34,41,42,30,52,10,28,0,48,22,6,29,33,63,46,39,53,36,21,60,20,39,36,38,42,56,27,45,45,19,64,42,44,16,20,48,20,48,50,42,35,48,50,31,28,38,45,32,16,73,46,44,42,69,29,25,17,66,39,16,37,69,49,18,38,56,22,57,36,50,40,44,47,61,39,32,38,48,41,39,53,42,46,41,55,46,45,37,56,37
83,86,31,45,40,53,39,15,17,73,33,38,29,48,0,55,54,32,79,25,43,80,21,81,29,23,31,29,48,55,56,104,59,3,93,66,84,53,4,42,54,16,27,44,84,10,16,71,43,44,19,80,33,37,40,27,51,29,55,21,77,57,47,80,75,32,77,24,9,29,83,33,42,67,25,95,67,29,18,17,53,72,47,90,81,67,6,28,13,71,60,75,74,62,77,81
29,54,40,11,57,69,23,42,42,46,44,21,46,22,55,0,22,24,28,61,33,26,51,28,38,59,23,56,58,18,22,54,49,53,45,23,42,64,50,12,1,47,32,68,31,46,39,26,70,52,37,55,36,52,37,76,68,37,22,73,36,3,8,44,58,31,55,71,52,27,30,48,12,79,33,41,62,37,61,63,61,17,60,35,58,17,61,59,58,63,37,68,66,14,33,28
35,36,52,27,41,51,38,47,48,26,57,16,34,6,54,22,0,33,27,69,50,35,59,30,28,66,25,44,40,39,43,49,27,52,39,12,63,45,50,19,20,54,27,53,47,48,41,48,54,35,35,34,50,37,21,80,50,49,43,75,23,24,19,66,37,23,34,76,55,25,32,61,25,59,42,44,40,49,53,67,42,29,42,43,37,38,59,47,52,41,57,46,44,36,55,31
53,70,18,13,49,63,8,19,18,59,23,19,35,29,32,24,33,0,52,37,19,50,27,52,28,35,10,44,54,23,24,77,53,32,67,42,52,60,27,14,23,23,20,59,51,22,16,39,59,48,19,67,16,44,35,51,61,15,24,49,55,26,17,50,67,22,66,47,28,15,54,27,11,76,9,65,65,15,43,38,58,41,54,59,70,34,39,45,39,68,33,72,71,29,45,52
10,36,68,39,68,77,52,70,69,35,73,41,62,33,79,28,27,52,0,89,62,13,79,3,55,87,48,72,66,43,47,25,49,77,17,15,54,71,75,38,28,75,53,80,30,72,65,42,82,61,60,41,65,64,49,103,76,66,48,99,17,28,34,60,50,49,45,98,79,50,4,77,40,82,61,16,60,66,81,90,67,16,68,17,45,33,85,75,80,59,61,63,61,35,47,4
89,104,22,50,65,78,38,21,20,92,20,52,53,63,25,61,69,37,89,0,34,86,9,89,50,2,43,54,73,53,52,114,81,29,105,79,76,78,24,51,60,14,44,69,85,22,28,68,68,68,37,100,26,61,61,18,76,23,51,20,91,62,55,70,97,49,97,14,17,44,91,17,48,92,27,102,90,23,43,10,77,77,72,95,101,67,28,54,39,94,49,98,97,62,71,89
60,86,12,24,68,82,12,27,25,76,14,38,54,46,43,33,50,19,62,34,0,56,27,61,47,33,30,62,73,20,18,87,72,44,79,57,42,79,38,30,34,27,39,77,51,32,30,33,77,67,37,85,9,63,54,52,80,13,17,52,69,33,31,37,86,42,84,48,35,35,63,17,24,95,19,72,85,13,58,40,77,47,74,64,87,34,49,63,54,87,17,92,90,29,37,61
4,50,64,36,76,86,47,69,68,48,69,44,67,39,80,26,35,50,13,86,56,0,77,9,60,84,49,78,75,35,39,33,60,79,27,25,41,80,76,38,26,74,56,88,17,72,65,30,89,70,62,54,61,71,56,102,85,62,40,99,30,24,33,48,63,53,57,97,78,52,10,72,38,92,59,16,72,62,85,89,77,9,77,9,58,23,87,81,83,71,52,75,73,27,35,8
80,95,14,40,58,72,29,12,11,83,14,43,45,53,21,51,59,27,79,9,27,77,0,80,41,7,33,48,66,45,44,105,72,24,95,69,70,71,18,42,51,5,36,64,76,15,19,60,63,60,29,91,18,54,52,25,70,15,43,24,82,53,45,64,88,40,88,21,12,35,82,13,39,86,18,93,82,15,39,13,70,68,65,86,92,58,25,48,35,86,43,90,89,53,64,80
6,40,68,39,71,80,51,70,70,39,73,43,64,36,81,28,30,52,3,89,61,9,80,0,57,87,49,75,69,42,46,26,52,79,18,18,51,74,76,38,28,76,55,83,26,73,65,39,85,64,61,45,65,67,52,103,79,66,46,100,21,27,34,57,54,51,48,99,80,51,2,77,40,85,61,14,64,66,83,90,71,14,71,13,49,31,86,78,81,62,59,66,65,33,44,1
61,57,41,33,21,35,36,29,31,44,47,16,8,21,29,38,28,28,55,50,47,60,41,57,0,47,18,18,26,48,51,77,30,26,67,40,77,32,26,26,36,36,8,31,69,27,22,62,32,20,12,51,41,15,11,56,33,38,50,51,50,41,30,77,46,7,47,53,33,13,59,49,30,48,30,72,40,38,25,45,30,52,26,69,52,54,33,21,24,44,61,48,47,51,69,58
88,102,21,48,62,75,37,19,18,89,19,50,50,60,23,59,66,35,87,2,33,84,7,87,47,0,41,52,70,52,51,112,78,26,103,77,76,75,22,49,59,12,42,67,83,20,25,67,66,65,35,97,25,58,58,18,73,22,50,19,89,60,53,70,94,47,94,14,14,42,89,17,46,90,25,100,87,22,41,9,75,75,69,94,99,65,25,51,36,91,49,96,94,60,71,87
51,61,27,16,39,53,18,22,22,50,33,9,26,20,31,23,25,10,48,43,30,49,33,49,18,41,0,35,43,30,32,73,42,30,62,36,59,50,27,10,22,28,10,50,54,23,16,45,50,37,13,58,26,34,24,55,51,24,32,51,48,26,15,58,57,12,56,50,31,5,51,36,13,65,16,63,54,24,38,42,48,40,44,58,60,38,37,37,35,57,43,62,60,34,51,49
79,67,53,51,11,23,52,38,40,54,58,35,10,39,29,56,44,44,72,54,62,78,48,75,18,52,35,0,20,66,68,93,35,25,82,57,95,24,30,44,55,43,25,15,87,33,32,80,15,17,24,59,54,10,23,54,21,51,68,48,64,60,49,94,51,25,54,52,37,30,77,59,48,37,43,89,40,50,14,47,24,71,18,87,59,73,29,2,17,44,77,48,47,69,87,76
74,51,67,57,8,11,62,54,56,39,73,38,20,36,48,58,40,54,66,73,73,75,66,69,26,70,43,20,0,72,75,82,19,45,71,50,100,6,48,48,56,60,34,15,87,50,47,84,18,6,38,42,67,11,20,75,10,65,75,68,53,62,52,101,32,31,36,72,56,38,70,74,54,21,56,82,19,64,34,66,4,69,2,82,41,76,49,22,37,25,87,27,27,73,92,70
40,72,31,14,69,83,16,40,39,64,34,34,56,38,55,18,39,23,43,53,20,35,45,42,48,52,30,66,72,0,4,68,65,55,60,41,29,78,50,23,19,43,41,80,31,45,40,15,81,66,42,73,27,63,51,71,81,30,4,69,54,16,20,28,76,41,73,66,50,35,43,38,17,94,30,52,79,30,67,58,76,27,73,44,76,13,62,68,63,80,18,85,83,8,21,41
43,77,29,18,72,86,16,40,39,69,32,37,59,42,56,22,43,24,47,52,18,39,44,46,51,51,32,68,75,4,0,72,69,56,64,46,28,82,51,27,23,43,43,82,33,45,40,16,83,69,44,77,26,66,54,69,84,28,0,68,58,20,24,26,80,44,77,65,50,38,47,36,20,97,30,56,82,29,68,57,79,31,76,47,80,16,62,70,64,84,14,89,87,12,21,45
